rows,cols,vptCorrect,noOfBlocks,participant,group
5,5,TRUE,10,794,BCA
5,5,TRUE,10,794,BCA
5,5,FALSE,11,794,BCA
5,5,FALSE,11,794,BCA
2,2,TRUE,2,795,ACB
2,2,TRUE,2,795,ACB
2,2,TRUE,2,795,ACB
3,3,TRUE,3,795,ACB
3,3,TRUE,3,795,ACB
3,3,TRUE,3,795,ACB
3,3,TRUE,4,795,ACB
3,3,FALSE,4,795,ACB
3,3,TRUE,4,795,ACB
4,4,TRUE,5,795,ACB
4,4,TRUE,5,795,ACB
4,4,TRUE,5,795,ACB
4,4,TRUE,6,795,ACB
4,4,TRUE,6,795,ACB
4,4,TRUE,6,795,ACB
4,4,TRUE,7,795,ACB
4,4,TRUE,7,795,ACB
4,4,TRUE,7,795,ACB
4,4,TRUE,8,795,ACB
4,4,TRUE,8,795,ACB
4,4,TRUE,8,795,ACB
5,5,TRUE,9,795,ACB
5,5,FALSE,9,795,ACB
5,5,TRUE,9,795,ACB
5,5,TRUE,10,795,ACB
5,5,TRUE,10,795,ACB
5,5,TRUE,10,795,ACB
5,5,FALSE,11,795,ACB
5,5,TRUE,11,795,ACB
5,5,TRUE,11,795,ACB
5,5,FALSE,12,795,ACB
5,5,TRUE,12,795,ACB
5,5,FALSE,12,795,ACB
2,2,TRUE,2,796,ABC
2,2,TRUE,2,796,ABC
2,2,TRUE,2,796,ABC
3,3,TRUE,3,796,ABC
3,3,TRUE,3,796,ABC
3,3,TRUE,3,796,ABC
3,3,TRUE,4,796,ABC
3,3,TRUE,4,796,ABC
3,3,TRUE,4,796,ABC
4,4,TRUE,5,796,ABC
4,4,TRUE,5,796,ABC
4,4,TRUE,5,796,ABC
4,4,TRUE,6,796,ABC
4,4,TRUE,6,796,ABC
4,4,TRUE,6,796,ABC
4,4,TRUE,7,796,ABC
4,4,TRUE,7,796,ABC
4,4,TRUE,7,796,ABC
4,4,TRUE,8,796,ABC
4,4,TRUE,8,796,ABC
4,4,TRUE,8,796,ABC
5,5,TRUE,9,796,ABC
5,5,TRUE,9,796,ABC
5,5,FALSE,9,796,ABC
5,5,FALSE,10,796,ABC
5,5,FALSE,10,796,ABC
2,2,TRUE,2,797,CBA
2,2,TRUE,2,797,CBA
2,2,TRUE,2,797,CBA
3,3,TRUE,3,797,CBA
3,3,TRUE,3,797,CBA
3,3,TRUE,3,797,CBA
3,3,TRUE,4,797,CBA
3,3,TRUE,4,797,CBA
3,3,TRUE,4,797,CBA
4,4,TRUE,5,797,CBA
4,4,TRUE,5,797,CBA
4,4,TRUE,5,797,CBA
4,4,TRUE,6,797,CBA
4,4,FALSE,6,797,CBA
4,4,TRUE,6,797,CBA
4,4,TRUE,7,797,CBA
4,4,TRUE,7,797,CBA
4,4,TRUE,7,797,CBA
4,4,FALSE,8,797,CBA
4,4,TRUE,8,797,CBA
4,4,TRUE,8,797,CBA
5,5,TRUE,9,797,CBA
5,5,TRUE,9,797,CBA
5,5,FALSE,9,797,CBA
5,5,FALSE,10,797,CBA
5,5,TRUE,10,797,CBA
5,5,FALSE,10,797,CBA
2,2,TRUE,2,800,BCA
2,2,TRUE,2,800,BCA
2,2,TRUE,2,800,BCA
3,3,TRUE,3,800,BCA
3,3,TRUE,3,800,BCA
3,3,TRUE,3,800,BCA
3,3,TRUE,4,800,BCA
3,3,TRUE,4,800,BCA
3,3,TRUE,4,800,BCA
4,4,TRUE,5,800,BCA
4,4,TRUE,5,800,BCA
4,4,TRUE,5,800,BCA
4,4,TRUE,6,800,BCA
4,4,TRUE,6,800,BCA
4,4,TRUE,6,800,BCA
4,4,TRUE,7,800,BCA
4,4,TRUE,7,800,BCA
4,4,TRUE,7,800,BCA
4,4,TRUE,8,800,BCA
4,4,TRUE,8,800,BCA
4,4,TRUE,8,800,BCA
5,5,TRUE,9,800,BCA
5,5,FALSE,9,800,BCA
5,5,TRUE,9,800,BCA
5,5,TRUE,10,800,BCA
5,5,FALSE,10,800,BCA
5,5,FALSE,10,800,BCA
2,2,TRUE,2,801,ABC
2,2,TRUE,2,801,ABC
2,2,TRUE,2,801,ABC
3,3,TRUE,3,801,ABC
3,3,TRUE,3,801,ABC
3,3,TRUE,3,801,ABC
3,3,TRUE,4,801,ABC
3,3,TRUE,4,801,ABC
3,3,TRUE,4,801,ABC
4,4,TRUE,5,801,ABC
4,4,TRUE,5,801,ABC
4,4,TRUE,5,801,ABC
4,4,TRUE,6,801,ABC
4,4,FALSE,6,801,ABC
4,4,FALSE,6,801,ABC
2,2,TRUE,2,802,ABC
2,2,TRUE,2,802,ABC
2,2,TRUE,2,802,ABC
3,3,TRUE,3,802,ABC
3,3,TRUE,3,802,ABC
3,3,TRUE,3,802,ABC
3,3,TRUE,4,802,ABC
3,3,TRUE,4,802,ABC
3,3,TRUE,4,802,ABC
4,4,TRUE,5,802,ABC
4,4,TRUE,5,802,ABC
4,4,TRUE,5,802,ABC
4,4,FALSE,6,802,ABC
4,4,TRUE,6,802,ABC
4,4,TRUE,6,802,ABC
4,4,FALSE,7,802,ABC
4,4,FALSE,7,802,ABC
2,2,TRUE,2,803,CBA
2,2,TRUE,2,803,CBA
2,2,TRUE,2,803,CBA
3,3,TRUE,3,803,CBA
3,3,TRUE,3,803,CBA
3,3,TRUE,3,803,CBA
3,3,TRUE,4,803,CBA
3,3,TRUE,4,803,CBA
3,3,TRUE,4,803,CBA
4,4,TRUE,5,803,CBA
4,4,TRUE,5,803,CBA
4,4,TRUE,5,803,CBA
4,4,TRUE,6,803,CBA
4,4,TRUE,6,803,CBA
4,4,TRUE,6,803,CBA
4,4,TRUE,7,803,CBA
4,4,TRUE,7,803,CBA
4,4,TRUE,7,803,CBA
4,4,FALSE,8,803,CBA
4,4,TRUE,8,803,CBA
4,4,TRUE,8,803,CBA
5,5,TRUE,9,803,CBA
5,5,FALSE,9,803,CBA
5,5,TRUE,9,803,CBA
5,5,FALSE,10,803,CBA
5,5,FALSE,10,803,CBA
2,2,TRUE,2,804,CAB
2,2,TRUE,2,804,CAB
2,2,TRUE,2,804,CAB
3,3,TRUE,3,804,CAB
3,3,TRUE,3,804,CAB
3,3,TRUE,3,804,CAB
3,3,TRUE,4,804,CAB
3,3,TRUE,4,804,CAB
3,3,TRUE,4,804,CAB
4,4,TRUE,5,804,CAB
4,4,TRUE,5,804,CAB
4,4,TRUE,5,804,CAB
4,4,FALSE,6,804,CAB
4,4,TRUE,6,804,CAB
4,4,TRUE,6,804,CAB
4,4,TRUE,7,804,CAB
4,4,TRUE,7,804,CAB
4,4,TRUE,7,804,CAB
4,4,TRUE,8,804,CAB
4,4,TRUE,8,804,CAB
4,4,TRUE,8,804,CAB
5,5,TRUE,9,804,CAB
5,5,FALSE,9,804,CAB
5,5,TRUE,9,804,CAB
5,5,TRUE,10,804,CAB
5,5,TRUE,10,804,CAB
5,5,FALSE,10,804,CAB
5,5,FALSE,11,804,CAB
5,5,FALSE,11,804,CAB
2,2,TRUE,2,805,BAC
2,2,TRUE,2,805,BAC
2,2,TRUE,2,805,BAC
3,3,TRUE,3,805,BAC
3,3,TRUE,3,805,BAC
3,3,TRUE,3,805,BAC
3,3,TRUE,4,805,BAC
3,3,TRUE,4,805,BAC
3,3,TRUE,4,805,BAC
4,4,TRUE,5,805,BAC
4,4,TRUE,5,805,BAC
4,4,TRUE,5,805,BAC
4,4,TRUE,6,805,BAC
4,4,TRUE,6,805,BAC
4,4,TRUE,6,805,BAC
4,4,TRUE,7,805,BAC
4,4,TRUE,7,805,BAC
4,4,TRUE,7,805,BAC
4,4,TRUE,8,805,BAC
4,4,TRUE,8,805,BAC
4,4,TRUE,8,805,BAC
5,5,TRUE,9,805,BAC
5,5,TRUE,9,805,BAC
5,5,TRUE,9,805,BAC
5,5,FALSE,10,805,BAC
5,5,TRUE,10,805,BAC
5,5,FALSE,10,805,BAC
2,2,TRUE,2,806,ABC
2,2,TRUE,2,806,ABC
2,2,TRUE,2,806,ABC
3,3,TRUE,3,806,ABC
3,3,TRUE,3,806,ABC
3,3,TRUE,3,806,ABC
3,3,TRUE,4,806,ABC
3,3,TRUE,4,806,ABC
3,3,TRUE,4,806,ABC
4,4,TRUE,5,806,ABC
4,4,TRUE,5,806,ABC
4,4,TRUE,5,806,ABC
4,4,TRUE,6,806,ABC
4,4,TRUE,6,806,ABC
4,4,TRUE,6,806,ABC
4,4,TRUE,7,806,ABC
4,4,TRUE,7,806,ABC
4,4,TRUE,7,806,ABC
4,4,TRUE,8,806,ABC
4,4,TRUE,8,806,ABC
4,4,TRUE,8,806,ABC
5,5,TRUE,9,806,ABC
5,5,TRUE,9,806,ABC
5,5,TRUE,9,806,ABC
5,5,FALSE,10,806,ABC
5,5,TRUE,10,806,ABC
5,5,TRUE,10,806,ABC
5,5,FALSE,11,806,ABC
5,5,TRUE,11,806,ABC
5,5,TRUE,11,806,ABC
5,5,FALSE,12,806,ABC
5,5,TRUE,12,806,ABC
5,5,FALSE,12,806,ABC
2,2,TRUE,2,808,ABC
2,2,TRUE,2,808,ABC
2,2,TRUE,2,808,ABC
3,3,TRUE,3,808,ABC
3,3,TRUE,3,808,ABC
3,3,TRUE,3,808,ABC
3,3,TRUE,4,808,ABC
3,3,TRUE,4,808,ABC
3,3,TRUE,4,808,ABC
4,4,TRUE,5,808,ABC
4,4,TRUE,5,808,ABC
4,4,TRUE,5,808,ABC
4,4,TRUE,6,808,ABC
4,4,TRUE,6,808,ABC
4,4,TRUE,6,808,ABC
4,4,TRUE,7,808,ABC
4,4,TRUE,7,808,ABC
4,4,TRUE,7,808,ABC
4,4,TRUE,8,808,ABC
4,4,TRUE,8,808,ABC
4,4,TRUE,8,808,ABC
5,5,TRUE,9,808,ABC
5,5,TRUE,9,808,ABC
5,5,TRUE,9,808,ABC
5,5,TRUE,10,808,ABC
5,5,FALSE,10,808,ABC
5,5,TRUE,10,808,ABC
5,5,TRUE,11,808,ABC
5,5,TRUE,11,808,ABC
5,5,TRUE,11,808,ABC
5,5,TRUE,12,808,ABC
5,5,FALSE,12,808,ABC
5,5,FALSE,12,808,ABC
2,2,TRUE,2,809,CBA
2,2,TRUE,2,809,CBA
2,2,TRUE,2,809,CBA
3,3,TRUE,3,809,CBA
3,3,TRUE,3,809,CBA
3,3,TRUE,3,809,CBA
3,3,TRUE,4,809,CBA
3,3,TRUE,4,809,CBA
3,3,TRUE,4,809,CBA
4,4,TRUE,5,809,CBA
4,4,TRUE,5,809,CBA
4,4,TRUE,5,809,CBA
4,4,TRUE,6,809,CBA
4,4,TRUE,6,809,CBA
4,4,TRUE,6,809,CBA
4,4,TRUE,7,809,CBA
4,4,TRUE,7,809,CBA
4,4,TRUE,7,809,CBA
4,4,FALSE,8,809,CBA
4,4,TRUE,8,809,CBA
4,4,TRUE,8,809,CBA
5,5,TRUE,9,809,CBA
5,5,FALSE,9,809,CBA
5,5,FALSE,9,809,CBA
2,2,TRUE,2,810,CAB
2,2,TRUE,2,810,CAB
2,2,TRUE,2,810,CAB
3,3,TRUE,3,810,CAB
3,3,TRUE,3,810,CAB
3,3,TRUE,3,810,CAB
3,3,TRUE,4,810,CAB
3,3,TRUE,4,810,CAB
3,3,TRUE,4,810,CAB
4,4,FALSE,5,810,CAB
4,4,TRUE,5,810,CAB
4,4,TRUE,5,810,CAB
4,4,TRUE,6,810,CAB
4,4,FALSE,6,810,CAB
4,4,TRUE,6,810,CAB
4,4,TRUE,7,810,CAB
4,4,TRUE,7,810,CAB
4,4,TRUE,7,810,CAB
4,4,TRUE,8,810,CAB
4,4,TRUE,8,810,CAB
4,4,TRUE,8,810,CAB
5,5,TRUE,9,810,CAB
5,5,FALSE,9,810,CAB
5,5,FALSE,9,810,CAB
2,2,TRUE,2,811,BAC
2,2,TRUE,2,811,BAC
2,2,TRUE,2,811,BAC
3,3,TRUE,3,811,BAC
3,3,TRUE,3,811,BAC
3,3,TRUE,3,811,BAC
3,3,TRUE,4,811,BAC
3,3,TRUE,4,811,BAC
3,3,TRUE,4,811,BAC
4,4,TRUE,5,811,BAC
4,4,TRUE,5,811,BAC
4,4,TRUE,5,811,BAC
4,4,TRUE,6,811,BAC
4,4,TRUE,6,811,BAC
4,4,TRUE,6,811,BAC
4,4,TRUE,7,811,BAC
4,4,TRUE,7,811,BAC
4,4,TRUE,7,811,BAC
4,4,TRUE,8,811,BAC
4,4,TRUE,8,811,BAC
4,4,TRUE,8,811,BAC
5,5,TRUE,9,811,BAC
5,5,FALSE,9,811,BAC
5,5,FALSE,9,811,BAC
2,2,TRUE,2,812,BCA
2,2,TRUE,2,812,BCA
2,2,TRUE,2,812,BCA
3,3,TRUE,3,812,BCA
3,3,TRUE,3,812,BCA
3,3,TRUE,3,812,BCA
3,3,TRUE,4,812,BCA
3,3,TRUE,4,812,BCA
3,3,TRUE,4,812,BCA
4,4,TRUE,5,812,BCA
4,4,TRUE,5,812,BCA
4,4,TRUE,5,812,BCA
4,4,TRUE,6,812,BCA
4,4,TRUE,6,812,BCA
4,4,TRUE,6,812,BCA
4,4,TRUE,7,812,BCA
4,4,TRUE,7,812,BCA
4,4,TRUE,7,812,BCA
4,4,FALSE,8,812,BCA
4,4,TRUE,8,812,BCA
4,4,TRUE,8,812,BCA
5,5,TRUE,9,812,BCA
5,5,FALSE,9,812,BCA
5,5,FALSE,9,812,BCA
2,2,TRUE,2,813,ACB
2,2,TRUE,2,813,ACB
2,2,TRUE,2,813,ACB
3,3,TRUE,3,813,ACB
3,3,TRUE,3,813,ACB
3,3,TRUE,3,813,ACB
3,3,TRUE,4,813,ACB
3,3,TRUE,4,813,ACB
3,3,TRUE,4,813,ACB
4,4,TRUE,5,813,ACB
4,4,TRUE,5,813,ACB
4,4,TRUE,5,813,ACB
4,4,TRUE,6,813,ACB
4,4,TRUE,6,813,ACB
4,4,TRUE,6,813,ACB
4,4,TRUE,7,813,ACB
4,4,TRUE,7,813,ACB
4,4,TRUE,7,813,ACB
4,4,TRUE,8,813,ACB
4,4,TRUE,8,813,ACB
4,4,TRUE,8,813,ACB
5,5,TRUE,9,813,ACB
5,5,TRUE,9,813,ACB
5,5,TRUE,9,813,ACB
5,5,TRUE,10,813,ACB
5,5,TRUE,10,813,ACB
5,5,TRUE,10,813,ACB
5,5,FALSE,11,813,ACB
5,5,TRUE,11,813,ACB
5,5,FALSE,11,813,ACB
2,2,TRUE,2,814,ABC
2,2,TRUE,2,814,ABC
2,2,TRUE,2,814,ABC
3,3,TRUE,3,814,ABC
3,3,TRUE,3,814,ABC
3,3,TRUE,3,814,ABC
3,3,TRUE,4,814,ABC
3,3,TRUE,4,814,ABC
3,3,TRUE,4,814,ABC
4,4,TRUE,5,814,ABC
4,4,TRUE,5,814,ABC
4,4,TRUE,5,814,ABC
4,4,TRUE,6,814,ABC
4,4,TRUE,6,814,ABC
4,4,TRUE,6,814,ABC
4,4,TRUE,7,814,ABC
4,4,TRUE,7,814,ABC
4,4,TRUE,7,814,ABC
4,4,FALSE,8,814,ABC
4,4,FALSE,8,814,ABC
2,2,TRUE,2,815,CBA
2,2,TRUE,2,815,CBA
2,2,TRUE,2,815,CBA
3,3,TRUE,3,815,CBA
3,3,TRUE,3,815,CBA
3,3,TRUE,3,815,CBA
3,3,TRUE,4,815,CBA
3,3,TRUE,4,815,CBA
3,3,TRUE,4,815,CBA
4,4,TRUE,5,815,CBA
4,4,TRUE,5,815,CBA
4,4,TRUE,5,815,CBA
4,4,TRUE,6,815,CBA
4,4,TRUE,6,815,CBA
4,4,TRUE,6,815,CBA
4,4,TRUE,7,815,CBA
4,4,TRUE,7,815,CBA
4,4,TRUE,7,815,CBA
4,4,TRUE,8,815,CBA
4,4,TRUE,8,815,CBA
4,4,TRUE,8,815,CBA
5,5,TRUE,9,815,CBA
5,5,TRUE,9,815,CBA
5,5,TRUE,9,815,CBA
5,5,TRUE,10,815,CBA
5,5,TRUE,10,815,CBA
5,5,FALSE,10,815,CBA
5,5,TRUE,11,815,CBA
5,5,FALSE,11,815,CBA
5,5,FALSE,11,815,CBA
2,2,TRUE,2,816,CAB
2,2,TRUE,2,816,CAB
2,2,TRUE,2,816,CAB
3,3,TRUE,3,816,CAB
3,3,TRUE,3,816,CAB
3,3,TRUE,3,816,CAB
3,3,TRUE,4,816,CAB
3,3,TRUE,4,816,CAB
3,3,TRUE,4,816,CAB
4,4,TRUE,5,816,CAB
4,4,TRUE,5,816,CAB
4,4,TRUE,5,816,CAB
4,4,TRUE,6,816,CAB
4,4,TRUE,6,816,CAB
4,4,TRUE,6,816,CAB
4,4,TRUE,7,816,CAB
4,4,TRUE,7,816,CAB
4,4,TRUE,7,816,CAB
4,4,FALSE,8,816,CAB
4,4,TRUE,8,816,CAB
4,4,TRUE,8,816,CAB
5,5,TRUE,9,816,CAB
5,5,TRUE,9,816,CAB
5,5,TRUE,9,816,CAB
5,5,TRUE,10,816,CAB
5,5,TRUE,10,816,CAB
5,5,TRUE,10,816,CAB
5,5,TRUE,11,816,CAB
5,5,TRUE,11,816,CAB
5,5,TRUE,11,816,CAB
5,5,FALSE,12,816,CAB
5,5,TRUE,12,816,CAB
5,5,FALSE,12,816,CAB
2,2,TRUE,2,817,BAC
2,2,TRUE,2,817,BAC
2,2,TRUE,2,817,BAC
3,3,TRUE,3,817,BAC
3,3,TRUE,3,817,BAC
3,3,TRUE,3,817,BAC
3,3,TRUE,4,817,BAC
3,3,TRUE,4,817,BAC
3,3,TRUE,4,817,BAC
4,4,TRUE,5,817,BAC
4,4,TRUE,5,817,BAC
4,4,TRUE,5,817,BAC
4,4,TRUE,6,817,BAC
4,4,TRUE,6,817,BAC
4,4,FALSE,6,817,BAC
4,4,TRUE,7,817,BAC
4,4,FALSE,7,817,BAC
4,4,TRUE,7,817,BAC
4,4,FALSE,8,817,BAC
4,4,TRUE,8,817,BAC
4,4,FALSE,8,817,BAC
2,2,TRUE,2,818,ABC
2,2,TRUE,2,818,ABC
2,2,TRUE,2,818,ABC
3,3,TRUE,3,818,ABC
3,3,TRUE,3,818,ABC
3,3,TRUE,3,818,ABC
3,3,TRUE,4,818,ABC
3,3,TRUE,4,818,ABC
3,3,TRUE,4,818,ABC
4,4,TRUE,5,818,ABC
4,4,TRUE,5,818,ABC
4,4,TRUE,5,818,ABC
4,4,TRUE,6,818,ABC
4,4,TRUE,6,818,ABC
4,4,TRUE,6,818,ABC
4,4,TRUE,7,818,ABC
4,4,TRUE,7,818,ABC
4,4,TRUE,7,818,ABC
4,4,TRUE,8,818,ABC
4,4,TRUE,8,818,ABC
4,4,TRUE,8,818,ABC
5,5,TRUE,9,818,ABC
5,5,FALSE,9,818,ABC
5,5,TRUE,9,818,ABC
5,5,FALSE,10,818,ABC
5,5,FALSE,10,818,ABC
2,2,TRUE,2,819,ABC
2,2,TRUE,2,819,ABC
2,2,TRUE,2,819,ABC
3,3,TRUE,3,819,ABC
3,3,TRUE,3,819,ABC
3,3,TRUE,3,819,ABC
3,3,TRUE,4,819,ABC
3,3,TRUE,4,819,ABC
3,3,TRUE,4,819,ABC
4,4,TRUE,5,819,ABC
4,4,TRUE,5,819,ABC
4,4,FALSE,5,819,ABC
4,4,TRUE,6,819,ABC
4,4,TRUE,6,819,ABC
4,4,TRUE,6,819,ABC
4,4,TRUE,7,819,ABC
4,4,TRUE,7,819,ABC
4,4,TRUE,7,819,ABC
4,4,TRUE,8,819,ABC
4,4,TRUE,8,819,ABC
4,4,TRUE,8,819,ABC
5,5,TRUE,9,819,ABC
5,5,TRUE,9,819,ABC
5,5,TRUE,9,819,ABC
5,5,TRUE,10,819,ABC
5,5,FALSE,10,819,ABC
5,5,TRUE,10,819,ABC
5,5,FALSE,11,819,ABC
5,5,TRUE,11,819,ABC
5,5,FALSE,11,819,ABC
2,2,TRUE,2,820,ABC
2,2,TRUE,2,820,ABC
2,2,TRUE,2,820,ABC
3,3,TRUE,3,820,ABC
3,3,TRUE,3,820,ABC
3,3,TRUE,3,820,ABC
3,3,TRUE,4,820,ABC
3,3,TRUE,4,820,ABC
3,3,TRUE,4,820,ABC
4,4,TRUE,5,820,ABC
4,4,TRUE,5,820,ABC
4,4,TRUE,5,820,ABC
4,4,TRUE,6,820,ABC
4,4,TRUE,6,820,ABC
4,4,TRUE,6,820,ABC
4,4,TRUE,7,820,ABC
4,4,TRUE,7,820,ABC
4,4,TRUE,7,820,ABC
4,4,TRUE,8,820,ABC
4,4,TRUE,8,820,ABC
4,4,TRUE,8,820,ABC
5,5,TRUE,9,820,ABC
5,5,FALSE,9,820,ABC
5,5,TRUE,9,820,ABC
5,5,TRUE,10,820,ABC
5,5,FALSE,10,820,ABC
5,5,FALSE,10,820,ABC
2,2,TRUE,2,823,ABC
2,2,TRUE,2,823,ABC
2,2,TRUE,2,823,ABC
3,3,TRUE,3,823,ABC
3,3,TRUE,3,823,ABC
3,3,TRUE,3,823,ABC
3,3,TRUE,4,823,ABC
3,3,TRUE,4,823,ABC
3,3,TRUE,4,823,ABC
4,4,TRUE,5,823,ABC
4,4,TRUE,5,823,ABC
4,4,TRUE,5,823,ABC
4,4,TRUE,6,823,ABC
4,4,TRUE,6,823,ABC
4,4,TRUE,6,823,ABC
4,4,TRUE,7,823,ABC
4,4,TRUE,7,823,ABC
4,4,TRUE,7,823,ABC
4,4,TRUE,8,823,ABC
4,4,TRUE,8,823,ABC
4,4,TRUE,8,823,ABC
5,5,FALSE,9,823,ABC
5,5,TRUE,9,823,ABC
5,5,TRUE,9,823,ABC
5,5,TRUE,10,823,ABC
5,5,TRUE,10,823,ABC
5,5,FALSE,10,823,ABC
5,5,FALSE,11,823,ABC
5,5,TRUE,11,823,ABC
5,5,FALSE,11,823,ABC
2,2,TRUE,2,824,BCA
2,2,TRUE,2,824,BCA
2,2,TRUE,2,824,BCA
3,3,TRUE,3,824,BCA
3,3,TRUE,3,824,BCA
3,3,TRUE,3,824,BCA
3,3,TRUE,4,824,BCA
3,3,TRUE,4,824,BCA
3,3,TRUE,4,824,BCA
4,4,TRUE,5,824,BCA
4,4,TRUE,5,824,BCA
4,4,TRUE,5,824,BCA
4,4,TRUE,6,824,BCA
4,4,TRUE,6,824,BCA
4,4,TRUE,6,824,BCA
4,4,TRUE,7,824,BCA
4,4,TRUE,7,824,BCA
4,4,TRUE,7,824,BCA
4,4,TRUE,8,824,BCA
4,4,TRUE,8,824,BCA
4,4,TRUE,8,824,BCA
5,5,TRUE,9,824,BCA
5,5,TRUE,9,824,BCA
5,5,TRUE,9,824,BCA
5,5,FALSE,10,824,BCA
5,5,FALSE,10,824,BCA
2,2,TRUE,2,825,ACB
2,2,TRUE,2,825,ACB
2,2,TRUE,2,825,ACB
3,3,TRUE,3,825,ACB
3,3,TRUE,3,825,ACB
3,3,TRUE,3,825,ACB
3,3,TRUE,4,825,ACB
3,3,TRUE,4,825,ACB
3,3,TRUE,4,825,ACB
4,4,TRUE,5,825,ACB
4,4,TRUE,5,825,ACB
4,4,TRUE,5,825,ACB
4,4,TRUE,6,825,ACB
4,4,TRUE,6,825,ACB
4,4,TRUE,6,825,ACB
4,4,TRUE,7,825,ACB
4,4,FALSE,7,825,ACB
4,4,TRUE,7,825,ACB
4,4,TRUE,8,825,ACB
4,4,TRUE,8,825,ACB
4,4,TRUE,8,825,ACB
5,5,FALSE,9,825,ACB
5,5,FALSE,9,825,ACB
2,2,TRUE,2,827,CBA
2,2,TRUE,2,827,CBA
2,2,TRUE,2,827,CBA
3,3,TRUE,3,827,CBA
3,3,TRUE,3,827,CBA
3,3,TRUE,3,827,CBA
3,3,TRUE,4,827,CBA
3,3,TRUE,4,827,CBA
3,3,TRUE,4,827,CBA
4,4,TRUE,5,827,CBA
4,4,TRUE,5,827,CBA
4,4,TRUE,5,827,CBA
4,4,TRUE,6,827,CBA
4,4,TRUE,6,827,CBA
4,4,TRUE,6,827,CBA
4,4,FALSE,7,827,CBA
4,4,TRUE,7,827,CBA
4,4,TRUE,7,827,CBA
4,4,TRUE,8,827,CBA
4,4,FALSE,8,827,CBA
4,4,TRUE,8,827,CBA
5,5,TRUE,9,827,CBA
5,5,FALSE,9,827,CBA
5,5,TRUE,9,827,CBA
5,5,FALSE,10,827,CBA
5,5,TRUE,10,827,CBA
5,5,TRUE,10,827,CBA
5,5,TRUE,11,827,CBA
5,5,FALSE,11,827,CBA
5,5,TRUE,11,827,CBA
5,5,FALSE,12,827,CBA
5,5,TRUE,12,827,CBA
5,5,FALSE,12,827,CBA
2,2,TRUE,2,828,ABC
2,2,TRUE,2,828,ABC
2,2,TRUE,2,828,ABC
3,3,TRUE,3,828,ABC
3,3,TRUE,3,828,ABC
3,3,TRUE,3,828,ABC
3,3,TRUE,4,828,ABC
3,3,TRUE,4,828,ABC
3,3,TRUE,4,828,ABC
4,4,TRUE,5,828,ABC
4,4,TRUE,5,828,ABC
4,4,TRUE,5,828,ABC
4,4,TRUE,6,828,ABC
4,4,TRUE,6,828,ABC
4,4,TRUE,6,828,ABC
4,4,TRUE,7,828,ABC
4,4,TRUE,7,828,ABC
4,4,TRUE,7,828,ABC
4,4,FALSE,8,828,ABC
4,4,TRUE,8,828,ABC
4,4,TRUE,8,828,ABC
5,5,TRUE,9,828,ABC
5,5,FALSE,9,828,ABC
5,5,TRUE,9,828,ABC
5,5,FALSE,10,828,ABC
5,5,TRUE,10,828,ABC
5,5,TRUE,10,828,ABC
5,5,FALSE,11,828,ABC
5,5,FALSE,11,828,ABC
2,2,TRUE,2,829,BAC
2,2,TRUE,2,829,BAC
2,2,TRUE,2,829,BAC
3,3,TRUE,3,829,BAC
3,3,TRUE,3,829,BAC
3,3,TRUE,3,829,BAC
3,3,TRUE,4,829,BAC
3,3,TRUE,4,829,BAC
3,3,TRUE,4,829,BAC
4,4,TRUE,5,829,BAC
4,4,TRUE,5,829,BAC
4,4,TRUE,5,829,BAC
4,4,TRUE,6,829,BAC
4,4,TRUE,6,829,BAC
4,4,TRUE,6,829,BAC
4,4,TRUE,7,829,BAC
4,4,TRUE,7,829,BAC
4,4,TRUE,7,829,BAC
4,4,TRUE,8,829,BAC
4,4,TRUE,8,829,BAC
4,4,FALSE,8,829,BAC
5,5,TRUE,9,829,BAC
5,5,TRUE,9,829,BAC
5,5,TRUE,9,829,BAC
5,5,TRUE,10,829,BAC
5,5,TRUE,10,829,BAC
5,5,TRUE,10,829,BAC
5,5,TRUE,11,829,BAC
5,5,TRUE,11,829,BAC
5,5,FALSE,11,829,BAC
5,5,TRUE,12,829,BAC
5,5,FALSE,12,829,BAC
5,5,FALSE,12,829,BAC
2,2,TRUE,2,830,BCA
2,2,TRUE,2,830,BCA
2,2,TRUE,2,830,BCA
3,3,TRUE,3,830,BCA
3,3,TRUE,3,830,BCA
3,3,TRUE,3,830,BCA
3,3,TRUE,4,830,BCA
3,3,TRUE,4,830,BCA
3,3,TRUE,4,830,BCA
4,4,TRUE,5,830,BCA
4,4,TRUE,5,830,BCA
4,4,TRUE,5,830,BCA
4,4,TRUE,6,830,BCA
4,4,TRUE,6,830,BCA
4,4,TRUE,6,830,BCA
4,4,TRUE,7,830,BCA
4,4,TRUE,7,830,BCA
4,4,TRUE,7,830,BCA
4,4,TRUE,8,830,BCA
4,4,TRUE,8,830,BCA
4,4,TRUE,8,830,BCA
5,5,TRUE,9,830,BCA
5,5,TRUE,9,830,BCA
5,5,TRUE,9,830,BCA
5,5,FALSE,10,830,BCA
5,5,TRUE,10,830,BCA
5,5,FALSE,10,830,BCA
2,2,TRUE,2,831,ABC
2,2,TRUE,2,831,ABC
2,2,TRUE,2,831,ABC
3,3,TRUE,3,831,ABC
3,3,TRUE,3,831,ABC
3,3,TRUE,3,831,ABC
3,3,TRUE,4,831,ABC
3,3,TRUE,4,831,ABC
3,3,TRUE,4,831,ABC
4,4,TRUE,5,831,ABC
4,4,TRUE,5,831,ABC
