rows,cols,vptCorrect,noOfBlocks,participant,group
4,4,TRUE,5,831,ABC
4,4,TRUE,6,831,ABC
4,4,TRUE,6,831,ABC
4,4,TRUE,6,831,ABC
4,4,TRUE,7,831,ABC
4,4,TRUE,7,831,ABC
4,4,TRUE,7,831,ABC
4,4,TRUE,8,831,ABC
4,4,TRUE,8,831,ABC
4,4,TRUE,8,831,ABC
5,5,TRUE,9,831,ABC
5,5,FALSE,9,831,ABC
5,5,TRUE,9,831,ABC
5,5,TRUE,10,831,ABC
5,5,TRUE,10,831,ABC
5,5,FALSE,10,831,ABC
5,5,TRUE,11,831,ABC
5,5,TRUE,11,831,ABC
5,5,FALSE,11,831,ABC
5,5,FALSE,12,831,ABC
5,5,FALSE,12,831,ABC
2,2,TRUE,2,832,ABC
2,2,TRUE,2,832,ABC
2,2,TRUE,2,832,ABC
3,3,TRUE,3,832,ABC
3,3,TRUE,3,832,ABC
3,3,TRUE,3,832,ABC
3,3,TRUE,4,832,ABC
3,3,TRUE,4,832,ABC
3,3,TRUE,4,832,ABC
4,4,TRUE,5,832,ABC
4,4,TRUE,5,832,ABC
4,4,TRUE,5,832,ABC
4,4,TRUE,6,832,ABC
4,4,TRUE,6,832,ABC
4,4,TRUE,6,832,ABC
4,4,TRUE,7,832,ABC
4,4,TRUE,7,832,ABC
4,4,TRUE,7,832,ABC
4,4,FALSE,8,832,ABC
4,4,TRUE,8,832,ABC
4,4,TRUE,8,832,ABC
5,5,TRUE,9,832,ABC
5,5,TRUE,9,832,ABC
5,5,TRUE,9,832,ABC
5,5,FALSE,10,832,ABC
5,5,TRUE,10,832,ABC
5,5,TRUE,10,832,ABC
5,5,FALSE,11,832,ABC
5,5,FALSE,11,832,ABC
2,2,TRUE,2,833,ABC
2,2,TRUE,2,833,ABC
2,2,TRUE,2,833,ABC
3,3,TRUE,3,833,ABC
3,3,TRUE,3,833,ABC
3,3,TRUE,3,833,ABC
3,3,TRUE,4,833,ABC
3,3,TRUE,4,833,ABC
3,3,TRUE,4,833,ABC
4,4,TRUE,5,833,ABC
4,4,TRUE,5,833,ABC
4,4,TRUE,5,833,ABC
4,4,TRUE,6,833,ABC
4,4,TRUE,6,833,ABC
4,4,TRUE,6,833,ABC
4,4,TRUE,7,833,ABC
4,4,FALSE,7,833,ABC
4,4,TRUE,7,833,ABC
4,4,TRUE,8,833,ABC
4,4,TRUE,8,833,ABC
4,4,FALSE,8,833,ABC
5,5,FALSE,9,833,ABC
5,5,FALSE,9,833,ABC
2,2,TRUE,2,839,CBA
2,2,TRUE,2,839,CBA
2,2,TRUE,2,839,CBA
3,3,TRUE,3,839,CBA
3,3,TRUE,3,839,CBA
3,3,TRUE,3,839,CBA
3,3,TRUE,4,839,CBA
3,3,TRUE,4,839,CBA
3,3,TRUE,4,839,CBA
4,4,TRUE,5,839,CBA
4,4,TRUE,5,839,CBA
4,4,TRUE,5,839,CBA
4,4,TRUE,6,839,CBA
4,4,TRUE,6,839,CBA
4,4,TRUE,6,839,CBA
4,4,TRUE,7,839,CBA
4,4,TRUE,7,839,CBA
4,4,TRUE,7,839,CBA
4,4,TRUE,8,839,CBA
4,4,TRUE,8,839,CBA
4,4,TRUE,8,839,CBA
5,5,TRUE,9,839,CBA
5,5,FALSE,9,839,CBA
5,5,FALSE,9,839,CBA
2,2,TRUE,2,840,CAB
2,2,TRUE,2,840,CAB
2,2,TRUE,2,840,CAB
3,3,TRUE,3,840,CAB
3,3,TRUE,3,840,CAB
3,3,TRUE,3,840,CAB
3,3,TRUE,4,840,CAB
3,3,TRUE,4,840,CAB
3,3,TRUE,4,840,CAB
4,4,TRUE,5,840,CAB
4,4,TRUE,5,840,CAB
4,4,TRUE,5,840,CAB
4,4,TRUE,6,840,CAB
4,4,TRUE,6,840,CAB
4,4,TRUE,6,840,CAB
4,4,TRUE,7,840,CAB
4,4,TRUE,7,840,CAB
4,4,TRUE,7,840,CAB
4,4,TRUE,8,840,CAB
4,4,TRUE,8,840,CAB
4,4,TRUE,8,840,CAB
5,5,TRUE,9,840,CAB
5,5,FALSE,9,840,CAB
5,5,TRUE,9,840,CAB
5,5,TRUE,10,840,CAB
5,5,TRUE,10,840,CAB
5,5,TRUE,10,840,CAB
5,5,FALSE,11,840,CAB
5,5,TRUE,11,840,CAB
5,5,FALSE,11,840,CAB
2,2,TRUE,2,841,BAC
2,2,TRUE,2,841,BAC
2,2,TRUE,2,841,BAC
3,3,TRUE,3,841,BAC
3,3,TRUE,3,841,BAC
3,3,TRUE,3,841,BAC
3,3,TRUE,4,841,BAC
3,3,TRUE,4,841,BAC
3,3,TRUE,4,841,BAC
4,4,TRUE,5,841,BAC
4,4,TRUE,5,841,BAC
4,4,TRUE,5,841,BAC
4,4,TRUE,6,841,BAC
4,4,TRUE,6,841,BAC
4,4,TRUE,6,841,BAC
4,4,TRUE,7,841,BAC
4,4,TRUE,7,841,BAC
4,4,TRUE,7,841,BAC
4,4,TRUE,8,841,BAC
4,4,TRUE,8,841,BAC
4,4,FALSE,8,841,BAC
5,5,TRUE,9,841,BAC
5,5,TRUE,9,841,BAC
5,5,TRUE,9,841,BAC
5,5,TRUE,10,841,BAC
5,5,TRUE,10,841,BAC
5,5,TRUE,10,841,BAC
5,5,TRUE,11,841,BAC
5,5,TRUE,11,841,BAC
5,5,TRUE,11,841,BAC
5,5,FALSE,12,841,BAC
5,5,TRUE,12,841,BAC
5,5,TRUE,12,841,BAC
6,6,FALSE,13,841,BAC
6,6,FALSE,13,841,BAC
2,2,TRUE,2,843,ACB
2,2,TRUE,2,843,ACB
2,2,TRUE,2,843,ACB
3,3,TRUE,3,843,ACB
3,3,TRUE,3,843,ACB
3,3,TRUE,3,843,ACB
3,3,TRUE,4,843,ACB
3,3,TRUE,4,843,ACB
3,3,TRUE,4,843,ACB
4,4,TRUE,5,843,ACB
4,4,TRUE,5,843,ACB
4,4,TRUE,5,843,ACB
4,4,TRUE,6,843,ACB
4,4,TRUE,6,843,ACB
4,4,TRUE,6,843,ACB
4,4,TRUE,7,843,ACB
4,4,TRUE,7,843,ACB
4,4,TRUE,7,843,ACB
4,4,TRUE,8,843,ACB
4,4,TRUE,8,843,ACB
4,4,TRUE,8,843,ACB
5,5,TRUE,9,843,ACB
5,5,TRUE,9,843,ACB
5,5,TRUE,9,843,ACB
5,5,TRUE,10,843,ACB
5,5,TRUE,10,843,ACB
5,5,TRUE,10,843,ACB
5,5,FALSE,11,843,ACB
5,5,FALSE,11,843,ACB
2,2,TRUE,2,844,ABC
2,2,TRUE,2,844,ABC
2,2,TRUE,2,844,ABC
3,3,TRUE,3,844,ABC
3,3,TRUE,3,844,ABC
3,3,TRUE,3,844,ABC
3,3,TRUE,4,844,ABC
3,3,TRUE,4,844,ABC
3,3,TRUE,4,844,ABC
4,4,TRUE,5,844,ABC
4,4,TRUE,5,844,ABC
4,4,TRUE,5,844,ABC
4,4,TRUE,6,844,ABC
4,4,TRUE,6,844,ABC
4,4,TRUE,6,844,ABC
4,4,TRUE,7,844,ABC
4,4,TRUE,7,844,ABC
4,4,TRUE,7,844,ABC
4,4,TRUE,8,844,ABC
4,4,TRUE,8,844,ABC
4,4,TRUE,8,844,ABC
5,5,TRUE,9,844,ABC
5,5,TRUE,9,844,ABC
5,5,TRUE,9,844,ABC
5,5,FALSE,10,844,ABC
5,5,TRUE,10,844,ABC
5,5,TRUE,10,844,ABC
5,5,TRUE,11,844,ABC
5,5,TRUE,11,844,ABC
5,5,FALSE,11,844,ABC
5,5,FALSE,12,844,ABC
5,5,TRUE,12,844,ABC
5,5,FALSE,12,844,ABC
2,2,TRUE,2,846,CAB
2,2,TRUE,2,846,CAB
2,2,TRUE,2,846,CAB
3,3,TRUE,3,846,CAB
3,3,TRUE,3,846,CAB
3,3,TRUE,3,846,CAB
3,3,TRUE,4,846,CAB
3,3,TRUE,4,846,CAB
3,3,TRUE,4,846,CAB
4,4,TRUE,5,846,CAB
4,4,TRUE,5,846,CAB
4,4,TRUE,5,846,CAB
4,4,TRUE,6,846,CAB
4,4,TRUE,6,846,CAB
4,4,TRUE,6,846,CAB
4,4,TRUE,7,846,CAB
4,4,TRUE,7,846,CAB
4,4,TRUE,7,846,CAB
4,4,TRUE,8,846,CAB
4,4,TRUE,8,846,CAB
4,4,TRUE,8,846,CAB
5,5,TRUE,9,846,CAB
5,5,TRUE,9,846,CAB
5,5,TRUE,9,846,CAB
5,5,TRUE,10,846,CAB
5,5,TRUE,10,846,CAB
5,5,TRUE,10,846,CAB
5,5,TRUE,11,846,CAB
5,5,TRUE,11,846,CAB
5,5,FALSE,11,846,CAB
5,5,FALSE,12,846,CAB
5,5,FALSE,12,846,CAB
2,2,TRUE,2,848,BCA
2,2,TRUE,2,848,BCA
2,2,TRUE,2,848,BCA
3,3,TRUE,3,848,BCA
3,3,TRUE,3,848,BCA
3,3,TRUE,3,848,BCA
3,3,TRUE,4,848,BCA
3,3,TRUE,4,848,BCA
3,3,TRUE,4,848,BCA
4,4,TRUE,5,848,BCA
4,4,TRUE,5,848,BCA
4,4,TRUE,5,848,BCA
4,4,TRUE,6,848,BCA
4,4,TRUE,6,848,BCA
4,4,TRUE,6,848,BCA
4,4,TRUE,7,848,BCA
4,4,TRUE,7,848,BCA
4,4,FALSE,7,848,BCA
4,4,TRUE,8,848,BCA
4,4,TRUE,8,848,BCA
4,4,TRUE,8,848,BCA
5,5,TRUE,9,848,BCA
5,5,TRUE,9,848,BCA
5,5,TRUE,9,848,BCA
5,5,TRUE,10,848,BCA
5,5,FALSE,10,848,BCA
5,5,FALSE,10,848,BCA
2,2,TRUE,2,849,ACB
2,2,TRUE,2,849,ACB
2,2,TRUE,2,849,ACB
3,3,TRUE,3,849,ACB
3,3,TRUE,3,849,ACB
3,3,TRUE,3,849,ACB
3,3,TRUE,4,849,ACB
3,3,TRUE,4,849,ACB
3,3,TRUE,4,849,ACB
4,4,TRUE,5,849,ACB
4,4,TRUE,5,849,ACB
4,4,TRUE,5,849,ACB
4,4,TRUE,6,849,ACB
4,4,TRUE,6,849,ACB
4,4,TRUE,6,849,ACB
4,4,TRUE,7,849,ACB
4,4,TRUE,7,849,ACB
4,4,TRUE,7,849,ACB
4,4,TRUE,8,849,ACB
4,4,FALSE,8,849,ACB
4,4,TRUE,8,849,ACB
5,5,TRUE,9,849,ACB
5,5,FALSE,9,849,ACB
5,5,TRUE,9,849,ACB
5,5,TRUE,10,849,ACB
5,5,TRUE,10,849,ACB
5,5,FALSE,10,849,ACB
5,5,FALSE,11,849,ACB
5,5,TRUE,11,849,ACB
5,5,FALSE,11,849,ACB
2,2,TRUE,2,850,ABC
2,2,TRUE,2,850,ABC
2,2,TRUE,2,850,ABC
3,3,TRUE,3,850,ABC
3,3,TRUE,3,850,ABC
3,3,TRUE,3,850,ABC
3,3,TRUE,4,850,ABC
3,3,TRUE,4,850,ABC
3,3,TRUE,4,850,ABC
4,4,TRUE,5,850,ABC
4,4,TRUE,5,850,ABC
4,4,TRUE,5,850,ABC
4,4,TRUE,6,850,ABC
4,4,TRUE,6,850,ABC
4,4,TRUE,6,850,ABC
4,4,TRUE,7,850,ABC
4,4,TRUE,7,850,ABC
4,4,TRUE,7,850,ABC
4,4,TRUE,8,850,ABC
4,4,TRUE,8,850,ABC
4,4,TRUE,8,850,ABC
5,5,TRUE,9,850,ABC
5,5,FALSE,9,850,ABC
5,5,TRUE,9,850,ABC
5,5,FALSE,10,850,ABC
5,5,TRUE,10,850,ABC
5,5,FALSE,10,850,ABC
2,2,TRUE,2,852,CAB
2,2,TRUE,2,852,CAB
2,2,TRUE,2,852,CAB
3,3,TRUE,3,852,CAB
3,3,TRUE,3,852,CAB
3,3,TRUE,3,852,CAB
3,3,TRUE,4,852,CAB
3,3,TRUE,4,852,CAB
3,3,TRUE,4,852,CAB
4,4,TRUE,5,852,CAB
4,4,TRUE,5,852,CAB
4,4,TRUE,5,852,CAB
4,4,TRUE,6,852,CAB
4,4,TRUE,6,852,CAB
4,4,TRUE,6,852,CAB
4,4,TRUE,7,852,CAB
4,4,TRUE,7,852,CAB
4,4,TRUE,7,852,CAB
4,4,TRUE,8,852,CAB
4,4,TRUE,8,852,CAB
4,4,TRUE,8,852,CAB
5,5,TRUE,9,852,CAB
5,5,TRUE,9,852,CAB
5,5,TRUE,9,852,CAB
5,5,TRUE,10,852,CAB
5,5,FALSE,10,852,CAB
5,5,TRUE,10,852,CAB
5,5,FALSE,11,852,CAB
5,5,FALSE,11,852,CAB
2,2,TRUE,2,854,BCA
2,2,TRUE,2,854,BCA
2,2,TRUE,2,854,BCA
3,3,TRUE,3,854,BCA
3,3,TRUE,3,854,BCA
3,3,TRUE,3,854,BCA
3,3,TRUE,4,854,BCA
3,3,TRUE,4,854,BCA
3,3,TRUE,4,854,BCA
4,4,TRUE,5,854,BCA
4,4,TRUE,5,854,BCA
4,4,TRUE,5,854,BCA
4,4,TRUE,6,854,BCA
4,4,TRUE,6,854,BCA
4,4,TRUE,6,854,BCA
4,4,TRUE,7,854,BCA
4,4,TRUE,7,854,BCA
4,4,TRUE,7,854,BCA
4,4,TRUE,8,854,BCA
4,4,TRUE,8,854,BCA
4,4,TRUE,8,854,BCA
5,5,TRUE,9,854,BCA
5,5,FALSE,9,854,BCA
5,5,TRUE,9,854,BCA
5,5,TRUE,10,854,BCA
5,5,TRUE,10,854,BCA
5,5,TRUE,10,854,BCA
5,5,TRUE,11,854,BCA
5,5,TRUE,11,854,BCA
5,5,TRUE,11,854,BCA
5,5,TRUE,12,854,BCA
5,5,TRUE,12,854,BCA
5,5,FALSE,12,854,BCA
6,6,TRUE,13,854,BCA
6,6,FALSE,13,854,BCA
6,6,FALSE,13,854,BCA
2,2,TRUE,2,855,ACB
2,2,TRUE,2,855,ACB
2,2,TRUE,2,855,ACB
3,3,TRUE,3,855,ACB
3,3,TRUE,3,855,ACB
3,3,TRUE,3,855,ACB
3,3,TRUE,4,855,ACB
3,3,TRUE,4,855,ACB
3,3,TRUE,4,855,ACB
4,4,TRUE,5,855,ACB
4,4,TRUE,5,855,ACB
4,4,TRUE,5,855,ACB
4,4,TRUE,6,855,ACB
4,4,TRUE,6,855,ACB
4,4,TRUE,6,855,ACB
4,4,TRUE,7,855,ACB
4,4,TRUE,7,855,ACB
4,4,TRUE,7,855,ACB
4,4,TRUE,8,855,ACB
4,4,TRUE,8,855,ACB
4,4,TRUE,8,855,ACB
5,5,FALSE,9,855,ACB
5,5,FALSE,9,855,ACB
2,2,TRUE,2,856,ABC
2,2,TRUE,2,856,ABC
2,2,TRUE,2,856,ABC
3,3,TRUE,3,856,ABC
3,3,TRUE,3,856,ABC
3,3,TRUE,3,856,ABC
3,3,TRUE,4,856,ABC
3,3,TRUE,4,856,ABC
3,3,TRUE,4,856,ABC
4,4,TRUE,5,856,ABC
4,4,TRUE,5,856,ABC
4,4,TRUE,5,856,ABC
4,4,TRUE,6,856,ABC
4,4,TRUE,6,856,ABC
4,4,TRUE,6,856,ABC
4,4,TRUE,7,856,ABC
4,4,FALSE,7,856,ABC
4,4,TRUE,7,856,ABC
4,4,FALSE,8,856,ABC
4,4,TRUE,8,856,ABC
4,4,FALSE,8,856,ABC
2,2,TRUE,2,857,CBA
2,2,TRUE,2,857,CBA
2,2,TRUE,2,857,CBA
3,3,TRUE,3,857,CBA
3,3,TRUE,3,857,CBA
3,3,TRUE,3,857,CBA
3,3,TRUE,4,857,CBA
3,3,TRUE,4,857,CBA
3,3,TRUE,4,857,CBA
4,4,TRUE,5,857,CBA
4,4,TRUE,5,857,CBA
4,4,TRUE,5,857,CBA
4,4,TRUE,6,857,CBA
4,4,TRUE,6,857,CBA
4,4,TRUE,6,857,CBA
4,4,TRUE,7,857,CBA
4,4,FALSE,7,857,CBA
4,4,FALSE,7,857,CBA
2,2,TRUE,2,859,BAC
2,2,TRUE,2,859,BAC
2,2,TRUE,2,859,BAC
3,3,TRUE,3,859,BAC
3,3,TRUE,3,859,BAC
3,3,TRUE,3,859,BAC
3,3,TRUE,4,859,BAC
3,3,TRUE,4,859,BAC
3,3,TRUE,4,859,BAC
4,4,TRUE,5,859,BAC
4,4,TRUE,5,859,BAC
4,4,TRUE,5,859,BAC
4,4,TRUE,6,859,BAC
4,4,TRUE,6,859,BAC
4,4,TRUE,6,859,BAC
4,4,TRUE,7,859,BAC
4,4,TRUE,7,859,BAC
4,4,TRUE,7,859,BAC
4,4,TRUE,8,859,BAC
4,4,TRUE,8,859,BAC
4,4,TRUE,8,859,BAC
5,5,TRUE,9,859,BAC
5,5,TRUE,9,859,BAC
5,5,TRUE,9,859,BAC
5,5,TRUE,10,859,BAC
5,5,TRUE,10,859,BAC
5,5,TRUE,10,859,BAC
5,5,TRUE,11,859,BAC
5,5,TRUE,11,859,BAC
5,5,TRUE,11,859,BAC
5,5,FALSE,12,859,BAC
5,5,TRUE,12,859,BAC
5,5,FALSE,12,859,BAC
2,2,TRUE,2,860,BCA
2,2,TRUE,2,860,BCA
2,2,TRUE,2,860,BCA
3,3,TRUE,3,860,BCA
3,3,TRUE,3,860,BCA
3,3,TRUE,3,860,BCA
3,3,TRUE,4,860,BCA
3,3,TRUE,4,860,BCA
3,3,TRUE,4,860,BCA
4,4,TRUE,5,860,BCA
4,4,TRUE,5,860,BCA
4,4,TRUE,5,860,BCA
4,4,TRUE,6,860,BCA
4,4,TRUE,6,860,BCA
4,4,TRUE,6,860,BCA
4,4,TRUE,7,860,BCA
4,4,TRUE,7,860,BCA
4,4,TRUE,7,860,BCA
4,4,TRUE,8,860,BCA
4,4,TRUE,8,860,BCA
4,4,TRUE,8,860,BCA
5,5,TRUE,9,860,BCA
5,5,TRUE,9,860,BCA
5,5,TRUE,9,860,BCA
5,5,TRUE,10,860,BCA
5,5,TRUE,10,860,BCA
5,5,TRUE,10,860,BCA
5,5,TRUE,11,860,BCA
5,5,TRUE,11,860,BCA
5,5,TRUE,11,860,BCA
5,5,TRUE,12,860,BCA
5,5,FALSE,12,860,BCA
5,5,TRUE,12,860,BCA
6,6,FALSE,13,860,BCA
6,6,FALSE,13,860,BCA
2,2,TRUE,2,863,CBA
2,2,TRUE,2,863,CBA
2,2,TRUE,2,863,CBA
3,3,TRUE,3,863,CBA
3,3,TRUE,3,863,CBA
3,3,TRUE,3,863,CBA
3,3,TRUE,4,863,CBA
3,3,TRUE,4,863,CBA
3,3,TRUE,4,863,CBA
4,4,TRUE,5,863,CBA
4,4,TRUE,5,863,CBA
4,4,TRUE,5,863,CBA
4,4,TRUE,6,863,CBA
4,4,TRUE,6,863,CBA
4,4,TRUE,6,863,CBA
4,4,TRUE,7,863,CBA
4,4,TRUE,7,863,CBA
4,4,TRUE,7,863,CBA
4,4,TRUE,8,863,CBA
4,4,TRUE,8,863,CBA
4,4,TRUE,8,863,CBA
5,5,TRUE,9,863,CBA
5,5,TRUE,9,863,CBA
5,5,TRUE,9,863,CBA
5,5,TRUE,10,863,CBA
5,5,TRUE,10,863,CBA
5,5,TRUE,10,863,CBA
5,5,FALSE,11,863,CBA
5,5,FALSE,11,863,CBA
2,2,TRUE,2,865,BAC
2,2,TRUE,2,865,BAC
2,2,TRUE,2,865,BAC
3,3,TRUE,3,865,BAC
3,3,TRUE,3,865,BAC
3,3,TRUE,3,865,BAC
3,3,TRUE,4,865,BAC
3,3,TRUE,4,865,BAC
3,3,TRUE,4,865,BAC
4,4,TRUE,5,865,BAC
4,4,TRUE,5,865,BAC
4,4,TRUE,5,865,BAC
4,4,TRUE,6,865,BAC
4,4,TRUE,6,865,BAC
4,4,TRUE,6,865,BAC
4,4,FALSE,7,865,BAC
4,4,TRUE,7,865,BAC
4,4,TRUE,7,865,BAC
4,4,TRUE,8,865,BAC
4,4,TRUE,8,865,BAC
4,4,FALSE,8,865,BAC
5,5,TRUE,9,865,BAC
5,5,TRUE,9,865,BAC
5,5,FALSE,9,865,BAC
5,5,FALSE,10,865,BAC
5,5,TRUE,10,865,BAC
5,5,TRUE,10,865,BAC
5,5,TRUE,11,865,BAC
5,5,FALSE,11,865,BAC
5,5,FALSE,11,865,BAC
2,2,TRUE,2,866,BCA
2,2,TRUE,2,866,BCA
2,2,TRUE,2,866,BCA
3,3,TRUE,3,866,BCA
3,3,TRUE,3,866,BCA
3,3,TRUE,3,866,BCA
3,3,TRUE,4,866,BCA
3,3,TRUE,4,866,BCA
3,3,TRUE,4,866,BCA
4,4,TRUE,5,866,BCA
4,4,TRUE,5,866,BCA
4,4,TRUE,5,866,BCA
4,4,TRUE,6,866,BCA
4,4,TRUE,6,866,BCA
4,4,TRUE,6,866,BCA
4,4,TRUE,7,866,BCA
4,4,TRUE,7,866,BCA
4,4,TRUE,7,866,BCA
4,4,TRUE,8,866,BCA
4,4,FALSE,8,866,BCA
4,4,TRUE,8,866,BCA
5,5,TRUE,9,866,BCA
5,5,FALSE,9,866,BCA
5,5,FALSE,9,866,BCA
2,2,TRUE,2,867,ACB
2,2,TRUE,2,867,ACB
2,2,TRUE,2,867,ACB
3,3,TRUE,3,867,ACB
3,3,TRUE,3,867,ACB
3,3,TRUE,3,867,ACB
3,3,TRUE,4,867,ACB
3,3,TRUE,4,867,ACB
3,3,TRUE,4,867,ACB
4,4,TRUE,5,867,ACB
4,4,TRUE,5,867,ACB
4,4,TRUE,5,867,ACB
4,4,TRUE,6,867,ACB
4,4,TRUE,6,867,ACB
4,4,TRUE,6,867,ACB
4,4,TRUE,7,867,ACB
4,4,TRUE,7,867,ACB
4,4,TRUE,7,867,ACB
4,4,TRUE,8,867,ACB
4,4,TRUE,8,867,ACB
4,4,TRUE,8,867,ACB
5,5,FALSE,9,867,ACB
5,5,TRUE,9,867,ACB
5,5,TRUE,9,867,ACB
5,5,TRUE,10,867,ACB
5,5,TRUE,10,867,ACB
5,5,FALSE,10,867,ACB
5,5,TRUE,11,867,ACB
5,5,TRUE,11,867,ACB
5,5,FALSE,11,867,ACB
5,5,FALSE,12,867,ACB
5,5,FALSE,12,867,ACB
2,2,TRUE,2,868,ABC
2,2,TRUE,2,868,ABC
2,2,TRUE,2,868,ABC
3,3,TRUE,3,868,ABC
3,3,TRUE,3,868,ABC
3,3,TRUE,3,868,ABC
3,3,TRUE,4,868,ABC
3,3,TRUE,4,868,ABC
3,3,FALSE,4,868,ABC
4,4,TRUE,5,868,ABC
4,4,TRUE,5,868,ABC
4,4,TRUE,5,868,ABC
4,4,TRUE,6,868,ABC
4,4,TRUE,6,868,ABC
4,4,TRUE,6,868,ABC
4,4,TRUE,7,868,ABC
4,4,TRUE,7,868,ABC
4,4,TRUE,7,868,ABC
4,4,TRUE,8,868,ABC
4,4,TRUE,8,868,ABC
4,4,TRUE,8,868,ABC
5,5,TRUE,9,868,ABC
5,5,FALSE,9,868,ABC
5,5,TRUE,9,868,ABC
5,5,TRUE,10,868,ABC
5,5,TRUE,10,868,ABC
5,5,FALSE,10,868,ABC
5,5,FALSE,11,868,ABC
5,5,TRUE,11,868,ABC
5,5,FALSE,11,868,ABC
2,2,TRUE,2,869,CBA
2,2,TRUE,2,869,CBA
2,2,TRUE,2,869,CBA
3,3,TRUE,3,869,CBA
3,3,TRUE,3,869,CBA
3,3,TRUE,3,869,CBA
3,3,TRUE,4,869,CBA
3,3,TRUE,4,869,CBA
3,3,TRUE,4,869,CBA
4,4,TRUE,5,869,CBA
4,4,TRUE,5,869,CBA
4,4,TRUE,5,869,CBA
4,4,TRUE,6,869,CBA
4,4,TRUE,6,869,CBA
4,4,TRUE,6,869,CBA
4,4,TRUE,7,869,CBA
4,4,TRUE,7,869,CBA
4,4,TRUE,7,869,CBA
4,4,TRUE,8,869,CBA
4,4,TRUE,8,869,CBA
4,4,FALSE,8,869,CBA
5,5,FALSE,9,869,CBA
5,5,TRUE,9,869,CBA
5,5,TRUE,9,869,CBA
5,5,FALSE,10,869,CBA
5,5,TRUE,10,869,CBA
5,5,FALSE,10,869,CBA
2,2,TRUE,2,871,BAC
2,2,TRUE,2,871,BAC
2,2,TRUE,2,871,BAC
3,3,TRUE,3,871,BAC
3,3,TRUE,3,871,BAC
3,3,TRUE,3,871,BAC
3,3,TRUE,4,871,BAC
3,3,TRUE,4,871,BAC
3,3,TRUE,4,871,BAC
4,4,TRUE,5,871,BAC
4,4,TRUE,5,871,BAC
4,4,TRUE,5,871,BAC
4,4,TRUE,6,871,BAC
4,4,TRUE,6,871,BAC
4,4,TRUE,6,871,BAC
4,4,TRUE,7,871,BAC
4,4,TRUE,7,871,BAC
4,4,TRUE,7,871,BAC
4,4,FALSE,8,871,BAC
4,4,TRUE,8,871,BAC
4,4,TRUE,8,871,BAC
5,5,TRUE,9,871,BAC
5,5,FALSE,9,871,BAC
5,5,FALSE,9,871,BAC
2,2,TRUE,2,872,BCA
2,2,TRUE,2,872,BCA
2,2,TRUE,2,872,BCA
3,3,TRUE,3,872,BCA
3,3,TRUE,3,872,BCA
3,3,TRUE,3,872,BCA
3,3,TRUE,4,872,BCA
3,3,TRUE,4,872,BCA
3,3,TRUE,4,872,BCA
4,4,TRUE,5,872,BCA
4,4,TRUE,5,872,BCA
4,4,TRUE,5,872,BCA
4,4,TRUE,6,872,BCA
4,4,TRUE,6,872,BCA
4,4,TRUE,6,872,BCA
4,4,TRUE,7,872,BCA
4,4,TRUE,7,872,BCA
4,4,TRUE,7,872,BCA
4,4,TRUE,8,872,BCA
4,4,TRUE,8,872,BCA
4,4,FALSE,8,872,BCA
5,5,TRUE,9,872,BCA
5,5,FALSE,9,872,BCA
5,5,FALSE,9,872,BCA
2,2,TRUE,2,875,CBA
2,2,TRUE,2,875,CBA
2,2,TRUE,2,875,CBA
3,3,TRUE,3,875,CBA
3,3,TRUE,3,875,CBA
3,3,TRUE,3,875,CBA
3,3,TRUE,4,875,CBA
3,3,TRUE,4,875,CBA
3,3,TRUE,4,875,CBA
4,4,TRUE,5,875,CBA
4,4,TRUE,5,875,CBA
4,4,TRUE,5,875,CBA
4,4,TRUE,6,875,CBA
4,4,TRUE,6,875,CBA
4,4,TRUE,6,875,CBA
4,4,TRUE,7,875,CBA
4,4,TRUE,7,875,CBA
4,4,TRUE,7,875,CBA
4,4,TRUE,8,875,CBA
4,4,TRUE,8,875,CBA
4,4,FALSE,8,875,CBA
5,5,TRUE,9,875,CBA
5,5,FALSE,9,875,CBA
5,5,TRUE,9,875,CBA
5,5,TRUE,10,875,CBA
5,5,TRUE,10,875,CBA
5,5,TRUE,10,875,CBA
5,5,TRUE,11,875,CBA
5,5,TRUE,11,875,CBA
5,5,TRUE,11,875,CBA
5,5,FALSE,12,875,CBA
5,5,TRUE,12,875,CBA
5,5,FALSE,12,875,CBA
2,2,TRUE,2,876,CAB
2,2,TRUE,2,876,CAB
2,2,TRUE,2,876,CAB
3,3,TRUE,3,876,CAB
3,3,TRUE,3,876,CAB
3,3,TRUE,3,876,CAB
3,3,TRUE,4,876,CAB
3,3,TRUE,4,876,CAB
3,3,TRUE,4,876,CAB
4,4,TRUE,5,876,CAB
4,4,TRUE,5,876,CAB
4,4,TRUE,5,876,CAB
4,4,TRUE,6,876,CAB
4,4,TRUE,6,876,CAB
4,4,FALSE,6,876,CAB
4,4,TRUE,7,876,CAB
4,4,TRUE,7,876,CAB
4,4,TRUE,7,876,CAB
4,4,FALSE,8,876,CAB
4,4,FALSE,8,876,CAB
2,2,TRUE,2,877,ABC
2,2,TRUE,2,877,ABC
2,2,TRUE,2,877,ABC
3,3,TRUE,3,877,ABC
3,3,TRUE,3,877,ABC
3,3,TRUE,3,877,ABC
3,3,TRUE,4,877,ABC
3,3,TRUE,4,877,ABC
3,3,TRUE,4,877,ABC
4,4,TRUE,5,877,ABC
4,4,TRUE,5,877,ABC
4,4,TRUE,5,877,ABC
4,4,TRUE,6,877,ABC
4,4,TRUE,6,877,ABC
