typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group
12,1.5822,1,6 x 2 =,largeFirst,smallProd,741,ACB
15,1.3264,1,5 x 3 =,largeFirst,smallProd,741,ACB
16,1.2701,1,2 x 8 =,smallFirst,smallProd,741,ACB
63,7.642,1,7 x 9 =,smallFirst,largeProd,741,ACB
18,3.5895,1,3 x 6 =,smallFirst,smallProd,741,ACB
48,2.6112,1,8 x 6 =,largeFirst,largeProd,741,ACB
35,1.5921,1,5 x 7 =,smallFirst,largeProd,741,ACB
36,3.819,1,9 x 4 =,largeFirst,largeProd,741,ACB
42,2.0896,1,6 x 7 =,smallFirst,largeProd,741,ACB
28,10.18,1,7 x 4 =,largeFirst,largeProd,741,ACB
45,1.7486,1,5 x 9 =,smallFirst,largeProd,741,ACB
10,1.4927,1,2 x 5 =,smallFirst,smallProd,741,ACB
20,2.5202,1,5 x 4 =,largeFirst,smallProd,741,ACB
56,2.1937,1,8 x 7 =,largeFirst,largeProd,741,ACB
21,1.7494,1,7 x 3 =,largeFirst,smallProd,741,ACB
27,2.6114,1,3 x 9 =,smallFirst,largeProd,741,ACB
14,1.1295,1,2 x 7 =,smallFirst,smallProd,741,ACB
8,1.3652,1,4 x 2 =,largeFirst,smallProd,741,ACB
72,6.0358,1,9 x 8 =,largeFirst,largeProd,741,ACB
54,2.8991,1,9 x 6 =,largeFirst,largeProd,741,ACB
12,2.2199,1,3 x 4 =,smallFirst,smallProd,741,ACB
6,2.8264,1,2 x 3 =,smallFirst,smallProd,741,ACB
30,2.2291,1,5 x 6 =,smallFirst,largeProd,741,ACB
32,1.8303,1,4 x 8 =,smallFirst,largeProd,741,ACB
24,1.5746,1,8 x 3 =,largeFirst,smallProd,741,ACB
20,2.0568,1,4 x 5 =,smallFirst,smallProd,741,ACB
45,1.9637,1,9 x 5 =,largeFirst,largeProd,741,ACB
24,1.304,1,3 x 8 =,smallFirst,smallProd,741,ACB
30,2.6863,1,6 x 5 =,largeFirst,largeProd,741,ACB
40,2.9008,1,5 x 8 =,smallFirst,largeProd,741,ACB
10,1.4804,1,5 x 2 =,largeFirst,smallProd,741,ACB
12,2.1792,1,4 x 3 =,largeFirst,smallProd,741,ACB
14,1.1936,1,7 x 2 =,largeFirst,smallProd,741,ACB
16,2.0343,1,8 x 2 =,largeFirst,smallProd,741,ACB
27,1.7354,1,9 x 3 =,largeFirst,largeProd,741,ACB
54,2.4358,1,6 x 9 =,smallFirst,largeProd,741,ACB
35,1.7136,1,7 x 5 =,largeFirst,largeProd,741,ACB
18,2.039,1,6 x 3 =,largeFirst,smallProd,741,ACB
42,3.2146,1,7 x 6 =,largeFirst,largeProd,741,ACB
56,4.847,1,7 x 8 =,smallFirst,largeProd,741,ACB
6,1.7292,1,3 x 2 =,largeFirst,smallProd,741,ACB
12,3.9308,1,2 x 6 =,smallFirst,smallProd,741,ACB
18,1.7999,1,2 x 9 =,smallFirst,smallProd,741,ACB
48,6.5096,1,6 x 8 =,smallFirst,largeProd,741,ACB
32,1.5405,1,8 x 4 =,largeFirst,largeProd,741,ACB
8,1.6691,1,2 x 4 =,smallFirst,smallProd,741,ACB
24,2.2766,1,6 x 4 =,largeFirst,smallProd,741,ACB
72,3.86,1,8 x 9 =,smallFirst,largeProd,741,ACB
36,14.056,1,4 x 9 =,smallFirst,largeProd,741,ACB
28,1.8745,1,4 x 7 =,smallFirst,largeProd,741,ACB
21,1.1659,1,3 x 7 =,smallFirst,smallProd,741,ACB
63,7.4278,1,9 x 7 =,largeFirst,largeProd,741,ACB
15,1.8465,1,3 x 5 =,smallFirst,smallProd,741,ACB
21,1.5678,1,3 x 7 =,smallFirst,smallProd,742,ABC
18,1.9516,1,2 x 9 =,smallFirst,smallProd,742,ABC
16,2.1354,1,8 x 2 =,largeFirst,smallProd,742,ABC
8,1.9676,1,2 x 4 =,smallFirst,smallProd,742,ABC
30,1.7166,1,6 x 5 =,largeFirst,largeProd,742,ABC
10,1.5681,1,5 x 2 =,largeFirst,smallProd,742,ABC
18,1.6635,1,6 x 3 =,largeFirst,smallProd,742,ABC
24,1.3515,1,6 x 4 =,largeFirst,smallProd,742,ABC
45,1.4551,1,9 x 5 =,largeFirst,largeProd,742,ABC
72,1.4956,1,8 x 9 =,smallFirst,largeProd,742,ABC
54,1.416,0,7 x 6 =,largeFirst,largeProd,742,ABC
15,1.3515,1,3 x 5 =,smallFirst,smallProd,742,ABC
14,1.4476,1,7 x 2 =,largeFirst,smallProd,742,ABC
24,1.4545,1,3 x 8 =,smallFirst,smallProd,742,ABC
12,1.7273,1,4 x 3 =,largeFirst,smallProd,742,ABC
12,1.3678,1,2 x 6 =,smallFirst,smallProd,742,ABC
6,1.3601,1,3 x 2 =,largeFirst,smallProd,742,ABC
63,1.7436,1,9 x 7 =,largeFirst,largeProd,742,ABC
56,1.4627,1,7 x 8 =,smallFirst,largeProd,742,ABC
27,1.9358,1,9 x 3 =,largeFirst,largeProd,742,ABC
28,1.7515,1,4 x 7 =,smallFirst,largeProd,742,ABC
48,1.7193,1,6 x 8 =,smallFirst,largeProd,742,ABC
20,1.9123000000000001,1,4 x 5 =,smallFirst,smallProd,742,ABC
54,1.3511,1,6 x 9 =,smallFirst,largeProd,742,ABC
36,4.5018,1,4 x 9 =,smallFirst,largeProd,742,ABC
40,1.5996,1,5 x 8 =,smallFirst,largeProd,742,ABC
45,1.551,0,7 x 5 =,largeFirst,largeProd,742,ABC
32,1.4868,1,8 x 4 =,largeFirst,largeProd,742,ABC
32,2.4825,1,4 x 8 =,smallFirst,largeProd,742,ABC
28,1.5669,1,7 x 4 =,largeFirst,largeProd,742,ABC
14,1.4692,1,2 x 7 =,smallFirst,smallProd,742,ABC
35,2.0003,1,5 x 7 =,smallFirst,largeProd,742,ABC
21,1.5997,1,7 x 3 =,largeFirst,smallProd,742,ABC
48,1.5035,1,8 x 6 =,largeFirst,largeProd,742,ABC
40,1.6001,1,8 x 5 =,largeFirst,largeProd,742,ABC
63,1.5031,1,7 x 9 =,smallFirst,largeProd,742,ABC
72,1.9038,1,9 x 8 =,largeFirst,largeProd,742,ABC
12,1.4465,1,6 x 2 =,largeFirst,smallProd,742,ABC
15,2.6161,1,5 x 3 =,largeFirst,smallProd,742,ABC
24,1.2994,1,4 x 6 =,smallFirst,smallProd,742,ABC
12,1.1672,1,3 x 4 =,smallFirst,smallProd,742,ABC
56,2.5157,1,8 x 7 =,largeFirst,largeProd,742,ABC
27,2.1527,0,8 x 3 =,largeFirst,smallProd,742,ABC
54,1.8695,0,6 x 7 =,smallFirst,largeProd,742,ABC
36,1.8058,1,9 x 4 =,largeFirst,largeProd,742,ABC
27,1.6699,1,3 x 9 =,smallFirst,largeProd,742,ABC
54,1.5204,1,9 x 6 =,largeFirst,largeProd,742,ABC
45,1.5361,1,5 x 9 =,smallFirst,largeProd,742,ABC
18,1.4687,1,9 x 2 =,largeFirst,smallProd,742,ABC
6,1.3635,1,2 x 3 =,smallFirst,smallProd,742,ABC
16,4.0811,1,2 x 8 =,smallFirst,smallProd,742,ABC
8,1.4307,1,4 x 2 =,largeFirst,smallProd,742,ABC
18,2.2333,1,3 x 6 =,smallFirst,smallProd,742,ABC
10,1.4032,1,2 x 5 =,smallFirst,smallProd,742,ABC
30,2.2802,1,5 x 6 =,smallFirst,largeProd,742,ABC
20,2.0693,1,5 x 4 =,largeFirst,smallProd,742,ABC
30,1.1655,1,5 x 6 =,smallFirst,largeProd,743,CBA
40,1.1508,1,8 x 5 =,largeFirst,largeProd,743,CBA
36,1.4981,1,9 x 4 =,largeFirst,largeProd,743,CBA
18,1.3659,1,9 x 2 =,largeFirst,smallProd,743,CBA
18,1.0995,1,3 x 6 =,smallFirst,smallProd,743,CBA
12,1.0001,1,6 x 2 =,largeFirst,smallProd,743,CBA
27,1.3155,1,3 x 9 =,smallFirst,largeProd,743,CBA
10,0.9178,1,2 x 5 =,smallFirst,smallProd,743,CBA
21,1.1332,1,7 x 3 =,largeFirst,smallProd,743,CBA
56,1.1993,1,8 x 7 =,largeFirst,largeProd,743,CBA
42,1.3668,1,6 x 7 =,smallFirst,largeProd,743,CBA
14,1.0994,1,2 x 7 =,smallFirst,smallProd,743,CBA
6,1.215,1,2 x 3 =,smallFirst,smallProd,743,CBA
48,1.4495,1,8 x 6 =,largeFirst,largeProd,743,CBA
45,1.3483,1,5 x 9 =,smallFirst,largeProd,743,CBA
54,1.2831,1,9 x 6 =,largeFirst,largeProd,743,CBA
15,1.3665,1,5 x 3 =,largeFirst,smallProd,743,CBA
72,1.4668,1,9 x 8 =,largeFirst,largeProd,743,CBA
35,1.3007,1,5 x 7 =,smallFirst,largeProd,743,CBA
20,0.9662,1,5 x 4 =,largeFirst,smallProd,743,CBA
32,1.3162,1,4 x 8 =,smallFirst,largeProd,743,CBA
16,1.1507,1,2 x 8 =,smallFirst,smallProd,743,CBA
63,2.8677,1,7 x 9 =,smallFirst,largeProd,743,CBA
8,1.4838,1,4 x 2 =,largeFirst,smallProd,743,CBA
24,1.233,1,4 x 6 =,smallFirst,smallProd,743,CBA
12,0.9997,1,3 x 4 =,smallFirst,smallProd,743,CBA
28,1.1334,1,7 x 4 =,largeFirst,largeProd,743,CBA
24,1.3005,1,8 x 3 =,largeFirst,smallProd,743,CBA
21,0.9498,1,3 x 7 =,smallFirst,smallProd,743,CBA
28,1.9496,1,4 x 7 =,smallFirst,largeProd,743,CBA
32,0.9997,1,8 x 4 =,largeFirst,largeProd,743,CBA
30,1.2511,1,6 x 5 =,largeFirst,largeProd,743,CBA
63,1.3163,1,9 x 7 =,largeFirst,largeProd,743,CBA
48,1.5498,1,6 x 8 =,smallFirst,largeProd,743,CBA
8,1.2164,1,2 x 4 =,smallFirst,smallProd,743,CBA
24,2.0856,1,6 x 4 =,largeFirst,smallProd,743,CBA
54,1.6662,1,6 x 9 =,smallFirst,largeProd,743,CBA
18,1.1173,1,6 x 3 =,largeFirst,smallProd,743,CBA
40,1.0997,1,5 x 8 =,smallFirst,largeProd,743,CBA
12,0.9665,1,2 x 6 =,smallFirst,smallProd,743,CBA
72,1.3669,1,8 x 9 =,smallFirst,largeProd,743,CBA
36,1.4999,1,4 x 9 =,smallFirst,largeProd,743,CBA
12,1.0835,1,4 x 3 =,largeFirst,smallProd,743,CBA
27,1.5152,1,9 x 3 =,largeFirst,largeProd,743,CBA
15,1.6171,1,3 x 5 =,smallFirst,smallProd,743,CBA
24,1.4832,1,3 x 8 =,smallFirst,smallProd,743,CBA
10,1.0835,1,5 x 2 =,largeFirst,smallProd,743,CBA
18,1.0821,1,2 x 9 =,smallFirst,smallProd,743,CBA
6,1.0492,1,3 x 2 =,largeFirst,smallProd,743,CBA
45,1.3299,1,9 x 5 =,largeFirst,largeProd,743,CBA
42,1.217,1,7 x 6 =,largeFirst,largeProd,743,CBA
56,3.5676,1,7 x 8 =,smallFirst,largeProd,743,CBA
35,1.2336,1,7 x 5 =,largeFirst,largeProd,743,CBA
14,1.0326,1,7 x 2 =,largeFirst,smallProd,743,CBA
16,1.0323,1,8 x 2 =,largeFirst,smallProd,743,CBA
20,0.9325,1,4 x 5 =,smallFirst,smallProd,743,CBA
40,3.0995,1,5 x 8 =,smallFirst,largeProd,745,BAC
8,2.1525,1,2 x 4 =,smallFirst,smallProd,745,BAC
32,2.8286,1,8 x 4 =,largeFirst,largeProd,745,BAC
35,2.1201,1,7 x 5 =,largeFirst,largeProd,745,BAC
6,1.4322,1,3 x 2 =,largeFirst,smallProd,745,BAC
45,2.0852,1,9 x 5 =,largeFirst,largeProd,745,BAC
18,2.0009,1,6 x 3 =,largeFirst,smallProd,745,BAC
15,1.9039,1,3 x 5 =,smallFirst,smallProd,745,BAC
42,3.7779,0,6 x 8 =,smallFirst,largeProd,745,BAC
24,5.6329,1,6 x 4 =,largeFirst,smallProd,745,BAC
14,1.5822,1,7 x 2 =,largeFirst,smallProd,745,BAC
21,2.0825,1,3 x 7 =,smallFirst,smallProd,745,BAC
63,4.8982,1,9 x 7 =,largeFirst,largeProd,745,BAC
56,1.7329,1,7 x 8 =,smallFirst,largeProd,745,BAC
28,2.8325,1,4 x 7 =,smallFirst,largeProd,745,BAC
12,1.6487,1,4 x 3 =,largeFirst,smallProd,745,BAC
16,2.5189,1,8 x 2 =,largeFirst,smallProd,745,BAC
72,5.4112,1,8 x 9 =,smallFirst,largeProd,745,BAC
12,1.7851,1,2 x 6 =,smallFirst,smallProd,745,BAC
42,8.3695,1,7 x 6 =,largeFirst,largeProd,745,BAC
10,2.6324,1,5 x 2 =,largeFirst,smallProd,745,BAC
54,3.9697,1,6 x 9 =,smallFirst,largeProd,745,BAC
30,3.0496,1,6 x 5 =,largeFirst,largeProd,745,BAC
18,2.0485,1,2 x 9 =,smallFirst,smallProd,745,BAC
25,2.5961,0,4 x 5 =,smallFirst,smallProd,745,BAC
36,5.5653,1,4 x 9 =,smallFirst,largeProd,745,BAC
27,2.1951,1,9 x 3 =,largeFirst,largeProd,745,BAC
24,2.2187,1,3 x 8 =,smallFirst,smallProd,745,BAC
15,2.1159,1,5 x 3 =,largeFirst,smallProd,745,BAC
12,2.1659,1,3 x 4 =,smallFirst,smallProd,745,BAC
32,4.3493,0,8 x 6 =,largeFirst,largeProd,745,BAC
32,3.7991,1,4 x 8 =,smallFirst,largeProd,745,BAC
27,3.6833,1,3 x 9 =,smallFirst,largeProd,745,BAC
28,3.9982,1,7 x 4 =,largeFirst,largeProd,745,BAC
54,5.1659,1,9 x 6 =,largeFirst,largeProd,745,BAC
8,1.6331,1,4 x 2 =,largeFirst,smallProd,745,BAC
18,2.5156,1,9 x 2 =,largeFirst,smallProd,745,BAC
40,1.8661,1,8 x 5 =,largeFirst,largeProd,745,BAC
30,2.9169,1,5 x 6 =,smallFirst,largeProd,745,BAC
72,5.6493,1,9 x 8 =,largeFirst,largeProd,745,BAC
6,1.4493,1,2 x 3 =,smallFirst,smallProd,745,BAC
18,2.149,1,3 x 6 =,smallFirst,smallProd,745,BAC
25,3.6155,0,5 x 4 =,largeFirst,smallProd,745,BAC
10,1.4497,1,2 x 5 =,smallFirst,smallProd,745,BAC
36,5.9321,1,9 x 4 =,largeFirst,largeProd,745,BAC
63,5.2657,1,7 x 9 =,smallFirst,largeProd,745,BAC
24,6.5486,1,4 x 6 =,smallFirst,smallProd,745,BAC
56,8.5827,1,8 x 7 =,largeFirst,largeProd,745,BAC
16,2.2156,1,2 x 8 =,smallFirst,smallProd,745,BAC
14,1.4162,1,2 x 7 =,smallFirst,smallProd,745,BAC
35,1.7824,1,5 x 7 =,smallFirst,largeProd,745,BAC
45,3.9493,1,5 x 9 =,smallFirst,largeProd,745,BAC
42,11.832,1,6 x 7 =,smallFirst,largeProd,745,BAC
21,1.9828,1,7 x 3 =,largeFirst,smallProd,745,BAC
24,2.1162,1,8 x 3 =,largeFirst,smallProd,745,BAC
12,2.6329,1,6 x 2 =,largeFirst,smallProd,745,BAC
18,2.0659,1,2 x 9 =,smallFirst,smallProd,746,ABC
54,2.0663,1,6 x 9 =,smallFirst,largeProd,746,ABC
23,1.949,0,4 x 7 =,smallFirst,largeProd,746,ABC
32,2.8827,1,8 x 4 =,largeFirst,largeProd,746,ABC
54,1.7717,0,4 x 9 =,smallFirst,largeProd,746,ABC
35,3.7158,1,7 x 5 =,largeFirst,largeProd,746,ABC
30,5.299,1,6 x 5 =,largeFirst,largeProd,746,ABC
20,1.8828,1,4 x 5 =,smallFirst,smallProd,746,ABC
12,1.6494,1,2 x 6 =,smallFirst,smallProd,746,ABC
24,2.0498,1,3 x 8 =,smallFirst,smallProd,746,ABC
15,2.0326,1,3 x 5 =,smallFirst,smallProd,746,ABC
14,1.7827,1,7 x 2 =,largeFirst,smallProd,746,ABC
16,1.7494,1,8 x 2 =,largeFirst,smallProd,746,ABC
10,1.6825,1,5 x 2 =,largeFirst,smallProd,746,ABC
12,2.2332,1,4 x 3 =,largeFirst,smallProd,746,ABC
18,2.0994,1,6 x 3 =,largeFirst,smallProd,746,ABC
8,1.866,1,2 x 4 =,smallFirst,smallProd,746,ABC
54,2.566,0,8 x 9 =,smallFirst,largeProd,746,ABC
63,3.1327,1,9 x 7 =,largeFirst,largeProd,746,ABC
21,2.0492,1,3 x 7 =,smallFirst,smallProd,746,ABC
40,3.3825,1,5 x 8 =,smallFirst,largeProd,746,ABC
45,1.8655,1,9 x 5 =,largeFirst,largeProd,746,ABC
54,2.1827,0,7 x 6 =,largeFirst,largeProd,746,ABC
56,5.3824,1,7 x 8 =,smallFirst,largeProd,746,ABC
6,1.9273,1,3 x 2 =,largeFirst,smallProd,746,ABC
27,2.0996,1,9 x 3 =,largeFirst,largeProd,746,ABC
54,1.8996,0,6 x 4 =,largeFirst,smallProd,746,ABC
48,5.1655,1,6 x 8 =,smallFirst,largeProd,746,ABC
12,1.833,1,6 x 2 =,largeFirst,smallProd,746,ABC
54,1.8992,0,7 x 9 =,smallFirst,largeProd,746,ABC
32,2.6493,1,4 x 8 =,smallFirst,largeProd,746,ABC
48,5.1325,1,8 x 6 =,largeFirst,largeProd,746,ABC
6,1.6161,1,2 x 3 =,smallFirst,smallProd,746,ABC
42,4.6994,1,6 x 7 =,smallFirst,largeProd,746,ABC
10,1.5994,1,2 x 5 =,smallFirst,smallProd,746,ABC
16,1.7167,1,2 x 8 =,smallFirst,smallProd,746,ABC
14,1.6157,1,2 x 7 =,smallFirst,smallProd,746,ABC
35,1.8996,1,5 x 7 =,smallFirst,largeProd,746,ABC
12,1.8323,1,3 x 4 =,smallFirst,smallProd,746,ABC
54,4.4491,1,9 x 6 =,largeFirst,largeProd,746,ABC
40,6.1822,1,8 x 5 =,largeFirst,largeProd,746,ABC
45,1.8662,1,5 x 9 =,smallFirst,largeProd,746,ABC
24,3.1497,1,4 x 6 =,smallFirst,smallProd,746,ABC
26,10.132,0,9 x 4 =,largeFirst,largeProd,746,ABC
28,3.5656,1,7 x 4 =,largeFirst,largeProd,746,ABC
30,2.1995,1,5 x 6 =,smallFirst,largeProd,746,ABC
21,4.8331,1,7 x 3 =,largeFirst,smallProd,746,ABC
20,1.744,1,5 x 4 =,largeFirst,smallProd,746,ABC
56,3.9992,0,9 x 8 =,largeFirst,largeProd,746,ABC
18,2.0661,1,9 x 2 =,largeFirst,smallProd,746,ABC
8,1.6161,1,4 x 2 =,largeFirst,smallProd,746,ABC
24,2.416,1,8 x 3 =,largeFirst,smallProd,746,ABC
56,2.0827,1,8 x 7 =,largeFirst,largeProd,746,ABC
18,2.7159,1,3 x 6 =,smallFirst,smallProd,746,ABC
15,1.5325,1,5 x 3 =,largeFirst,smallProd,746,ABC
27,1.8498000000000001,1,3 x 9 =,smallFirst,largeProd,746,ABC
6,1.0984,1,2 x 3 =,smallFirst,smallProd,747,ACB
35,1.4692,1,5 x 7 =,smallFirst,largeProd,747,ACB
56,3.3183,1,8 x 7 =,largeFirst,largeProd,747,ACB
12,0.9647,1,3 x 4 =,smallFirst,smallProd,747,ACB
72,1.6984,1,9 x 8 =,largeFirst,largeProd,747,ACB
40,1.5813,1,8 x 5 =,largeFirst,largeProd,747,ACB
36,2.1684,1,9 x 4 =,largeFirst,largeProd,747,ACB
16,1.4318,1,2 x 8 =,smallFirst,smallProd,747,ACB
54,2.1494,1,9 x 6 =,largeFirst,largeProd,747,ACB
12,0.986,1,6 x 2 =,largeFirst,smallProd,747,ACB
42,4.3471,1,6 x 7 =,smallFirst,largeProd,747,ACB
20,1.4986,1,5 x 4 =,largeFirst,smallProd,747,ACB
21,1.0115,1,7 x 3 =,largeFirst,smallProd,747,ACB
8,1.3615,1,4 x 2 =,largeFirst,smallProd,747,ACB
28,1.8772,1,7 x 4 =,largeFirst,largeProd,747,ACB
18,1.8483,1,3 x 6 =,smallFirst,smallProd,747,ACB
24,1.1784,1,8 x 3 =,largeFirst,smallProd,747,ACB
24,1.2485,1,4 x 6 =,smallFirst,smallProd,747,ACB
15,1.1489,1,5 x 3 =,largeFirst,smallProd,747,ACB
30,1.3316,1,5 x 6 =,smallFirst,largeProd,747,ACB
63,1.6833,1,7 x 9 =,smallFirst,largeProd,747,ACB
32,2.328,1,4 x 8 =,smallFirst,largeProd,747,ACB
27,2.3485,1,3 x 9 =,smallFirst,largeProd,747,ACB
14,1.1474,1,2 x 7 =,smallFirst,smallProd,747,ACB
10,1.0696,1,2 x 5 =,smallFirst,smallProd,747,ACB
45,1.3981,1,5 x 9 =,smallFirst,largeProd,747,ACB
48,2.2358,1,8 x 6 =,largeFirst,largeProd,747,ACB
18,2.1976,1,9 x 2 =,largeFirst,smallProd,747,ACB
40,1.3497,1,5 x 8 =,smallFirst,largeProd,747,ACB
27,1.5825,1,9 x 3 =,largeFirst,largeProd,747,ACB
8,1.1985,1,2 x 4 =,smallFirst,smallProd,747,ACB
12,0.999,1,4 x 3 =,largeFirst,smallProd,747,ACB
10,1.0654,1,5 x 2 =,largeFirst,smallProd,747,ACB
36,3.4637,1,4 x 9 =,smallFirst,largeProd,747,ACB
24,1.2313,1,3 x 8 =,smallFirst,smallProd,747,ACB
54,1.7482,1,6 x 9 =,smallFirst,largeProd,747,ACB
18,2.0359,1,6 x 3 =,largeFirst,smallProd,747,ACB
30,1.3815,1,6 x 5 =,largeFirst,largeProd,747,ACB
45,2.0848,1,9 x 5 =,largeFirst,largeProd,747,ACB
6,2.8312,1,3 x 2 =,largeFirst,smallProd,747,ACB
18,1.2484,1,2 x 9 =,smallFirst,smallProd,747,ACB
14,1.3273,1,7 x 2 =,largeFirst,smallProd,747,ACB
54,2.2146,0,7 x 6 =,largeFirst,largeProd,747,ACB
56,2.3652,1,7 x 8 =,smallFirst,largeProd,747,ACB
28,2.4614,1,4 x 7 =,smallFirst,largeProd,747,ACB
63,1.7314,1,9 x 7 =,largeFirst,largeProd,747,ACB
16,1.3984,1,8 x 2 =,largeFirst,smallProd,747,ACB
21,1.0989,1,3 x 7 =,smallFirst,smallProd,747,ACB
20,1.2811,1,4 x 5 =,smallFirst,smallProd,747,ACB
24,1.3812,1,6 x 4 =,largeFirst,smallProd,747,ACB
32,4.4102,1,8 x 4 =,largeFirst,largeProd,747,ACB
72,1.869,1,8 x 9 =,smallFirst,largeProd,747,ACB
15,1.3685,1,3 x 5 =,smallFirst,smallProd,747,ACB
35,2.8756,1,7 x 5 =,largeFirst,largeProd,747,ACB
48,2.0354,1,6 x 8 =,smallFirst,largeProd,747,ACB
12,1.0031,1,2 x 6 =,smallFirst,smallProd,747,ACB
72,4.8785,1,8 x 9 =,smallFirst,largeProd,748,ABC
36,4.279,1,4 x 9 =,smallFirst,largeProd,748,ABC
30,2.5309,1,6 x 5 =,largeFirst,largeProd,748,ABC
28,3.2468,1,4 x 7 =,smallFirst,largeProd,748,ABC
35,3.8296,1,7 x 5 =,largeFirst,largeProd,748,ABC
63,6.4936,1,9 x 7 =,largeFirst,largeProd,748,ABC
48,4.4787,1,6 x 8 =,smallFirst,largeProd,748,ABC
16,3.6631,1,8 x 2 =,largeFirst,smallProd,748,ABC
32,3.4967,1,8 x 4 =,largeFirst,largeProd,748,ABC
10,1.8316,1,5 x 2 =,largeFirst,smallProd,748,ABC
8,1.898,1,2 x 4 =,smallFirst,smallProd,748,ABC
56,5.3945,1,7 x 8 =,smallFirst,largeProd,748,ABC
15,1.9146,1,3 x 5 =,smallFirst,smallProd,748,ABC
12,2.0144,1,2 x 6 =,smallFirst,smallProd,748,ABC
14,1.4323,1,7 x 2 =,largeFirst,smallProd,748,ABC
20,2.6475,1,4 x 5 =,smallFirst,smallProd,748,ABC
21,1.9147,1,3 x 7 =,smallFirst,smallProd,748,ABC
40,2.3976,1,5 x 8 =,smallFirst,largeProd,748,ABC
24,1.8316,1,6 x 4 =,largeFirst,smallProd,748,ABC
24,3.18,1,3 x 8 =,smallFirst,smallProd,748,ABC
18,2.1141,1,6 x 3 =,largeFirst,smallProd,748,ABC
54,3.4463,1,6 x 9 =,smallFirst,largeProd,748,ABC
42,4.0126,1,7 x 6 =,largeFirst,largeProd,748,ABC
18,3.48,1,2 x 9 =,smallFirst,smallProd,748,ABC
6,1.8816,1,3 x 2 =,largeFirst,smallProd,748,ABC
27,2.5474,1,9 x 3 =,largeFirst,largeProd,748,ABC
12,1.7981,1,4 x 3 =,largeFirst,smallProd,748,ABC
45,1.9482,1,9 x 5 =,largeFirst,largeProd,748,ABC
24,2.2644,0,2 x 7 =,smallFirst,smallProd,748,ABC
72,8.1586,1,9 x 8 =,largeFirst,largeProd,748,ABC
15,1.5651,1,5 x 3 =,largeFirst,smallProd,748,ABC
12,2.6474,1,3 x 4 =,smallFirst,smallProd,748,ABC
56,2.6139,1,8 x 7 =,largeFirst,largeProd,748,ABC
24,2.3641,1,4 x 6 =,smallFirst,smallProd,748,ABC
48,2.9637,1,8 x 6 =,largeFirst,largeProd,748,ABC
12,1.4318,1,6 x 2 =,largeFirst,smallProd,748,ABC
8,1.798,1,4 x 2 =,largeFirst,smallProd,748,ABC
30,2.4141,1,5 x 6 =,smallFirst,largeProd,748,ABC
18,2.0148,1,9 x 2 =,largeFirst,smallProd,748,ABC
28,3.7629,1,7 x 4 =,largeFirst,largeProd,748,ABC
21,1.8145,1,7 x 3 =,largeFirst,smallProd,748,ABC
20,2.2811,1,5 x 4 =,largeFirst,smallProd,748,ABC
18,2.1972,1,3 x 6 =,smallFirst,smallProd,748,ABC
32,3.1637,1,4 x 8 =,smallFirst,largeProd,748,ABC
10,1.932,1,2 x 5 =,smallFirst,smallProd,748,ABC
16,2.8136,1,2 x 8 =,smallFirst,smallProd,748,ABC
45,2.2643,1,5 x 9 =,smallFirst,largeProd,748,ABC
56,4.6954,0,7 x 9 =,smallFirst,largeProd,748,ABC
6,1.7149,1,2 x 3 =,smallFirst,smallProd,748,ABC
24,3.4632,1,8 x 3 =,largeFirst,smallProd,748,ABC
35,4.6793,1,5 x 7 =,smallFirst,largeProd,748,ABC
54,3.4629,1,9 x 6 =,largeFirst,largeProd,748,ABC
40,2.2811,1,8 x 5 =,largeFirst,largeProd,748,ABC
36,6.8765,1,9 x 4 =,largeFirst,largeProd,748,ABC
42,4.9449,1,6 x 7 =,smallFirst,largeProd,748,ABC
27,3.7463,1,3 x 9 =,smallFirst,largeProd,748,ABC
18,2.0705,1,3 x 6 =,smallFirst,smallProd,749,ABC
42,3.3378,1,6 x 7 =,smallFirst,largeProd,749,ABC
72,1.7348,1,9 x 8 =,largeFirst,largeProd,749,ABC
20,4.8964,1,5 x 4 =,largeFirst,smallProd,749,ABC
40,2.0498,1,8 x 5 =,largeFirst,largeProd,749,ABC
63,4.0162,1,7 x 9 =,smallFirst,largeProd,749,ABC
56,2.3163,1,8 x 7 =,largeFirst,largeProd,749,ABC
35,2.5002,1,5 x 7 =,smallFirst,largeProd,749,ABC
54,3.4832,1,9 x 6 =,largeFirst,largeProd,749,ABC
16,3.7166,1,2 x 8 =,smallFirst,smallProd,749,ABC
36,5.8331,1,9 x 4 =,largeFirst,largeProd,749,ABC
48,4.0881,1,8 x 6 =,largeFirst,largeProd,749,ABC
14,1.6166,1,2 x 7 =,smallFirst,smallProd,749,ABC
32,3.946,1,4 x 8 =,smallFirst,largeProd,749,ABC
8,2.6002,1,4 x 2 =,largeFirst,smallProd,749,ABC
45,1.8324,1,5 x 9 =,smallFirst,largeProd,749,ABC
18,1.6666,1,9 x 2 =,largeFirst,smallProd,749,ABC
27,2.9668,1,3 x 9 =,smallFirst,largeProd,749,ABC
24,6.0663,1,8 x 3 =,largeFirst,smallProd,749,ABC
28,4.6,1,7 x 4 =,largeFirst,largeProd,749,ABC
12,1.5497,1,6 x 2 =,largeFirst,smallProd,749,ABC
6,2.7332,1,2 x 3 =,smallFirst,smallProd,749,ABC
