typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group
18,2.500315,1,2 x 9 =,smallFirst,smallProd,940,ABC
36,3.361755,1,4 x 9 =,smallFirst,largeProd,940,ABC
24,3.676575,1,3 x 8 =,smallFirst,smallProd,940,ABC
45,2.84962,1,9 x 5 =,largeFirst,largeProd,940,ABC
63,4.216445,1,9 x 7 =,largeFirst,largeProd,940,ABC
20,2.799995,1,4 x 5 =,smallFirst,smallProd,940,ABC
42,4.59974,1,7 x 6 =,largeFirst,largeProd,940,ABC
18,1.914925,1,3 x 6 =,smallFirst,smallProd,941,CBA
24,1.72973,1,8 x 3 =,largeFirst,smallProd,941,CBA
36,1.831635,1,9 x 4 =,largeFirst,largeProd,941,CBA
12,2.21506,1,6 x 2 =,largeFirst,smallProd,941,CBA
15,1.483125,1,5 x 3 =,largeFirst,smallProd,941,CBA
32,3.148365,1,4 x 8 =,smallFirst,largeProd,941,CBA
27,1.93181,1,3 x 9 =,smallFirst,largeProd,941,CBA
40,1.76528,1,8 x 5 =,largeFirst,largeProd,941,CBA
21,1.248725,1,7 x 3 =,largeFirst,smallProd,941,CBA
32,2.3485,0,6 x 7 =,smallFirst,largeProd,941,CBA
48,1.798395,1,8 x 6 =,largeFirst,largeProd,941,CBA
18,1.598625,1,9 x 2 =,largeFirst,smallProd,941,CBA
72,1.89809,1,9 x 8 =,largeFirst,largeProd,941,CBA
20,1.99856,1,5 x 4 =,largeFirst,smallProd,941,CBA
14,1.59857,1,2 x 7 =,smallFirst,smallProd,941,CBA
56,1.61503,1,8 x 7 =,largeFirst,largeProd,941,CBA
24,2.43296,1,4 x 6 =,smallFirst,smallProd,941,CBA
35,1.631415,1,5 x 7 =,smallFirst,largeProd,941,CBA
12,1.431835,1,3 x 4 =,smallFirst,smallProd,941,CBA
10,1.44866,1,2 x 5 =,smallFirst,smallProd,941,CBA
8,1.232115,1,4 x 2 =,largeFirst,smallProd,941,CBA
28,2.48161,1,7 x 4 =,largeFirst,largeProd,941,CBA
6,1.498635,1,2 x 3 =,smallFirst,smallProd,941,CBA
16,1.43212,1,2 x 8 =,smallFirst,smallProd,941,CBA
63,2.23178,1,7 x 9 =,smallFirst,largeProd,941,CBA
30,1.565315,1,5 x 6 =,smallFirst,largeProd,941,CBA
54,1.515285,1,9 x 6 =,largeFirst,largeProd,941,CBA
45,1.86527,1,5 x 9 =,smallFirst,largeProd,941,CBA
48,1.632845,1,6 x 8 =,smallFirst,largeProd,941,CBA
12,2.731805,1,4 x 3 =,largeFirst,smallProd,941,CBA
24,1.61494,1,3 x 8 =,smallFirst,smallProd,941,CBA
10,1.216215,1,5 x 2 =,largeFirst,smallProd,941,CBA
45,2.22831,1,9 x 5 =,largeFirst,largeProd,941,CBA
15,1.39633,1,3 x 5 =,smallFirst,smallProd,941,CBA
28,2.018885,1,4 x 7 =,smallFirst,largeProd,941,CBA
32,4.14789,1,8 x 4 =,largeFirst,largeProd,941,CBA
18,1.29925,1,6 x 3 =,largeFirst,smallProd,941,CBA
54,1.966945,1,6 x 9 =,smallFirst,largeProd,941,CBA
8,1.664595,1,2 x 4 =,smallFirst,smallProd,941,CBA
63,1.6347,1,9 x 7 =,largeFirst,largeProd,941,CBA
14,1.301115,1,7 x 2 =,largeFirst,smallProd,941,CBA
36,2.55289,1,4 x 9 =,smallFirst,largeProd,941,CBA
40,1.36496,1,5 x 8 =,smallFirst,largeProd,941,CBA
16,1.44846,1,8 x 2 =,largeFirst,smallProd,941,CBA
24,1.713525,1,6 x 4 =,largeFirst,smallProd,941,CBA
56,2.71839,1,7 x 8 =,smallFirst,largeProd,941,CBA
35,1.34934,1,7 x 5 =,largeFirst,largeProd,941,CBA
30,1.344275,1,6 x 5 =,largeFirst,largeProd,941,CBA
21,1.463545,1,3 x 7 =,smallFirst,smallProd,941,CBA
27,2.612015,1,9 x 3 =,largeFirst,largeProd,941,CBA
12,1.33092,1,2 x 6 =,smallFirst,smallProd,941,CBA
20,1.331425,1,4 x 5 =,smallFirst,smallProd,941,CBA
72,2.69597,1,8 x 9 =,smallFirst,largeProd,941,CBA
18,1.42684,1,2 x 9 =,smallFirst,smallProd,941,CBA
6,1.44873,1,3 x 2 =,largeFirst,smallProd,941,CBA
42,4.481115,1,7 x 6 =,largeFirst,largeProd,941,CBA
24,1.46596,1,8 x 3 =,largeFirst,smallProd,942,CAB
16,1.29908,1,2 x 8 =,smallFirst,smallProd,942,CAB
30,1.36663,1,5 x 6 =,smallFirst,largeProd,942,CAB
42,2.016535,1,6 x 7 =,smallFirst,largeProd,942,CAB
10,0.999535,1,2 x 5 =,smallFirst,smallProd,942,CAB
32,1.34962,1,4 x 8 =,smallFirst,largeProd,942,CAB
56,1.116525,1,8 x 7 =,largeFirst,largeProd,942,CAB
14,1.13261,1,2 x 7 =,smallFirst,smallProd,942,CAB
15,0.999205,1,5 x 3 =,largeFirst,smallProd,942,CAB
35,1.24977,1,5 x 7 =,smallFirst,largeProd,942,CAB
36,1.31673,1,9 x 4 =,largeFirst,largeProd,942,CAB
27,1.266215,1,3 x 9 =,smallFirst,largeProd,942,CAB
48,1.59905,1,8 x 6 =,largeFirst,largeProd,942,CAB
6,1.01628,1,2 x 3 =,smallFirst,smallProd,942,CAB
40,1.399575,1,8 x 5 =,largeFirst,largeProd,942,CAB
18,1.31654,1,9 x 2 =,largeFirst,smallProd,942,CAB
21,0.999155,1,7 x 3 =,largeFirst,smallProd,942,CAB
24,1.232715,1,4 x 6 =,smallFirst,smallProd,942,CAB
18,1.21602,1,3 x 6 =,smallFirst,smallProd,942,CAB
12,0.98319,1,3 x 4 =,smallFirst,smallProd,942,CAB
20,1.11601,1,5 x 4 =,largeFirst,smallProd,942,CAB
8,1.14904,1,4 x 2 =,largeFirst,smallProd,942,CAB
72,4.065595,0,9 x 6 =,largeFirst,largeProd,942,CAB
12,1.53265,1,6 x 2 =,largeFirst,smallProd,942,CAB
63,1.93293,1,7 x 9 =,smallFirst,largeProd,942,CAB
28,1.366865,1,7 x 4 =,largeFirst,largeProd,942,CAB
72,1.6328,1,9 x 8 =,largeFirst,largeProd,942,CAB
45,1.41609,1,5 x 9 =,smallFirst,largeProd,942,CAB
6,1.133405,1,3 x 2 =,largeFirst,smallProd,942,CAB
8,1.06665,1,2 x 4 =,smallFirst,smallProd,942,CAB
30,1.33338,1,6 x 5 =,largeFirst,largeProd,942,CAB
24,0.99981,1,3 x 8 =,smallFirst,smallProd,942,CAB
24,1.3001,1,6 x 4 =,largeFirst,smallProd,942,CAB
28,1.683305,1,4 x 7 =,smallFirst,largeProd,942,CAB
14,0.982695,1,7 x 2 =,largeFirst,smallProd,942,CAB
16,1.283265,1,8 x 2 =,largeFirst,smallProd,942,CAB
18,1.26672,1,2 x 9 =,smallFirst,smallProd,942,CAB
32,2.016055,1,8 x 4 =,largeFirst,largeProd,942,CAB
12,1.11556,1,4 x 3 =,largeFirst,smallProd,942,CAB
72,2.69943,0,6 x 9 =,smallFirst,largeProd,942,CAB
40,1.66604,1,5 x 8 =,smallFirst,largeProd,942,CAB
20,2.04969,1,4 x 5 =,smallFirst,smallProd,942,CAB
56,1.7157,1,7 x 8 =,smallFirst,largeProd,942,CAB
48,1.34989,1,6 x 8 =,smallFirst,largeProd,942,CAB
12,0.932995,1,2 x 6 =,smallFirst,smallProd,942,CAB
63,2.03329,1,9 x 7 =,largeFirst,largeProd,942,CAB
18,1.21666,1,6 x 3 =,largeFirst,smallProd,942,CAB
10,0.916445,1,5 x 2 =,largeFirst,smallProd,942,CAB
45,1.083385,1,9 x 5 =,largeFirst,largeProd,942,CAB
36,1.24977,1,4 x 9 =,smallFirst,largeProd,942,CAB
42,2.398835,1,7 x 6 =,largeFirst,largeProd,942,CAB
27,1.48241,1,9 x 3 =,largeFirst,largeProd,942,CAB
15,1.08246,1,3 x 5 =,smallFirst,smallProd,942,CAB
35,1.333465,1,7 x 5 =,largeFirst,largeProd,942,CAB
72,2.48256,1,8 x 9 =,smallFirst,largeProd,942,CAB
21,1.232055,1,3 x 7 =,smallFirst,smallProd,942,CAB
32,1.597595,1,8 x 4 =,largeFirst,largeProd,943,BAC
45,1.167305,1,9 x 5 =,largeFirst,largeProd,943,BAC
8,1.350305,1,2 x 4 =,smallFirst,smallProd,943,BAC
15,1.399285,1,3 x 5 =,smallFirst,smallProd,943,BAC
16,1.297265,1,8 x 2 =,largeFirst,smallProd,943,BAC
40,1.69781,1,5 x 8 =,smallFirst,largeProd,943,BAC
42,1.4499,1,7 x 6 =,largeFirst,largeProd,943,BAC
6,1.200655,1,3 x 2 =,largeFirst,smallProd,943,BAC
48,1.36448,1,6 x 8 =,smallFirst,largeProd,943,BAC
72,1.718635,1,8 x 9 =,smallFirst,largeProd,943,BAC
12,1.149845,1,2 x 6 =,smallFirst,smallProd,943,BAC
10,1.26643,1,5 x 2 =,largeFirst,smallProd,943,BAC
36,1.885325,1,4 x 9 =,smallFirst,largeProd,943,BAC
14,1.13283,1,7 x 2 =,largeFirst,smallProd,943,BAC
12,1.33264,1,4 x 3 =,largeFirst,smallProd,943,BAC
24,1.31479,1,6 x 4 =,largeFirst,smallProd,943,BAC
21,1.43351,1,3 x 7 =,smallFirst,smallProd,943,BAC
63,3.09957,1,9 x 7 =,largeFirst,largeProd,943,BAC
18,1.715385,1,6 x 3 =,largeFirst,smallProd,943,BAC
28,1.65231,1,4 x 7 =,smallFirst,largeProd,943,BAC
20,1.74927,1,4 x 5 =,smallFirst,smallProd,943,BAC
54,1.59992,1,6 x 9 =,smallFirst,largeProd,943,BAC
24,1.23302,1,3 x 8 =,smallFirst,smallProd,943,BAC
18,1.50084,1,2 x 9 =,smallFirst,smallProd,943,BAC
56,2.098835,1,7 x 8 =,smallFirst,largeProd,943,BAC
35,1.866325,1,7 x 5 =,largeFirst,largeProd,943,BAC
30,1.53591,1,6 x 5 =,largeFirst,largeProd,943,BAC
27,2.5334,1,9 x 3 =,largeFirst,largeProd,943,BAC
14,1.49963,1,2 x 7 =,smallFirst,smallProd,943,BAC
12,1.08552,1,3 x 4 =,smallFirst,smallProd,943,BAC
6,1.28562,1,2 x 3 =,smallFirst,smallProd,943,BAC
24,1.2688,1,8 x 3 =,largeFirst,smallProd,943,BAC
18,1.466905,1,3 x 6 =,smallFirst,smallProd,943,BAC
2,1.066505,0,7 x 3 =,largeFirst,smallProd,943,BAC
24,2.033285,1,4 x 6 =,smallFirst,smallProd,943,BAC
15,1.251385,1,5 x 3 =,largeFirst,smallProd,943,BAC
40,1.649705,1,8 x 5 =,largeFirst,largeProd,943,BAC
18,1.3523,1,9 x 2 =,largeFirst,smallProd,943,BAC
32,1.14946,1,4 x 8 =,smallFirst,largeProd,943,BAC
35,2.466425,1,5 x 7 =,smallFirst,largeProd,943,BAC
30,1.349425,1,5 x 6 =,smallFirst,largeProd,943,BAC
27,2.633155,1,3 x 9 =,smallFirst,largeProd,943,BAC
48,1.55233,1,8 x 6 =,largeFirst,largeProd,943,BAC
16,1.566315,1,2 x 8 =,smallFirst,smallProd,943,BAC
28,1.416285,1,7 x 4 =,largeFirst,largeProd,943,BAC
8,1.86814,1,4 x 2 =,largeFirst,smallProd,943,BAC
10,1.283275,1,2 x 5 =,smallFirst,smallProd,943,BAC
72,1.767755,1,9 x 8 =,largeFirst,largeProd,943,BAC
56,1.483345,1,8 x 7 =,largeFirst,largeProd,943,BAC
42,1.71804,1,6 x 7 =,smallFirst,largeProd,943,BAC
45,1.70025,1,5 x 9 =,smallFirst,largeProd,943,BAC
36,1.948485,1,9 x 4 =,largeFirst,largeProd,943,BAC
63,2.085695,1,7 x 9 =,smallFirst,largeProd,943,BAC
20,1.56859,1,5 x 4 =,largeFirst,smallProd,943,BAC
12,1.11893,1,6 x 2 =,largeFirst,smallProd,943,BAC
54,2.43355,1,9 x 6 =,largeFirst,largeProd,943,BAC
20,2.99923,1,5 x 4 =,largeFirst,smallProd,945,ACB
18,1.4819,1,9 x 2 =,largeFirst,smallProd,945,ACB
16,1.449015,1,2 x 8 =,smallFirst,smallProd,945,ACB
30,1.56758,1,5 x 6 =,smallFirst,largeProd,945,ACB
12,1.23251,1,3 x 4 =,smallFirst,smallProd,945,ACB
15,1.33326,1,5 x 3 =,largeFirst,smallProd,945,ACB
54,3.56608,1,9 x 6 =,largeFirst,largeProd,945,ACB
56,3.06585,1,8 x 7 =,largeFirst,largeProd,945,ACB
45,1.54991,1,5 x 9 =,smallFirst,largeProd,945,ACB
21,1.916965,1,7 x 3 =,largeFirst,smallProd,945,ACB
14,1.733455,1,2 x 7 =,smallFirst,smallProd,945,ACB
6,1.350955,1,2 x 3 =,smallFirst,smallProd,945,ACB
28,3.55135,1,7 x 4 =,largeFirst,largeProd,945,ACB
40,3.63322,1,8 x 5 =,largeFirst,largeProd,945,ACB
35,1.94979,1,5 x 7 =,smallFirst,largeProd,945,ACB
8,1.834205,1,4 x 2 =,largeFirst,smallProd,945,ACB
24,1.867395,1,8 x 3 =,largeFirst,smallProd,945,ACB
18,2.65,1,3 x 6 =,smallFirst,smallProd,945,ACB
48,1.784135,1,8 x 6 =,largeFirst,largeProd,945,ACB
32,20.033685,1,4 x 8 =,smallFirst,largeProd,945,ACB
12,1.164685,1,6 x 2 =,largeFirst,smallProd,945,ACB
10,1.466145,1,2 x 5 =,smallFirst,smallProd,945,ACB
42,17.930385,1,6 x 7 =,smallFirst,largeProd,945,ACB
36,6.23334,1,9 x 4 =,largeFirst,largeProd,945,ACB
27,8.583185,1,3 x 9 =,smallFirst,largeProd,945,ACB
63,20.21627,1,7 x 9 =,smallFirst,largeProd,945,ACB
24,1.28289,1,4 x 6 =,smallFirst,smallProd,945,ACB
72,12.982635,1,9 x 8 =,largeFirst,largeProd,945,ACB
40,2.63422,0,9 x 5 =,largeFirst,largeProd,945,ACB
32,4.3006,1,8 x 4 =,largeFirst,largeProd,945,ACB
30,2.315685,1,6 x 5 =,largeFirst,largeProd,945,ACB
56,2.34939,1,7 x 8 =,smallFirst,largeProd,945,ACB
48,2.732665,1,6 x 8 =,smallFirst,largeProd,945,ACB
16,1.39925,1,8 x 2 =,largeFirst,smallProd,945,ACB
18,3.28288,1,6 x 3 =,largeFirst,smallProd,945,ACB
18,1.867645,1,2 x 9 =,smallFirst,smallProd,945,ACB
28,5.133155,1,4 x 7 =,smallFirst,largeProd,945,ACB
63,10.000825,1,9 x 7 =,largeFirst,largeProd,945,ACB
35,1.982555,1,7 x 5 =,largeFirst,largeProd,945,ACB
8,1.66602,1,2 x 4 =,smallFirst,smallProd,945,ACB
14,1.732585,1,7 x 2 =,largeFirst,smallProd,945,ACB
24,2.76669,1,3 x 8 =,smallFirst,smallProd,945,ACB
72,8.9487,1,8 x 9 =,smallFirst,largeProd,945,ACB
24,2.21661,1,6 x 4 =,largeFirst,smallProd,945,ACB
20,1.382575,1,4 x 5 =,smallFirst,smallProd,945,ACB
12,1.351005,1,4 x 3 =,largeFirst,smallProd,945,ACB
10,1.31583,1,5 x 2 =,largeFirst,smallProd,945,ACB
42,3.63732,1,7 x 6 =,largeFirst,largeProd,945,ACB
40,2.316655,1,5 x 8 =,smallFirst,largeProd,945,ACB
6,1.28366,1,3 x 2 =,largeFirst,smallProd,945,ACB
21,1.266315,1,3 x 7 =,smallFirst,smallProd,945,ACB
36,5.7351,1,4 x 9 =,smallFirst,largeProd,945,ACB
15,1.398165,1,3 x 5 =,smallFirst,smallProd,945,ACB
12,1.11605,1,2 x 6 =,smallFirst,smallProd,945,ACB
54,18.43259,1,6 x 9 =,smallFirst,largeProd,945,ACB
27,1.716435,1,9 x 3 =,largeFirst,largeProd,945,ACB
20,3.4802,1,4 x 5 =,smallFirst,smallProd,947,CBA
48,5.2449,1,6 x 8 =,smallFirst,largeProd,947,CBA
63,6.7807,1,9 x 7 =,largeFirst,largeProd,947,CBA
10,1.9479,1,5 x 2 =,largeFirst,smallProd,947,CBA
24,3.0139,1,3 x 8 =,smallFirst,smallProd,947,CBA
14,1.6649,1,7 x 2 =,largeFirst,smallProd,947,CBA
30,3.8803,1,6 x 5 =,largeFirst,largeProd,947,CBA
45,3.3467,1,9 x 5 =,largeFirst,largeProd,947,CBA
54,5.5444,1,6 x 9 =,smallFirst,largeProd,947,CBA
40,4.4121,1,5 x 8 =,smallFirst,largeProd,947,CBA
35,7.0931,1,7 x 5 =,largeFirst,largeProd,947,CBA
8,2.264,1,2 x 4 =,smallFirst,smallProd,947,CBA
15,2.6807,0,4 x 3 =,largeFirst,smallProd,947,CBA
32,3.4469,0,4 x 9 =,smallFirst,largeProd,947,CBA
28,4.3292,1,4 x 7 =,smallFirst,largeProd,947,CBA
15,2.6311,1,3 x 5 =,smallFirst,smallProd,947,CBA
6,2.4311,1,3 x 2 =,largeFirst,smallProd,947,CBA
42,6.2434,1,7 x 6 =,largeFirst,largeProd,947,CBA
24,4.1123,1,6 x 4 =,largeFirst,smallProd,947,CBA
18,2.8969,1,6 x 3 =,largeFirst,smallProd,947,CBA
21,2.3976,1,3 x 7 =,smallFirst,smallProd,947,CBA
32,3.1298,1,8 x 4 =,largeFirst,largeProd,947,CBA
72,19.7983,1,8 x 9 =,smallFirst,largeProd,947,CBA
27,3.3471,1,9 x 3 =,largeFirst,largeProd,947,CBA
56,6.1604,1,7 x 8 =,smallFirst,largeProd,947,CBA
18,2.5473,1,2 x 9 =,smallFirst,smallProd,947,CBA
12,2.7136,1,2 x 6 =,smallFirst,smallProd,947,CBA
16,1.8984,1,8 x 2 =,largeFirst,smallProd,947,CBA
54,5.6779,1,9 x 6 =,largeFirst,largeProd,947,CBA
48,5.8115,1,8 x 6 =,largeFirst,largeProd,947,CBA
56,7.9597,1,8 x 7 =,largeFirst,largeProd,947,CBA
32,5.1611,1,4 x 8 =,smallFirst,largeProd,947,CBA
18,2.5812,1,9 x 2 =,largeFirst,smallProd,947,CBA
21,2.8303,1,7 x 3 =,largeFirst,smallProd,947,CBA
12,1.5653,1,6 x 2 =,largeFirst,smallProd,947,CBA
18,3.0468,1,3 x 6 =,smallFirst,smallProd,947,CBA
28,3.5294,1,7 x 4 =,largeFirst,largeProd,947,CBA
6,2.0477,1,2 x 3 =,smallFirst,smallProd,947,CBA
36,3.88,1,9 x 4 =,largeFirst,largeProd,947,CBA
72,6.5773,1,9 x 8 =,largeFirst,largeProd,947,CBA
15,2.2805,1,5 x 3 =,largeFirst,smallProd,947,CBA
35,3.1472,1,5 x 7 =,smallFirst,largeProd,947,CBA
8,6.3275,1,4 x 2 =,largeFirst,smallProd,947,CBA
40,6.6775,1,8 x 5 =,largeFirst,largeProd,947,CBA
45,1.6982,1,5 x 9 =,smallFirst,largeProd,947,CBA
12,2.2479,1,3 x 4 =,smallFirst,smallProd,947,CBA
42,5.9109,1,6 x 7 =,smallFirst,largeProd,947,CBA
24,3.6295,1,4 x 6 =,smallFirst,smallProd,947,CBA
16,2.114,1,2 x 8 =,smallFirst,smallProd,947,CBA
63,5.6945,1,7 x 9 =,smallFirst,largeProd,947,CBA
24,2.6473,1,8 x 3 =,largeFirst,smallProd,947,CBA
14,1.7312,1,2 x 7 =,smallFirst,smallProd,947,CBA
27,2.8311,1,3 x 9 =,smallFirst,largeProd,947,CBA
20,6.644,1,5 x 4 =,largeFirst,smallProd,947,CBA
10,2.2646,1,2 x 5 =,smallFirst,smallProd,947,CBA
30,10.8395,1,5 x 6 =,smallFirst,largeProd,947,CBA
16,2.25063,1,2 x 8 =,smallFirst,smallProd,948,CAB
63,8.066505,1,7 x 9 =,smallFirst,largeProd,948,CAB
4,2.234635,0,5 x 9 =,smallFirst,largeProd,948,CAB
28,3.316965,1,7 x 4 =,largeFirst,largeProd,948,CAB
40,2.584825,1,8 x 5 =,largeFirst,largeProd,948,CAB
27,4.049695,0,8 x 3 =,largeFirst,smallProd,948,CAB
48,2.833365,1,8 x 6 =,largeFirst,largeProd,948,CAB
20,2.15258,1,5 x 4 =,largeFirst,smallProd,948,CAB
35,1.86685,1,5 x 7 =,smallFirst,largeProd,948,CAB
81,12.419325,0,9 x 8 =,largeFirst,largeProd,948,CAB
54,6.050175,1,9 x 6 =,largeFirst,largeProd,948,CAB
14,2.75005,1,2 x 7 =,smallFirst,smallProd,948,CAB
18,2.01653,1,3 x 6 =,smallFirst,smallProd,948,CAB
30,1.86652,1,5 x 6 =,smallFirst,largeProd,948,CAB
56,1.93427,1,8 x 7 =,largeFirst,largeProd,948,CAB
32,3.967445,1,4 x 8 =,smallFirst,largeProd,948,CAB
12,2.68138,1,6 x 2 =,largeFirst,smallProd,948,CAB
6,2.01779,1,2 x 3 =,smallFirst,smallProd,948,CAB
21,2.050535,1,7 x 3 =,largeFirst,smallProd,948,CAB
15,1.750965,1,5 x 3 =,largeFirst,smallProd,948,CAB
10,1.88406,1,2 x 5 =,smallFirst,smallProd,948,CAB
42,2.05056,1,6 x 7 =,smallFirst,largeProd,948,CAB
36,3.75047,1,9 x 4 =,largeFirst,largeProd,948,CAB
8,1.799935,1,4 x 2 =,largeFirst,smallProd,948,CAB
24,1.60066,1,4 x 6 =,smallFirst,smallProd,948,CAB
12,2.434155,1,3 x 4 =,smallFirst,smallProd,948,CAB
18,1.83204,1,9 x 2 =,largeFirst,smallProd,948,CAB
27,3.49942,1,3 x 9 =,smallFirst,largeProd,948,CAB
6,3.4347,1,3 x 2 =,largeFirst,smallProd,948,CAB
10,2.549935,1,5 x 2 =,largeFirst,smallProd,948,CAB
63,6.116085,1,9 x 7 =,largeFirst,largeProd,948,CAB
72,3.51606,1,8 x 9 =,smallFirst,largeProd,948,CAB
36,3.515245,1,4 x 9 =,smallFirst,largeProd,948,CAB
24,1.833175,1,3 x 8 =,smallFirst,smallProd,948,CAB
21,2.048945,1,3 x 7 =,smallFirst,smallProd,948,CAB
18,1.98241,1,6 x 3 =,largeFirst,smallProd,948,CAB
56,2.48357,1,7 x 8 =,smallFirst,largeProd,948,CAB
42,6.24991,1,7 x 6 =,largeFirst,largeProd,948,CAB
48,4.46583,1,6 x 8 =,smallFirst,largeProd,948,CAB
24,2.35227,0,8 x 4 =,largeFirst,largeProd,948,CAB
12,1.3161,1,2 x 6 =,smallFirst,smallProd,948,CAB
27,1.849575,1,9 x 3 =,largeFirst,largeProd,948,CAB
15,1.98308,1,3 x 5 =,smallFirst,smallProd,948,CAB
35,1.832605,1,7 x 5 =,largeFirst,largeProd,948,CAB
14,1.534935,1,7 x 2 =,largeFirst,smallProd,948,CAB
20,2.18228,1,4 x 5 =,smallFirst,smallProd,948,CAB
18,1.766525,1,2 x 9 =,smallFirst,smallProd,948,CAB
40,1.967305,1,5 x 8 =,smallFirst,largeProd,948,CAB
8,2.133725,1,2 x 4 =,smallFirst,smallProd,948,CAB
24,2.63253,1,6 x 4 =,largeFirst,smallProd,948,CAB
28,6.500225,1,4 x 7 =,smallFirst,largeProd,948,CAB
12,1.268305,1,4 x 3 =,largeFirst,smallProd,948,CAB
54,3.083405,1,6 x 9 =,smallFirst,largeProd,948,CAB
45,2.266865,1,9 x 5 =,largeFirst,largeProd,948,CAB
30,2.31679,1,6 x 5 =,largeFirst,largeProd,948,CAB
16,1.68254,1,8 x 2 =,largeFirst,smallProd,948,CAB
45,1.51658,1,9 x 5 =,largeFirst,largeProd,949,BAC
54,1.71807,1,6 x 9 =,smallFirst,largeProd,949,BAC
12,2.173715,1,2 x 6 =,smallFirst,smallProd,949,BAC
72,2.148725,1,8 x 9 =,smallFirst,largeProd,949,BAC
12,1.65123,1,4 x 3 =,largeFirst,smallProd,949,BAC
45,1.56759,0,6 x 5 =,largeFirst,largeProd,949,BAC
48,2.089135,1,6 x 8 =,smallFirst,largeProd,949,BAC
56,1.527955,1,7 x 8 =,smallFirst,largeProd,949,BAC
18,2.018145,1,6 x 3 =,largeFirst,smallProd,949,BAC
24,1.89987,1,3 x 8 =,smallFirst,smallProd,949,BAC
15,1.78339,1,3 x 5 =,smallFirst,smallProd,949,BAC
32,1.816925,1,8 x 4 =,largeFirst,largeProd,949,BAC
10,1.526405,1,5 x 2 =,largeFirst,smallProd,949,BAC
18,1.709535,1,2 x 9 =,smallFirst,smallProd,949,BAC
42,6.5923,1,7 x 6 =,largeFirst,largeProd,949,BAC
8,1.69977,1,2 x 4 =,smallFirst,smallProd,949,BAC
16,1.84968,1,8 x 2 =,largeFirst,smallProd,949,BAC
14,2.284745,1,7 x 2 =,largeFirst,smallProd,949,BAC
24,4.124605,1,6 x 4 =,largeFirst,smallProd,949,BAC
21,1.172645,1,3 x 7 =,smallFirst,smallProd,949,BAC
40,1.657315,1,5 x 8 =,smallFirst,largeProd,949,BAC
20,3.21763,1,4 x 5 =,smallFirst,smallProd,949,BAC
6,1.499715,1,3 x 2 =,largeFirst,smallProd,949,BAC
27,7.81096,1,9 x 3 =,largeFirst,largeProd,949,BAC
42,3.534625,0,4 x 7 =,smallFirst,largeProd,949,BAC
63,2.44588,1,9 x 7 =,largeFirst,largeProd,949,BAC
36,4.0692,1,4 x 9 =,smallFirst,largeProd,949,BAC
35,4.408695,1,7 x 5 =,largeFirst,largeProd,949,BAC
57,6.53704,0,8 x 7 =,largeFirst,largeProd,949,BAC
72,4.06958,1,9 x 8 =,largeFirst,largeProd,949,BAC
35,3.83467,1,5 x 7 =,smallFirst,largeProd,949,BAC
28,5.018455,1,7 x 4 =,largeFirst,largeProd,949,BAC
63,3.99529,1,7 x 9 =,smallFirst,largeProd,949,BAC
8,1.499635,1,4 x 2 =,largeFirst,smallProd,949,BAC
12,1.26699,1,3 x 4 =,smallFirst,smallProd,949,BAC
40,1.8001,1,8 x 5 =,largeFirst,largeProd,949,BAC
33,1.63291,0,4 x 8 =,smallFirst,largeProd,949,BAC
15,2.01163,1,5 x 3 =,largeFirst,smallProd,949,BAC
18,1.61361,1,9 x 2 =,largeFirst,smallProd,949,BAC
16,2.950965,1,2 x 8 =,smallFirst,smallProd,949,BAC
32,1.900075,0,9 x 4 =,largeFirst,largeProd,949,BAC
45,1.667465,1,5 x 9 =,smallFirst,largeProd,949,BAC
24,3.634465,1,4 x 6 =,smallFirst,smallProd,949,BAC
21,1.77124,1,7 x 3 =,largeFirst,smallProd,949,BAC
48,6.44344,1,8 x 6 =,largeFirst,largeProd,949,BAC
20,1.79046,1,5 x 4 =,largeFirst,smallProd,949,BAC
6,1.36575,1,2 x 3 =,smallFirst,smallProd,949,BAC
12,1.59287,1,6 x 2 =,largeFirst,smallProd,949,BAC
27,7.60508,1,3 x 9 =,smallFirst,largeProd,949,BAC
10,1.3479,1,2 x 5 =,smallFirst,smallProd,949,BAC
14,1.95612,1,2 x 7 =,smallFirst,smallProd,949,BAC
42,2.18305,1,6 x 7 =,smallFirst,largeProd,949,BAC
30,2.200095,1,5 x 6 =,smallFirst,largeProd,949,BAC
24,1.4924,1,8 x 3 =,largeFirst,smallProd,949,BAC
52,9.44532,0,9 x 6 =,largeFirst,largeProd,949,BAC
18,2.81721,1,3 x 6 =,smallFirst,smallProd,949,BAC
40,1.603615,1,5 x 8 =,smallFirst,largeProd,950,BCA
20,3.0772,1,4 x 5 =,smallFirst,smallProd,950,BCA
32,6.087245,1,8 x 4 =,largeFirst,largeProd,950,BCA
36,2.70952,1,4 x 9 =,smallFirst,largeProd,950,BCA
24,1.48779,1,3 x 8 =,smallFirst,smallProd,950,BCA
18,1.703625,1,6 x 3 =,largeFirst,smallProd,950,BCA
12,1.45341,1,2 x 6 =,smallFirst,smallProd,950,BCA
42,3.493045,1,7 x 6 =,largeFirst,largeProd,950,BCA
35,1.489255,1,7 x 5 =,largeFirst,largeProd,950,BCA
18,1.239215,1,2 x 9 =,smallFirst,smallProd,950,BCA
10,1.15288,1,5 x 2 =,largeFirst,smallProd,950,BCA
