typedNumber,typingRT,answerCorr,participant,group
6,1.2542,1,700,ABC
30,2.2236,1,700,ABC
48,1.9085,1,700,ABC
10,1.7558,1,700,ABC
15,1.2383,1,700,ABC
28,1.3888,1,700,ABC
21,1.2211,1,700,ABC
45,1.2709,1,700,ABC
32,1.2213,1,700,ABC
40,1.8259,1,700,ABC
72,1.6726,1,700,ABC
18,1.6897,1,700,ABC
24,1.2216,1,700,ABC
16,1.6073,1,700,ABC
42,2.6769,1,700,ABC
35,1.5045,1,700,ABC
20,1.6418,1,700,ABC
8,1.539,1,700,ABC
56,1.6981,1,702,CAB
18,1.2487,1,702,CAB
8,1.1323,1,702,CAB
16,1.1319,1,702,CAB
30,1.2654,1,702,CAB
35,1.2302,1,702,CAB
20,1.1491,1,702,CAB
14,1.2989,1,702,CAB
21,0.9824,1,702,CAB
10,1.0993,1,702,CAB
12,0.7987,1,702,CAB
9,1.1002,1,702,CAB
32,1.3326,1,702,CAB
27,1.3819,1,702,CAB
15,1.3656,1,702,CAB
49,1.6496,1,702,CAB
36,1.45,1,702,CAB
64,1.5493,1,702,CAB
40,1.6985,1,702,CAB
63,1.5158,1,702,CAB
45,1.4986,1,702,CAB
24,1.1989,1,702,CAB
6,1.2821,1,702,CAB
72,1.5823,1,702,CAB
48,2.2484,1,702,CAB
42,1.2815,1,702,CAB
28,1.516,1,702,CAB
54,1.4488,1,702,CAB
24,1.1666,1,704,BCA
28,1.3328,1,704,BCA
27,1.234,1,704,BCA
20,1.0328,1,704,BCA
10,0.8665,1,704,BCA
30,1.017,1,704,BCA
18,1.4671,1,704,BCA
8,1.0508,1,704,BCA
48,1.201,1,704,BCA
72,1.9833,1,704,BCA
35,1.5498,1,704,BCA
9,0.9827,1,704,BCA
15,1.3167,1,704,BCA
14,1.0502,1,704,BCA
12,0.9495,1,704,BCA
40,1.2001,1,704,BCA
56,1.0842,1,704,BCA
6,1.1504,1,704,BCA
16,1.1002,1,704,BCA
32,1.2672,1,704,BCA
63,1.4674,1,704,BCA
42,1.1836,1,704,BCA
54,1.1336,1,704,BCA
45,1.0667,1,704,BCA
21,1.2169,1,704,BCA
64,1.3172,1,704,BCA
49,1.4003,1,704,BCA
36,1.4838,1,704,BCA
48,1.8329,1,705,ACB
54,1.1829,1,705,ACB
20,1.0992,1,705,ACB
15,0.9995,1,705,ACB
40,1.4161,1,705,ACB
30,1.1991,1,705,ACB
64,1.4158,1,705,ACB
24,1.016,1,705,ACB
14,0.8996,1,705,ACB
63,1.4661,1,705,ACB
32,1.2663,1,705,ACB
36,1.2331,1,705,ACB
21,0.883,1,705,ACB
49,1.2331,1,705,ACB
16,1.0829,1,705,ACB
8,0.9159,1,705,ACB
10,0.9326,1,705,ACB
18,1.6324,1,705,ACB
12,0.8494,1,705,ACB
42,1.1826,1,705,ACB
6,0.9166,1,705,ACB
35,1.0329,1,705,ACB
27,1.0664,1,705,ACB
9,1.2161,1,705,ACB
56,1.1328,1,705,ACB
72,1.7825,1,705,ACB
28,1.1495,1,705,ACB
45,1.0989,1,705,ACB
35,1.3323,1,706,CAB
56,1.3354,1,706,CAB
32,1.2998,1,706,CAB
34,1.1668,0,706,CAB
36,5.3475,1,706,CAB
15,1.3805,1,706,CAB
63,2.1657,1,706,CAB
42,1.3659,1,706,CAB
49,1.8989,1,706,CAB
18,1.5308,1,706,CAB
12,1.0327,1,706,CAB
10,1.1967,1,706,CAB
6,1.2159,1,706,CAB
45,2.2154,1,706,CAB
54,1.5826,1,706,CAB
64,1.7826,1,706,CAB
16,1.7184,1,706,CAB
48,1.7659,1,706,CAB
8,1.5333,1,706,CAB
14,1.2831,1,706,CAB
20,1.5329,1,706,CAB
9,1.6172,1,706,CAB
27,1.4156,1,706,CAB
40,1.6667,1,706,CAB
30,1.3831,1,706,CAB
21,1.3329,1,706,CAB
72,1.5497,1,706,CAB
28,1.5163,1,706,CAB
42,2.8643,0,708,CAB
72,3.1163,1,708,CAB
45,1.3334,1,708,CAB
40,1.6633,1,708,CAB
15,1.899,1,708,CAB
63,1.5498,1,708,CAB
49,1.9317,1,708,CAB
24,1.2992,1,708,CAB
9,1.3314,1,708,CAB
36,2.0483,1,708,CAB
64,1.5985,1,708,CAB
28,2.6808,1,708,CAB
10,1.3683,1,708,CAB
35,1.5158,1,708,CAB
12,0.8823,1,708,CAB
18,1.3654,1,708,CAB
14,1.3152,1,708,CAB
48,1.7144,1,708,CAB
8,0.949,1,708,CAB
56,1.3326,1,708,CAB
16,1.3139,1,708,CAB
54,1.1974,1,708,CAB
30,1.684,1,708,CAB
6,1.2824,1,708,CAB
42,1.3993,1,708,CAB
21,1.1834,1,708,CAB
27,1.6991,1,708,CAB
20,1.3663,1,708,CAB
32,1.4317,1,708,CAB
27,1.0993,1,712,CAB
48,1.0501,1,712,CAB
36,1.1167,1,712,CAB
16,1.2667,1,712,CAB
56,1.1001,1,712,CAB
63,1.1996,1,712,CAB
12,1.0496,1,712,CAB
21,0.7506,1,712,CAB
14,0.8668,1,712,CAB
42,1.333,1,712,CAB
72,1.1999,1,712,CAB
54,1.0495,1,712,CAB
35,1.3003,1,712,CAB
10,1.1499,1,712,CAB
24,0.833,1,712,CAB
8,0.8839,1,712,CAB
15,1.0829,1,712,CAB
40,1.1995,1,712,CAB
30,1.0503,1,712,CAB
6,0.9996,1,712,CAB
28,0.9671,1,712,CAB
64,1.1167,1,712,CAB
9,0.8659,1,712,CAB
32,0.8496,1,712,CAB
45,1.0664,1,712,CAB
20,0.9496,1,712,CAB
49,1.4002,1,712,CAB
18,1.1162,1,712,CAB
12,0.9167,1,713,CBA
28,1.2003,1,713,CBA
15,0.967,1,713,CBA
20,2.033,1,713,CBA
9,0.8995,1,713,CBA
48,1.8161,1,713,CBA
40,1.1993,1,713,CBA
16,1.3164,1,713,CBA
49,1.8499,1,713,CBA
14,1.0997,1,713,CBA
24,0.9327,1,713,CBA
8,1.0325,1,713,CBA
54,1.2831,1,713,CBA
6,0.9158,1,713,CBA
18,1.2994,1,713,CBA
27,1.3955,1,713,CBA
32,0.9832,1,713,CBA
36,1.1997,1,713,CBA
63,1.3829,1,713,CBA
64,1.25,1,713,CBA
21,1.1486,1,713,CBA
42,1.1325,1,713,CBA
56,1.3503,1,713,CBA
72,1.6327,1,713,CBA
45,1.05,1,713,CBA
35,1.083,1,713,CBA
30,1.1326,1,713,CBA
10,1.1664,1,713,CBA
35,2.026,1,714,ACB
56,1.02,1,714,ACB
20,1.137,1,714,ACB
21,0.59,1,714,ACB
24,1.353,1,714,ACB
64,2.158,1,714,ACB
30,0.826,1,714,ACB
54,1.082,1,714,ACB
46,1.138,0,714,ACB
14,0.894,1,714,ACB
49,0.951,1,714,ACB
12,0.632,1,714,ACB
6,0.798,1,714,ACB
18,0.888,1,714,ACB
32,0.755,1,714,ACB
9,0.931,1,714,ACB
10,0.736,1,714,ACB
15,0.756,1,714,ACB
42,0.909,1,714,ACB
40,0.812,1,714,ACB
36,1.514,1,714,ACB
16,1.257,1,714,ACB
28,1.041,1,714,ACB
72,2.127,1,714,ACB
27,0.958,1,714,ACB
48,1.096,1,714,ACB
63,1.007,1,714,ACB
8,0.86,1,714,ACB
6,1.1665,1,715,BAC
45,1.0153,1,715,BAC
49,1.1502,1,715,BAC
21,0.9332,1,715,BAC
10,0.9165,1,715,BAC
8,0.9168,1,715,BAC
14,0.7844,1,715,BAC
35,0.8498,1,715,BAC
56,0.9498,1,715,BAC
12,0.7996,1,715,BAC
28,0.9664,1,715,BAC
9,0.8335,1,715,BAC
20,0.783,1,715,BAC
54,1.0676,1,715,BAC
16,1.066,1,715,BAC
15,0.79990000000000006,1,715,BAC
4,1.4167,0,715,BAC
24,0.9511,1,715,BAC
40,1.0501,1,715,BAC
32,0.8331,1,715,BAC
64,1.2498,1,715,BAC
18,0.9333,1,715,BAC
27,1.0834,1,715,BAC
48,1.0665,1,715,BAC
63,1.1331,1,715,BAC
36,1.1332,1,715,BAC
30,0.899,1,715,BAC
72,1.0331,1,715,BAC
54,1.433,1,717,ACB
18,1.1498,1,717,ACB
42,1.2501,1,717,ACB
9,0.9665,1,717,ACB
36,1.7329,1,717,ACB
27,1.4665,1,717,ACB
14,1.2833,1,717,ACB
28,1.5496,1,717,ACB
40,1.3164,1,717,ACB
63,1.216,1,717,ACB
20,1.05,1,717,ACB
10,1.0167,1,717,ACB
21,0.9839,1,717,ACB
32,1.3498000000000001,1,717,ACB
35,1.4998,1,717,ACB
45,1.4331,1,717,ACB
6,1.1331,1,717,ACB
49,1.7172,1,717,ACB
56,1.8678,1,717,ACB
24,1.6328,1,717,ACB
8,1.0332,1,717,ACB
64,1.3332,1,717,ACB
15,1.083,1,717,ACB
12,0.7663,1,717,ACB
72,1.9671,1,717,ACB
48,1.901,1,717,ACB
30,1.2832,1,717,ACB
16,1.1498,1,717,ACB
72,1.821,1,719,CBA
30,1.0013,1,719,CBA
18,1.2787,1,719,CBA
10,0.933,1,719,CBA
14,1.283,1,719,CBA
56,1.4027,1,719,CBA
54,1.3326,1,719,CBA
32,1.124,1,719,CBA
16,1.3419,1,719,CBA
42,1.5222,1,719,CBA
49,1.4498,1,719,CBA
27,1.5355,1,719,CBA
8,2.3153,1,719,CBA
64,1.4372,1,719,CBA
45,1.067,1,719,CBA
48,1.2171,1,719,CBA
28,1.3561,1,719,CBA
21,1.049,1,719,CBA
12,0.8568,1,719,CBA
15,1.1802,1,719,CBA
35,1.2963,1,719,CBA
20,0.8955,1,719,CBA
63,1.7657,1,719,CBA
24,0.9332,1,719,CBA
6,1.0822,1,719,CBA
40,1.3335,1,719,CBA
36,1.3202,1,719,CBA
9,0.9191,1,719,CBA
30,1.795,1,721,BAC
12,0.976,1,721,BAC
72,1.691,1,721,BAC
18,1.187,1,721,BAC
14,1.176,1,721,BAC
48,1.456,1,721,BAC
56,2.279,1,721,BAC
10,1.151,1,721,BAC
8,1.23,1,721,BAC
27,1.809,1,721,BAC
42,1.762,1,721,BAC
40,1.218,1,721,BAC
28,1.22,1,721,BAC
9,1.122,1,721,BAC
54,1.307,1,721,BAC
45,1.328,1,721,BAC
63,1.846,1,721,BAC
36,1.07,1,721,BAC
15,1.362,1,721,BAC
32,1.258,1,721,BAC
24,1.152,1,721,BAC
49,1.445,1,721,BAC
6,1.157,1,721,BAC
20,1.116,1,721,BAC
16,1.041,1,721,BAC
21,0.99,1,721,BAC
35,1.514,1,721,BAC
64,2.058,1,721,BAC
15,1.464,1,723,ACB
24,1.5168,1,723,ACB
32,1.6338,1,723,ACB
48,2.2312,1,723,ACB
21,1.3316,1,723,ACB
20,1.2503,1,723,ACB
14,1.0846,1,723,ACB
16,1.8005,1,723,ACB
42,1.8679,1,723,ACB
64,1.7828,1,723,ACB
54,1.5645,1,723,ACB
12,1.648,1,723,ACB
45,1.6672,1,723,ACB
6,1.3842,1,723,ACB
30,1.2313,1,723,ACB
49,1.5982,1,723,ACB
56,1.6469,1,723,ACB
36,1.3643,1,723,ACB
18,1.384,1,723,ACB
35,1.3982,1,723,ACB
9,1.8469,1,723,ACB
63,2.3655,1,723,ACB
28,1.3682,1,723,ACB
8,1.3853,1,723,ACB
40,1.6841,1,723,ACB
10,1.1676,1,723,ACB
72,1.7479,1,723,ACB
27,1.6313,1,723,ACB
63,2.0497,1,724,CAB
40,1.483,1,724,CAB
42,1.6666,1,724,CAB
24,1.3994,1,724,CAB
28,1.4658,1,724,CAB
56,1.3496,1,724,CAB
12,1.0501,1,724,CAB
54,1.0999,1,724,CAB
21,1.333,1,724,CAB
32,1.2164,1,724,CAB
6,0.9827,1,724,CAB
72,1.3835,1,724,CAB
35,1.1664,1,724,CAB
30,1.233,1,724,CAB
64,2.7663,1,724,CAB
15,1.1498,1,724,CAB
10,1.0995,1,724,CAB
45,1.0326,1,724,CAB
16,1.7829,1,724,CAB
20,1.3165,1,724,CAB
14,1.0162,1,724,CAB
18,1.3497,1,724,CAB
8,1.283,1,724,CAB
48,1.5498,1,724,CAB
49,1.4332,1,724,CAB
9,1.1162,1,724,CAB
27,1.4668,1,724,CAB
36,1.6829,1,724,CAB
54,1.8657,1,725,ABC
36,1.9154,1,725,ABC
9,1.266,1,725,ABC
64,1.899,1,725,ABC
63,1.9985,1,725,ABC
56,2.0822,1,725,ABC
8,1.3494,1,725,ABC
32,1.0494,1,725,ABC
30,1.4326,1,725,ABC
16,2.1988,1,725,ABC
45,3.5152,1,725,ABC
35,2.1481,1,725,ABC
21,0.933,1,725,ABC
42,1.3493,1,725,ABC
15,1.2494,1,725,ABC
12,0.9161,1,725,ABC
18,1.3825,1,725,ABC
27,2.149,1,725,ABC
6,1.4994,1,725,ABC
40,1.6659,1,725,ABC
24,1.2324,1,725,ABC
72,1.7657,1,725,ABC
10,1.5339,1,725,ABC
49,1.7491,1,725,ABC
20,1.3826,1,725,ABC
48,1.9321,1,725,ABC
14,1.1325,1,725,ABC
28,1.7821,1,725,ABC
12,1.0489,1,726,CAB
32,1.2985,1,726,CAB
20,1.4155,1,726,CAB
35,1.8492,1,726,CAB
18,1.249,1,726,CAB
6,1.1485,1,726,CAB
40,2.0657,1,726,CAB
27,1.449,1,726,CAB
14,1.8817,1,726,CAB
10,1.1169,1,726,CAB
48,2.0984,1,726,CAB
56,1.7158,1,726,CAB
15,1.2485,1,726,CAB
54,1.3156,1,726,CAB
45,1.3657,1,726,CAB
21,1.5657,1,726,CAB
64,1.3989,1,726,CAB
28,1.9498,1,726,CAB
16,1.5655,1,726,CAB
24,1.6651,1,726,CAB
36,2.6324,1,726,CAB
49,2.5484,1,726,CAB
9,1.0992,1,726,CAB
30,1.1658,1,726,CAB
63,1.399,1,726,CAB
8,0.9823,1,726,CAB
72,2.1158,1,726,CAB
42,1.4323,1,726,CAB
21,1.235,1,727,BAC
56,1.643,1,727,BAC
30,1.207,1,727,BAC
6,1.738,1,727,BAC
36,2.241,1,727,BAC
14,1.402,1,727,BAC
15,1.178,1,727,BAC
24,1.403,1,727,BAC
63,3.344,1,727,BAC
35,1.635,1,727,BAC
45,1.838,1,727,BAC
40,2.001,1,727,BAC
32,1.088,1,727,BAC
42,1.523,1,727,BAC
18,1.226,1,727,BAC
10,0.957,1,727,BAC
64,2.325,1,727,BAC
49,1.265,1,727,BAC
12,0.82,1,727,BAC
9,2.103,1,727,BAC
16,1.78,1,727,BAC
54,1.682,1,727,BAC
27,2.343,1,727,BAC
8,2.819,1,727,BAC
48,3.936,1,727,BAC
72,2.316,1,727,BAC
28,1.471,1,727,BAC
20,1.1,1,727,BAC
8,1.4016,1,730,CAB
48,1.5342,1,730,CAB
24,1.3674,1,730,CAB
15,1.2507,1,730,CAB
10,1.2623,1,730,CAB
56,1.1508,1,730,CAB
42,1.1847,1,730,CAB
64,1.3336,1,730,CAB
21,1.0005,1,730,CAB
12,1.0841,1,730,CAB
27,1.3009,1,730,CAB
40,1.6684,1,730,CAB
20,1.2176,1,730,CAB
28,1.2009,1,730,CAB
72,1.5342,1,730,CAB
32,1.2341,1,730,CAB
14,1.0501,1,730,CAB
63,1.3345,1,730,CAB
18,1.2004,1,730,CAB
49,1.3512,1,730,CAB
30,1.2508,1,730,CAB
35,1.4179,1,730,CAB
16,1.1674,1,730,CAB
45,1.2509,1,730,CAB
6,1.1504,1,730,CAB
54,1.2847,1,730,CAB
9,1.5513,1,730,CAB
36,1.4345,1,730,CAB
35,1.91,1,731,ACB
48,1.773,1,731,ACB
16,1.705,1,731,ACB
56,1.801,1,731,ACB
10,1.406,1,731,ACB
36,1.724,1,731,ACB
40,1.692,1,731,ACB
27,2.107,1,731,ACB
9,1.172,1,731,ACB
64,2.11,1,731,ACB
6,2.02,1,731,ACB
30,1.603,1,731,ACB
18,1.572,1,731,ACB
63,2.212,1,731,ACB
42,1.911,1,731,ACB
72,3.454,1,731,ACB
45,1.445,1,731,ACB
54,1.348,1,731,ACB
49,1.626,1,731,ACB
21,1.486,1,731,ACB
28,1.736,1,731,ACB
8,1.046,1,731,ACB
32,1.64,1,731,ACB
12,1.206,1,731,ACB
14,1.426,1,731,ACB
20,1.694,1,731,ACB
24,3.648,1,731,ACB
15,1.803,1,731,ACB
27,1.5651,1,732,CAB
49,1.8194,1,732,CAB
24,1.8152,1,732,CAB
45,1.3653,1,732,CAB
14,1.4653,1,732,CAB
15,1.1864,1,732,CAB
6,1.1205,1,732,CAB
10,1.065,1,732,CAB
35,1.3864,1,732,CAB
56,1.4652,1,732,CAB
8,0.9957,1,732,CAB
20,1.1129,1,732,CAB
42,1.6313,1,732,CAB
64,1.715,1,732,CAB
40,1.7812,1,732,CAB
63,2.2975,1,732,CAB
72,1.5152,1,732,CAB
18,1.0964,1,732,CAB
9,0.8656,1,732,CAB
54,1.465,1,732,CAB
28,1.2319,1,732,CAB
48,1.3822,1,732,CAB
30,1.1989,1,732,CAB
32,1.0989,1,732,CAB
16,1.3343,1,732,CAB
12,0.9824,1,732,CAB
36,1.8316,1,732,CAB
21,0.8988,1,732,CAB
28,1.1822,1,733,BAC
63,1.3494,1,733,BAC
42,1.2654,1,733,BAC
18,1.3496,1,733,BAC
56,1.1991,1,733,BAC
20,1.2655,1,733,BAC
30,1.3994,1,733,BAC
6,0.9994,1,733,BAC
45,1.2661,1,733,BAC
64,2.1996000000000002,1,733,BAC
49,1.5992,1,733,BAC
36,1.7157,1,733,BAC
27,1.1326,1,733,BAC
10,0.8995,1,733,BAC
21,0.8668,1,733,BAC
72,1.1822,1,733,BAC
40,1.6827,1,733,BAC
48,1.5993,1,733,BAC
54,1.5324,1,733,BAC
12,1.0828,1,733,BAC
9,1.1162,1,733,BAC
15,1.0495,1,733,BAC
32,1.333,1,733,BAC
35,1.2497,1,733,BAC
24,1.0989,1,733,BAC
14,0.9826,1,733,BAC
16,1.1995,1,733,BAC
8,1.166,1,733,BAC
32,1.1573,1,734,BCA
63,1.5343,1,734,BCA
48,1.5803,1,734,BCA
54,0.8761,1,734,BCA
28,2.9439,1,734,BCA
45,1.0923,1,734,BCA
15,1.2185,1,734,BCA
8,0.8737,1,734,BCA
35,1.1162,1,734,BCA
6,0.9849,1,734,BCA
27,1.7324,1,734,BCA
14,1.0251,1,734,BCA
40,1.1568,1,734,BCA
16,1.277,1,734,BCA
10,1.085,1,734,BCA
20,0.964,1,734,BCA
64,1.236,1,734,BCA
56,1.0001,1,734,BCA
49,1.0694,1,734,BCA
42,1.02,1,734,BCA
36,1.1788,1,734,BCA
9,0.855,1,734,BCA
21,1.1273,1,734,BCA
30,1.0696,1,734,BCA
24,0.8262,1,734,BCA
18,1.3498000000000001,1,734,BCA
72,1.5609,1,734,BCA
12,0.762,1,734,BCA
28,1.2362,1,736,ACB
40,1.1664,1,736,ACB
48,1.3995,1,736,ACB
36,1.3518,1,736,ACB
54,1.3306,1,736,ACB
35,1.1155,1,736,ACB
64,1.3002,1,736,ACB
20,1.1679,1,736,ACB
27,1.3491,1,736,ACB
10,1.0158,1,736,ACB
30,1.1668,1,736,ACB
6,0.9328,1,736,ACB
9,0.9968,1,736,ACB
21,1.1462,1,736,ACB
32,1.4367,1,736,ACB
18,1.1829,1,736,ACB
24,1.383,1,736,ACB
63,1.302,1,736,ACB
42,1.3826,1,736,ACB
45,1.2848,1,736,ACB
16,1.1308,1,736,ACB
15,1.0639,1,736,ACB
8,1.0333,1,736,ACB
56,1.2162,1,736,ACB
72,1.2823,1,736,ACB
49,1.6991,1,736,ACB
12,0.9493,1,736,ACB
14,0.9827,1,736,ACB
15,1.0159,1,738,CAB
42,1.0321,1,738,CAB
56,1.1858,1,738,CAB
8,0.8783,1,738,CAB
21,0.9996,1,738,CAB
20,0.9492,1,738,CAB
63,1.4492,1,738,CAB
16,1.028,1,738,CAB
54,1.0995,1,738,CAB
30,1.0159,1,738,CAB
6,1.0493,1,738,CAB
14,1.0362,1,738,CAB
35,1.1112,1,738,CAB
12,0.7788,1,738,CAB
36,1.2826,1,738,CAB
40,1.1783,1,738,CAB
48,1.2028,1,738,CAB
45,1.0994,1,738,CAB
10,0.8327,1,738,CAB
49,1.1493,1,738,CAB
18,0.9448,1,738,CAB
72,1.2163,1,738,CAB
64,1.4657,1,738,CAB
24,1.0491,1,738,CAB
9,0.8859,1,738,CAB
32,0.9992,1,738,CAB
28,1.0696,1,738,CAB
27,1.0826,1,738,CAB
32,1.2326,1,739,BCA
28,1.4197,1,739,BCA
63,1.4658,1,739,BCA
72,1.5326,1,739,BCA
49,1.3343,1,739,BCA
56,1.1527,1,739,BCA
18,1.3493,1,739,BCA
42,1.2989,1,739,BCA
9,1.1993,1,739,BCA
12,1.0033,1,739,BCA
45,1.1119,1,739,BCA
35,1.5323,1,739,BCA
10,1.2524,1,739,BCA
16,1.1118,1,739,BCA
30,1.2824,1,739,BCA
8,1.1995,1,739,BCA
6,0.9022,1,739,BCA
64,1.4861,1,739,BCA
27,1.518,1,739,BCA
48,1.5642,1,739,BCA
36,1.736,1,739,BCA
14,1.1492,1,739,BCA
40,1.5353,1,739,BCA
21,1.2198,1,739,BCA
54,1.1994,1,739,BCA
20,1.3662,1,739,BCA
24,1.0993,1,739,BCA
15,1.0988,1,739,BCA
6,0.9155,1,740,BCA
45,0.9808,1,740,BCA
49,1.5122,1,740,BCA
72,1.7947,1,740,BCA
48,1.2467,1,740,BCA
21,1.1803,1,740,BCA
18,1.0965,1,740,BCA
28,0.8975,1,740,BCA
36,1.6115,1,740,BCA
63,1.1627,1,740,BCA
10,1.2015,1,740,BCA
30,1.0638,1,740,BCA
12,0.6641,1,740,BCA
14,0.8099,1,740,BCA
16,1.1803,1,740,BCA
9,1.4842,1,740,BCA
20,0.8304,1,740,BCA
15,1.014,1,740,BCA
27,1.2962,1,740,BCA
64,1.576,1,740,BCA
8,0.8812,1,740,BCA
24,0.964,1,740,BCA
56,1.2961,1,740,BCA
32,1.0305,1,740,BCA
54,0.9981,1,740,BCA
42,0.9642,1,740,BCA
35,1.2964,1,740,BCA
40,1.1799,1,740,BCA
10,1.8193,1,741,ACB
24,1.1731,1,741,ACB
42,1.6805,1,741,ACB
8,1.1596,1,741,ACB
32,1.5968,1,741,ACB
28,1.9998,1,741,ACB
45,1.3472,1,741,ACB
49,1.3678,1,741,ACB
72,1.4373,1,741,ACB
54,1.2498,1,741,ACB
16,1.2567,1,741,ACB
21,1.4789,1,741,ACB
48,1.7429,1,741,ACB
15,1.3332,1,741,ACB
12,1.1318,1,741,ACB
9,1.3888,1,741,ACB
36,1.6248,1,741,ACB
56,1.7846,1,741,ACB
18,1.5555,1,741,ACB
27,1.2707,1,741,ACB
35,1.5277,1,741,ACB
6,1.1734,1,741,ACB
64,1.5417,1,741,ACB
14,1.3472,1,741,ACB
63,1.9999,1,741,ACB
40,1.7289,1,741,ACB
30,1.7151,1,741,ACB
20,1.4164,1,741,ACB
32,1.2337,1,742,ABC
48,2.2163,1,742,ABC
63,1.1836,1,742,ABC
45,1.0885,1,742,ABC
64,1.3997,1,742,ABC
72,1.5842,1,742,ABC
54,1.2334,1,742,ABC
30,1.3594,1,742,ABC
24,1.1118,1,742,ABC
12,0.999,1,742,ABC
36,1.2155,1,742,ABC
16,1.1355,1,742,ABC
49,1.3996,1,742,ABC
18,1.1682,1,742,ABC
28,1.2155,1,742,ABC
35,1.1512,1,742,ABC
6,1.0555,1,742,ABC
42,1.1357,1,742,ABC
20,1.1123,1,742,ABC
21,0.9998,1,742,ABC
14,1.0153,1,742,ABC
10,1.1039,1,742,ABC
56,1.0637,1,742,ABC
27,1.2791,1,742,ABC
9,1.0001,1,742,ABC
8,1.0147,1,742,ABC
40,1.2156,1,742,ABC
15,1.1196,1,742,ABC
56,1.099,1,743,CBA
32,0.9168,1,743,CBA
72,1.0484,1,743,CBA
21,0.9834,1,743,CBA
45,1.2515,1,743,CBA
15,1.015,1,743,CBA
8,1.0163,1,743,CBA
20,0.8495,1,743,CBA
6,1.0339,1,743,CBA
10,0.7992,1,743,CBA
36,1.3999,1,743,CBA
42,1.2016,1,743,CBA
18,0.9347,1,743,CBA
63,1.183,1,743,CBA
16,0.9843,1,743,CBA
28,1.1354,1,743,CBA
40,1.2501,1,743,CBA
14,1.4819,1,743,CBA
35,1.414,1,743,CBA
9,1.0998000000000001,1,743,CBA
30,1.0169,1,743,CBA
12,0.888,1,743,CBA
54,1.3843,1,743,CBA
48,1.2167,1,743,CBA
24,1.2673,1,743,CBA
49,1.7667,1,743,CBA
64,1.1147,1,743,CBA
27,1.1,1,743,CBA
54,2.7654,1,745,BAC
8,1.6658,1,745,BAC
48,2.3159,1,745,BAC
32,3.1489,1,745,BAC
10,3.0151,1,745,BAC
27,1.5324,1,745,BAC
15,1.5324,1,745,BAC
30,1.6,1,745,BAC
18,2.1675,1,745,BAC
20,1.3484,1,745,BAC
9,1.1159,1,745,BAC
35,1.8493,1,745,BAC
72,1.7495,1,745,BAC
42,1.5491,1,745,BAC
16,1.6487,1,745,BAC
64,1.6495,1,745,BAC
45,1.7331,1,745,BAC
36,1.849,1,745,BAC
24,1.383,1,745,BAC
49,1.7167,1,745,BAC
40,1.4157,1,745,BAC
21,1.5489,1,745,BAC
12,1.1156,1,745,BAC
56,1.4164,1,745,BAC
28,1.6323,1,745,BAC
14,1.4497,1,745,BAC
6,1.1996,1,745,BAC
63,1.8672,1,745,BAC
6,1.5492,1,746,ABC
30,1.5327,1,746,ABC
35,1.3493,1,746,ABC
45,1.2827,1,746,ABC
10,1.5494,1,746,ABC
64,1.516,1,746,ABC
42,1.3828,1,746,ABC
12,0.9831,1,746,ABC
63,1.8993,1,746,ABC
15,1.2328,1,746,ABC
32,1.1497,1,746,ABC
16,1.2327,1,746,ABC
54,1.2661,1,746,ABC
49,1.566,1,746,ABC
21,1.366,1,746,ABC
56,1.4328,1,746,ABC
48,1.766,1,746,ABC
24,1.3493,1,746,ABC
28,1.3161,1,746,ABC
72,1.8661,1,746,ABC
20,1.3328,1,746,ABC
18,1.2828,1,746,ABC
14,1.0662,1,746,ABC
9,1.7662,1,746,ABC
8,1.1329,1,746,ABC
27,1.9995,1,746,ABC
36,2.0495,1,746,ABC
40,1.5161,1,746,ABC
30,1.349,1,747,ACB
16,1.0855,1,747,ACB
14,0.9985,1,747,ACB
49,1.348,1,747,ACB
24,1.0649,1,747,ACB
32,1.0539,1,747,ACB
15,1.0159,1,747,ACB
54,1.2651,1,747,ACB
35,1.3494,1,747,ACB
48,1.5037,1,747,ACB
27,1.2485,1,747,ACB
18,1.1618,1,747,ACB
45,1.2154,1,747,ACB
64,1.2663,1,747,ACB
28,1.1825,1,747,ACB
21,0.8823,1,747,ACB
6,1.0821,1,747,ACB
8,1.0488,1,747,ACB
12,0.7985,1,747,ACB
72,1.3484,1,747,ACB
10,0.9349,1,747,ACB
56,1.4991,1,747,ACB
36,1.2871,1,747,ACB
20,1.0283,1,747,ACB
63,1.7021,1,747,ACB
40,1.079,1,747,ACB
42,1.0155,1,747,ACB
9,0.9321,1,747,ACB
18,2.2643,1,748,ABC
36,2.4309,1,748,ABC
30,1.5816,1,748,ABC
27,1.8649,1,748,ABC
72,2.0312,1,748,ABC
35,2.1311,1,748,ABC
42,1.8645,1,748,ABC
6,1.3819,1,748,ABC
20,1.5649,1,748,ABC
15,1.2824,1,748,ABC
48,3.0802,1,748,ABC
12,1.2826,1,748,ABC
45,1.2489,1,748,ABC
14,1.2319,1,748,ABC
54,2.6805,1,748,ABC
16,1.6815,1,748,ABC
21,0.9828,1,748,ABC
40,1.3823,1,748,ABC
32,1.1827,1,748,ABC
8,1.3652,1,748,ABC
64,1.415,1,748,ABC
9,0.9491,1,748,ABC
10,1.4482,1,748,ABC
24,1.4318,1,748,ABC
56,1.5485,1,748,ABC
63,1.5986,1,748,ABC
28,1.3486,1,748,ABC
49,1.5651,1,748,ABC
