typedNumber,typingRT,answerCorr,participant,group
72,1.6002,1,749,ABC
10,1.2334,1,749,ABC
14,1.0497,1,749,ABC
64,1.5498,1,749,ABC
36,1.9161,1,749,ABC
30,1.4164,1,749,ABC
20,1.0667,1,749,ABC
18,1.0495,1,749,ABC
54,1.483,1,749,ABC
45,1.1499,1,749,ABC
15,1.3828,1,749,ABC
48,2.0331,1,749,ABC
40,1.4665,1,749,ABC
6,1.4334,0,749,ABC
42,1.45,1,749,ABC
28,1.3499,1,749,ABC
32,1.0499,1,749,ABC
49,1.9666,1,749,ABC
6,2.9997,1,749,ABC
16,2.1331,1,749,ABC
8,1.0665,1,749,ABC
24,1.6832,1,749,ABC
12,1.1166,1,749,ABC
56,1.2336,1,749,ABC
9,1.0165,1,749,ABC
21,0.9831,1,749,ABC
27,1.3832,1,749,ABC
35,1.4161,1,749,ABC
24,1.1316,1,750,ABC
8,0.982,1,750,ABC
48,1.2483,1,750,ABC
15,1.0154,1,750,ABC
40,1.4485,1,750,ABC
42,1.2316,1,750,ABC
14,1.0321,1,750,ABC
72,1.3153,1,750,ABC
28,1.4821,1,750,ABC
56,1.0326,1,750,ABC
45,1.1653,1,750,ABC
30,1.5816,1,750,ABC
35,1.1321,1,750,ABC
32,1.0481,1,750,ABC
10,1.0987,1,750,ABC
64,1.4982,1,750,ABC
54,1.0822,1,750,ABC
63,1.5484,1,750,ABC
16,1.0821,1,750,ABC
9,0.9484,1,750,ABC
21,1.0651,1,750,ABC
18,1.1482,1,750,ABC
49,1.3819,1,750,ABC
6,0.9154,1,750,ABC
12,0.8489,1,750,ABC
27,1.0314,1,750,ABC
36,1.3487,1,750,ABC
20,1.1652,1,750,ABC
64,1.4346,1,751,BAC
9,1.0182,1,751,BAC
63,1.4188,1,751,BAC
40,1.4171,1,751,BAC
49,1.2003,1,751,BAC
45,1.1011,1,751,BAC
72,1.1333,1,751,BAC
18,1.0337,1,751,BAC
56,1.2003,1,751,BAC
21,0.9334,1,751,BAC
10,0.8999,1,751,BAC
54,1.0325,1,751,BAC
20,0.9508,1,751,BAC
28,1.0353,1,751,BAC
15,1.2176,1,751,BAC
12,0.8155,1,751,BAC
30,1.0671,1,751,BAC
24,1.0333,1,751,BAC
6,0.884,1,751,BAC
32,0.9673,1,751,BAC
27,1.2335,1,751,BAC
36,1.1337,1,751,BAC
8,0.9831,1,751,BAC
16,1.0662,1,751,BAC
14,0.9493,1,751,BAC
42,1.134,1,751,BAC
38,1.2838,0,751,BAC
35,1.1327,1,751,BAC
24,1.399,1,752,BCA
6,0.899,1,752,BCA
63,1.382,1,752,BCA
21,1.2,1,752,BCA
36,1.45,1,752,BCA
35,1.433,1,752,BCA
12,1.099,1,752,BCA
28,1.35,1,752,BCA
18,1.433,1,752,BCA
10,1.316,1,752,BCA
40,1.349,1,752,BCA
15,1.267,1,752,BCA
20,1.399,1,752,BCA
64,1.366,1,752,BCA
56,1.033,1,752,BCA
54,1.234,1,752,BCA
27,1.35,1,752,BCA
16,1.182,1,752,BCA
49,1.333,1,752,BCA
14,1.016,1,752,BCA
48,1.498,1,752,BCA
42,1.233,1,752,BCA
32,1.215,1,752,BCA
30,1.418,1,752,BCA
8,1.167,1,752,BCA
72,1.85,1,752,BCA
45,1.216,1,752,BCA
9,0.966,1,752,BCA
27,9.0779,1,753,ACB
24,2.0351,1,753,ACB
36,2.5314,1,753,ACB
48,1.6493,1,753,ACB
35,1.5682,1,753,ACB
64,1.2356,1,753,ACB
56,1.2655,1,753,ACB
18,1.9985,1,753,ACB
28,1.3346,1,753,ACB
6,1.0322,1,753,ACB
16,1.2492,1,753,ACB
14,0.9659,1,753,ACB
10,1.5155,1,753,ACB
63,1.8113,1,753,ACB
21,1.0151,1,753,ACB
49,1.3979,1,753,ACB
15,1.698,1,753,ACB
12,46.2746,1,753,ACB
54,1.2164,1,753,ACB
32,1.132,1,753,ACB
8,1.0685,1,753,ACB
9,1.0523,1,753,ACB
40,1.3154,1,753,ACB
45,0.9994,1,753,ACB
42,1.1662,1,753,ACB
20,1.3662,1,753,ACB
72,1.5296,1,753,ACB
30,1.402,1,753,ACB
63,2.1519,1,754,ABC
27,1.0341,1,754,ABC
42,0.8341,1,754,ABC
56,1.0037,1,754,ABC
49,1.4178,1,754,ABC
14,0.7863,1,754,ABC
24,0.7507,1,754,ABC
72,1.0839,1,754,ABC
32,0.7172,1,754,ABC
10,0.734,1,754,ABC
35,1.0044,0,754,ABC
45,1.0009,1,754,ABC
35,1.5181,1,754,ABC
21,0.6531,1,754,ABC
16,0.8508,1,754,ABC
28,0.9697,1,754,ABC
8,1.2011,1,754,ABC
20,3.0696,1,754,ABC
12,0.7004,1,754,ABC
6,0.9156,0,754,ABC
48,1.3512,1,754,ABC
30,0.8841,1,754,ABC
18,0.8673,1,754,ABC
5,0.8508,0,754,ABC
40,1.3345,1,754,ABC
15,1.2011,1,754,ABC
9,0.8839,1,754,ABC
9,2.149,1,755,CBA
8,1.134,1,755,CBA
36,1.5,1,755,CBA
72,1.834,1,755,CBA
21,1.134,1,755,CBA
64,1.489,1,755,CBA
10,1.48,1,755,CBA
40,1.833,1,755,CBA
56,2.551,1,755,CBA
14,1.254,1,755,CBA
12,0.968,1,755,CBA
24,1.166,1,755,CBA
28,1.784,1,755,CBA
6,1.232,1,755,CBA
49,1.6,1,755,CBA
45,1.432,1,755,CBA
35,1.3,1,755,CBA
20,1.35,1,755,CBA
48,1.731,1,755,CBA
63,1.732,1,755,CBA
54,1.467,1,755,CBA
18,1.749,1,755,CBA
15,1.983,1,755,CBA
30,1.616,1,755,CBA
32,1.299,1,755,CBA
42,1.535,1,755,CBA
27,1.301,1,755,CBA
16,1.233,1,755,CBA
28,1.9156,1,756,CAB
49,1.7326,1,756,CAB
6,1.6151,1,756,CAB
16,1.5487,1,756,CAB
40,1.432,1,756,CAB
27,1.8654,1,756,CAB
30,1.5655,1,756,CAB
8,1.532,1,756,CAB
54,1.686,1,756,CAB
15,1.5322,1,756,CAB
64,1.7127,1,756,CAB
42,1.6639,1,756,CAB
12,1.2425,1,756,CAB
35,1.6805,1,756,CAB
63,1.6985,1,756,CAB
32,1.8195,1,756,CAB
72,2.6824,1,756,CAB
20,1.5589,1,756,CAB
18,1.964,1,756,CAB
36,1.7637,1,756,CAB
9,1.231,1,756,CAB
56,1.8429,1,756,CAB
48,2.004,1,756,CAB
24,1.6211,1,756,CAB
10,1.2773,1,756,CAB
21,1.4969,1,756,CAB
14,1.1984,1,756,CAB
45,1.4593,1,756,CAB
18,2.0328,1,758,BCA
14,1.2496,1,758,BCA
24,1.2665,1,758,BCA
54,1.3825,1,758,BCA
20,1.333,1,758,BCA
27,1.2666,1,758,BCA
42,1.2998,1,758,BCA
16,1.3498000000000001,1,758,BCA
30,1.4825,1,758,BCA
45,1.3826,1,758,BCA
21,1.4329,1,758,BCA
48,2.0161,1,758,BCA
40,1.8493,1,758,BCA
6,1.6163,1,758,BCA
10,2.0497,1,758,BCA
72,2.1494,1,758,BCA
35,1.5824,1,758,BCA
36,2.6328,1,758,BCA
49,1.6829,1,758,BCA
28,1.8331,1,758,BCA
15,1.366,1,758,BCA
56,1.5498,1,758,BCA
8,1.4995,1,758,BCA
32,1.2331,1,758,BCA
9,1.2661,1,758,BCA
64,1.7828,1,758,BCA
63,1.6491,1,758,BCA
12,0.9832,1,758,BCA
10,1.332,1,759,ABC
49,1.4481,1,759,ABC
27,1.2158,1,759,ABC
16,1.1982,1,759,ABC
72,1.4154,1,759,ABC
21,0.9819,1,759,ABC
15,1.0315,1,759,ABC
54,1.2637,1,759,ABC
12,0.7656,1,759,ABC
45,1.0817,1,759,ABC
42,1.1483,1,759,ABC
48,1.5814,1,759,ABC
20,1.132,1,759,ABC
8,1.1488,1,759,ABC
18,1.1146,1,759,ABC
28,1.3148,1,759,ABC
63,1.3313,1,759,ABC
9,1.0317,1,759,ABC
32,0.9158,1,759,ABC
14,0.8991,1,759,ABC
24,0.9151,1,759,ABC
40,1.3821,1,759,ABC
6,0.9316,1,759,ABC
30,1.2645,1,759,ABC
56,1.0159,1,759,ABC
35,1.1644,1,759,ABC
64,1.2985,1,759,ABC
36,1.2476,1,759,ABC
40,1.6161,1,760,ABC
35,1.1161,1,760,ABC
24,0.8661,1,760,ABC
16,1.2492,1,760,ABC
42,1.0661,1,760,ABC
12,0.8163,1,760,ABC
32,0.9495,1,760,ABC
49,1.2161,1,760,ABC
20,1.0327,1,760,ABC
28,0.9827,1,760,ABC
15,0.9494,1,760,ABC
14,0.9494,1,760,ABC
8,0.8827,1,760,ABC
30,1.1161,1,760,ABC
21,0.8495,1,760,ABC
9,0.8828,1,760,ABC
5,0.9494,0,760,ABC
6,0.8828,1,760,ABC
10,1.0161,1,760,ABC
48,1.0829,1,760,ABC
27,1.233,1,760,ABC
45,1.2161,1,760,ABC
63,1.183,1,760,ABC
64,1.2494,1,760,ABC
18,1.1662,1,760,ABC
36,1.1662,1,760,ABC
54,0.9828,1,760,ABC
72,1.1828,1,760,ABC
6,1.3166,1,761,CBA
20,1.2328,1,761,CBA
54,1.335,1,761,CBA
8,1.268,1,761,CBA
64,2.1019,1,761,CBA
14,1.2996,1,761,CBA
35,1.5517,1,761,CBA
9,1.3016,1,761,CBA
48,1.535,1,761,CBA
45,1.1185,1,761,CBA
49,1.1167,1,761,CBA
24,2.0518,1,761,CBA
56,1.2661,1,761,CBA
15,1.1646,1,761,CBA
40,1.3497,1,761,CBA
42,1.3501,1,761,CBA
10,1.0665,1,761,CBA
30,1.2998,1,761,CBA
63,1.8331,1,761,CBA
16,1.2664,1,761,CBA
18,1.2331,1,761,CBA
36,1.833,1,761,CBA
72,1.8664,1,761,CBA
21,1.45,1,761,CBA
27,1.1828,1,761,CBA
1,1.033,0,761,CBA
32,1.3161,1,761,CBA
28,1.5833,1,761,CBA
8,1.2496,1,762,CAB
40,1.4009,1,762,CAB
48,1.114,1,762,CAB
14,1.1389,1,762,CAB
10,1.0013,1,762,CAB
6,0.8106,1,762,CAB
35,1.0744,1,762,CAB
12,0.8326,1,762,CAB
36,1.5156,1,762,CAB
9,0.818,1,762,CAB
24,0.9806,1,762,CAB
45,1.5435,1,762,CAB
32,0.9365,1,762,CAB
2,1.005,0,762,CAB
63,1.518,1,762,CAB
54,1.4641,1,762,CAB
27,1.0895,1,762,CAB
15,0.8988,1,762,CAB
56,1.1383,1,762,CAB
18,0.9892,1,762,CAB
64,1.4935,1,762,CAB
30,1.295,1,762,CAB
49,1.3222,1,762,CAB
16,0.9747,1,762,CAB
28,1.669,1,762,CAB
20,1.1248,1,762,CAB
72,1.2762,1,762,CAB
42,1.299,1,762,CAB
62,2.099,0,763,BAC
42,1.798,1,763,BAC
9,1.082,1,763,BAC
64,1.566,1,763,BAC
36,1.266,1,763,BAC
45,1.183,1,763,BAC
10,1.316,1,763,BAC
30,1.399,1,763,BAC
14,1.049,1,763,BAC
54,1.233,1,763,BAC
24,1.133,1,763,BAC
27,1.115,1,763,BAC
18,1.1,1,763,BAC
16,1.116,1,763,BAC
28,1.616,1,763,BAC
49,1.483,1,763,BAC
32,1.25,1,763,BAC
20,1.183,1,763,BAC
48,1.799,1,763,BAC
8,0.966,1,763,BAC
15,1.333,1,763,BAC
40,1.882,1,763,BAC
12,2.683,1,763,BAC
72,1.515,1,763,BAC
56,1.316,1,763,BAC
35,1.899,1,763,BAC
21,1.167,1,763,BAC
6,1.1,1,763,BAC
21,1.4825,1,764,BCA
8,1.5488,1,764,BCA
15,1.4339,1,764,BCA
12,1.2318,1,764,BCA
14,1.4153,1,764,BCA
45,1.7986,1,764,BCA
10,1.9648,1,764,BCA
16,1.3489,1,764,BCA
20,1.5488,1,764,BCA
30,1.532,1,764,BCA
49,2.0826,1,764,BCA
48,1.9825,1,764,BCA
42,1.6324,1,764,BCA
18,1.3157,1,764,BCA
27,1.4827,1,764,BCA
24,1.4655,1,764,BCA
64,2.3148,1,764,BCA
9,1.6484,1,764,BCA
6,1.3649,1,764,BCA
54,1.5652,1,764,BCA
36,1.683,1,764,BCA
28,2.2659,1,764,BCA
35,1.4667,1,764,BCA
40,1.7984,1,764,BCA
56,1.5994,1,764,BCA
32,1.2997,1,764,BCA
63,1.9483,1,764,BCA
72,1.949,1,764,BCA
3,0.8993,0,765,ABC
63,1.3158,1,765,ABC
40,1.0326,1,765,ABC
48,1.0161,1,765,ABC
27,1.0824,1,765,ABC
35,0.9991,1,765,ABC
72,1.116,1,765,ABC
12,0.766,1,765,ABC
49,1.3489,1,765,ABC
14,0.9328,1,765,ABC
20,0.916,1,765,ABC
9,0.9324,1,765,ABC
21,0.7658,1,765,ABC
64,0.9327,1,765,ABC
30,0.9325,1,765,ABC
15,0.9828,1,765,ABC
36,1.1659,1,765,ABC
18,0.9159,1,765,ABC
28,1,1,765,ABC
10,0.8659,1,765,ABC
32,0.8161,1,765,ABC
16,0.9658,1,765,ABC
54,0.966,1,765,ABC
45,0.8992,1,765,ABC
8,0.8828,1,765,ABC
42,1.1993,1,765,ABC
56,1.0834,1,765,ABC
6,0.8656,1,765,ABC
24,0.9331,1,765,ABC
40,1.5826,1,767,CBA
32,1.3827,1,767,CBA
26,1.4664,0,767,CBA
8,1.3827,1,767,CBA
10,1.383,1,767,CBA
49,1.4493,1,767,CBA
56,1.2661,1,767,CBA
28,1.2831,1,767,CBA
14,0.9662,1,767,CBA
45,0.9991,1,767,CBA
30,1.5163,1,767,CBA
64,1.6828,1,767,CBA
27,1.2833,1,767,CBA
20,2.1492,1,767,CBA
9,1.4661,1,767,CBA
35,1.2163,1,767,CBA
6,1.1328,1,767,CBA
63,1.4498,1,767,CBA
72,1.8163,1,767,CBA
21,1.0161,1,767,CBA
54,1.3163,1,767,CBA
18,1.2663,1,767,CBA
24,1.0664,1,767,CBA
48,1.3166,1,767,CBA
12,1.2494,1,767,CBA
15,1.0827,1,767,CBA
16,1.0497,1,767,CBA
42,1.3162,1,767,CBA
18,1.2018,1,769,BAC
30,1.1161,1,769,BAC
8,0.9862,1,769,BAC
21,0.8165,1,769,BAC
27,1.0188,1,769,BAC
28,1.0166,1,769,BAC
48,1.1328,1,769,BAC
32,0.8665,1,769,BAC
10,1.1013,1,769,BAC
40,1.2685,1,769,BAC
36,1.1993,1,769,BAC
9,0.9686,1,769,BAC
64,1.1163,1,769,BAC
54,1.0185,1,769,BAC
72,1.4165,1,769,BAC
14,0.8659,1,769,BAC
20,1.0816,1,769,BAC
15,0.9325,1,769,BAC
45,0.9831,1,769,BAC
24,1.2825,1,769,BAC
6,0.8999,1,769,BAC
63,2.266,1,769,BAC
49,1.3521,1,769,BAC
35,1.0334,1,769,BAC
42,0.9495,1,769,BAC
56,1.0497,1,769,BAC
12,0.8318,1,769,BAC
16,0.9165,1,769,BAC
9,1.3638,1,770,BCA
21,1.1822,1,770,BCA
45,1.3148,1,770,BCA
14,1.1321,1,770,BCA
15,1.3655,1,770,BCA
18,1.5988,1,770,BCA
16,1.3326,1,770,BCA
40,1.4983,1,770,BCA
64,1.4986,1,770,BCA
8,1.9312,1,770,BCA
49,1.497,1,770,BCA
32,1.432,1,770,BCA
24,1.5487,1,770,BCA
35,2.3494,1,770,BCA
42,1.3325,1,770,BCA
36,1.8482,1,770,BCA
12,1.2491,1,770,BCA
30,1.4982,1,770,BCA
54,1.2325,1,770,BCA
56,1.6985,1,770,BCA
6,0.9316,1,770,BCA
20,1.3821,1,770,BCA
10,1.0998000000000001,1,770,BCA
72,1.8986,1,770,BCA
48,3.0979,1,770,BCA
27,2.4649,1,770,BCA
63,2.2158,1,770,BCA
28,2.499,1,770,BCA
49,1.7485,1,771,ACB
45,1.3481,1,771,ACB
36,1.6144,1,771,ACB
18,1.2485,1,771,ACB
30,1.3311,1,771,ACB
40,1.4982,1,771,ACB
12,0.9298,1,771,ACB
72,1.8652,1,771,ACB
64,1.4146,1,771,ACB
15,1.2147,1,771,ACB
35,1.3817,1,771,ACB
6,1.1981,1,771,ACB
16,1.215,1,771,ACB
32,1.2651,1,771,ACB
63,1.5812,1,771,ACB
42,1.3657,1,771,ACB
9,1.0646,1,771,ACB
20,1.2799,1,771,ACB
56,1.2149,1,771,ACB
48,2.2486,1,771,ACB
10,1.2976,1,771,ACB
21,0.9817,1,771,ACB
24,1.2824,1,771,ACB
27,1.2653,1,771,ACB
54,1.4649,1,771,ACB
8,1.0486,1,771,ACB
28,1.6819,1,771,ACB
14,1.0812,1,771,ACB
40,0.934,1,772,ABC
12,0.702,1,772,ABC
32,0.766,1,772,ABC
45,1.296,1,772,ABC
18,1.13,1,772,ABC
8,0.63,1,772,ABC
21,0.668,1,772,ABC
54,0.892,1,772,ABC
63,0.98,1,772,ABC
14,1.098,1,772,ABC
42,0.887,1,772,ABC
6,0.817,1,772,ABC
56,0.964,1,772,ABC
15,0.835,1,772,ABC
28,0.968,1,772,ABC
49,0.986,1,772,ABC
20,0.949,1,772,ABC
27,1.302,1,772,ABC
16,0.882,1,772,ABC
36,1.001,1,772,ABC
64,1.055,1,772,ABC
10,0.717,1,772,ABC
35,1.138,1,772,ABC
72,0.914,1,772,ABC
30,1.016,1,772,ABC
9,0.652,1,772,ABC
24,0.78,1,772,ABC
48,1.001,1,772,ABC
32,1.5171,1,773,CBA
16,1.1838,1,773,CBA
56,1.2336,1,773,CBA
48,1.4837,1,773,CBA
45,1.1169,1,773,CBA
21,0.9004,1,773,CBA
14,0.9836,1,773,CBA
36,1.7338,1,773,CBA
63,1.4671,1,773,CBA
6,0.9501,1,773,CBA
35,1.167,1,773,CBA
9,1.0002,1,773,CBA
10,0.9172,1,773,CBA
20,1.0672,1,773,CBA
8,1.2345,1,773,CBA
72,1.1669,1,773,CBA
28,1.3337,1,773,CBA
12,0.8171,1,773,CBA
18,0.9336,1,773,CBA
42,1.3337,1,773,CBA
40,1.2504,1,773,CBA
30,1.3338,1,773,CBA
64,1.2671,1,773,CBA
49,1.2671,1,773,CBA
27,1.2668,1,773,CBA
15,1.0835,1,773,CBA
24,1.0169,1,773,CBA
54,1.2671,1,773,CBA
64,1.8817,1,775,BAC
56,1.2325,1,775,BAC
32,1.0819,1,775,BAC
35,1.1491,1,775,BAC
72,1.7159,1,775,BAC
6,1.0659,1,775,BAC
18,1.4489,1,775,BAC
54,1.1657,1,775,BAC
42,1.3653,1,775,BAC
36,1.4322,1,775,BAC
45,1.1141,1,775,BAC
24,1.1326,1,775,BAC
30,1.4158,1,775,BAC
40,1.416,1,775,BAC
9,1.0324,1,775,BAC
16,1.2326,1,775,BAC
28,1.5156,1,775,BAC
15,1.099,1,775,BAC
10,1.3161,1,775,BAC
12,0.9151,1,775,BAC
27,1.3829,1,775,BAC
21,0.9824,1,775,BAC
49,1.5487,1,775,BAC
48,1.6981,1,775,BAC
20,1.3321,1,775,BAC
8,1.049,1,775,BAC
63,1.5327,1,775,BAC
14,1.1829,1,775,BAC
24,4.017,1,776,BCA
15,1.5493,1,776,BCA
45,1.2499,1,776,BCA
72,1.8669,1,776,BCA
21,0.9165,1,776,BCA
42,1.5837,1,776,BCA
54,1.1594,1,776,BCA
28,1.1992,1,776,BCA
27,1.3654,1,776,BCA
35,1.1835,1,776,BCA
56,1.1663,1,776,BCA
32,1.0676,1,776,BCA
8,1.0665,1,776,BCA
12,0.9516,1,776,BCA
48,1.7339,1,776,BCA
40,2.9008,1,776,BCA
3,1.2158,0,776,BCA
49,1.5163,1,776,BCA
20,1.4678,1,776,BCA
14,1.2503,1,776,BCA
6,1.3821,1,776,BCA
64,1.2489,1,776,BCA
63,1.4327,1,776,BCA
9,1.2492,1,776,BCA
10,1.3338,1,776,BCA
18,1.1983,1,776,BCA
36,1.7857,1,776,BCA
16,1.1502,1,776,BCA
27,4.3524,1,777,ABC
56,1.7335,1,777,ABC
45,2.8338,1,777,ABC
16,2.0168,1,777,ABC
8,1.0663,1,777,ABC
64,1.417,1,777,ABC
9,1.1664,1,777,ABC
31,1.1991,0,777,ABC
6,1.1331,1,777,ABC
24,1.2333,1,777,ABC
14,0.9999,1,777,ABC
54,1.2833,1,777,ABC
20,1.6334,1,777,ABC
15,1.083,1,777,ABC
49,1.4335,1,777,ABC
40,1.6172,1,777,ABC
10,1.1177,1,777,ABC
30,1.6666,1,777,ABC
28,1.5503,1,777,ABC
35,1.4665,1,777,ABC
42,1.6665,1,777,ABC
72,1.7173,1,777,ABC
63,2.0503,1,777,ABC
12,1.2329,1,777,ABC
21,2.1006,1,777,ABC
36,1.417,1,777,ABC
18,1.4837,1,777,ABC
48,1.5506,1,777,ABC
390,2.1171,0,778,ABC
14,1.5837,1,778,ABC
27,2.0673,1,778,ABC
63,1.9344,1,778,ABC
20,1.3333,1,778,ABC
12,1.1671,1,778,ABC
45,1.317,1,778,ABC
72,1.5837,1,778,ABC
15,1.4495,1,778,ABC
16,1.2834,1,778,ABC
9,1.1,1,778,ABC
18,1.4004,1,778,ABC
42,1.2835,1,778,ABC
30,1.4512,1,778,ABC
32,1.5637,1,778,ABC
35,2.3134,1,778,ABC
40,1.5211,1,778,ABC
10,1.2873000000000001,1,778,ABC
24,1.563,1,778,ABC
21,1.2835,1,778,ABC
6,1.3171,1,778,ABC
8,1.2503,1,778,ABC
28,1.6706,1,778,ABC
54,2.201,1,778,ABC
48,2.2673,1,778,ABC
36,1.7006,1,778,ABC
49,2.4377,1,778,ABC
56,1.4502,1,778,ABC
64,1.5172,1,778,ABC
20,1.283,1,779,CBA
24,1.0173,1,779,CBA
8,0.8985,1,779,CBA
21,0.9164,1,779,CBA
14,1.0166,1,779,CBA
64,1.4654,1,779,CBA
6,1.0328,1,779,CBA
56,1.1661,1,779,CBA
36,1.1659,1,779,CBA
72,1.316,1,779,CBA
28,1.2496,1,779,CBA
10,1.0993,1,779,CBA
27,1.2164,1,779,CBA
48,1.3665,1,779,CBA
45,1.0661,1,779,CBA
49,1.2501,1,779,CBA
40,1.683,1,779,CBA
30,1.1331,1,779,CBA
18,1.0486,1,779,CBA
63,1.3989,1,779,CBA
9,0.8828,1,779,CBA
15,1.1991,1,779,CBA
32,1.1334,1,779,CBA
35,1.2491,1,779,CBA
54,1.3494,1,779,CBA
12,1.016,1,779,CBA
42,1.2661,1,779,CBA
16,1.1329,1,779,CBA
6,1.7158,1,782,BCA
40,1.1322,1,782,BCA
21,0.8492,1,782,BCA
14,0.8658,1,782,BCA
48,1.2656,1,782,BCA
36,1.3991,1,782,BCA
28,1.1493,1,782,BCA
63,1.2827,1,782,BCA
54,1.0496,1,782,BCA
27,1.2489,1,782,BCA
9,0.799,1,782,BCA
10,1.1996,1,782,BCA
49,1.2663,1,782,BCA
12,0.8325,1,782,BCA
24,1.0162,1,782,BCA
64,1.2992,1,782,BCA
20,0.8322,1,782,BCA
42,0.9324,1,782,BCA
56,1.0684,1,782,BCA
35,1.0161,1,782,BCA
18,1.0331,1,782,BCA
32,0.8495,1,782,BCA
8,0.8824,1,782,BCA
72,0.9826,1,782,BCA
30,1.0161,1,782,BCA
45,0.9331,1,782,BCA
15,0.966,1,782,BCA
16,0.9523,1,782,BCA
80,21.5767,0,783,ABC
139,67.4946,0,783,ABC
15,3.1161,1,783,ABC
21,9.4982,0,783,ABC
53,28.1457,0,783,ABC
116,10.3481,0,783,ABC
140,7.0822,0,783,ABC
152,3.0666,0,783,ABC
173,11.6813,0,783,ABC
182,16.0143,0,783,ABC
222,16.4307,0,783,ABC
258,6.4286,0,783,ABC
268,3.2994,0,783,ABC
313,14.2686,0,783,ABC
377,9.0525,0,783,ABC
485,12.7442,0,783,ABC
533,13.9477,0,783,ABC
587,7.6154,0,783,ABC
629,11.0156,0,783,ABC
645,12.3149,0,783,ABC
675,12.948,0,783,ABC
695,7.8277,0,783,ABC
732,36.4615,0,783,ABC
781,12.1856,0,783,ABC
789,5.249,0,783,ABC
861,13.3579,0,783,ABC
896,8.0609,0,783,ABC
924,17.4639,0,783,ABC
980,29.262,0,783,ABC
994,6.4656,0,783,ABC
10,1.015,1,784,ABC
9,0.968,1,784,ABC
20,1.032,1,784,ABC
72,0.999,1,784,ABC
35,0.9,1,784,ABC
32,0.933,1,784,ABC
56,0.85,1,784,ABC
64,0.917,1,784,ABC
21,0.85,1,784,ABC
49,1.134,1,784,ABC
8,0.85,1,784,ABC
40,0.95,1,784,ABC
6,0.767,1,784,ABC
28,1.033,1,784,ABC
63,0.95,1,784,ABC
16,0.784,1,784,ABC
54,1.099,1,784,ABC
12,0.666,1,784,ABC
24,0.717,1,784,ABC
45,0.716,1,784,ABC
42,0.766,1,784,ABC
18,0.95,1,784,ABC
48,0.932,1,784,ABC
14,0.733,1,784,ABC
30,0.851,1,784,ABC
27,0.851,1,784,ABC
15,0.668,1,784,ABC
36,1.116,1,784,ABC
36,2,1,786,CAB
48,1.549,1,786,CAB
16,1.399,1,786,CAB
18,1.332,1,786,CAB
30,1.234,1,786,CAB
40,1.2,1,786,CAB
49,1.349,1,786,CAB
54,1.333,1,786,CAB
14,1.098,1,786,CAB
42,1.167,1,786,CAB
9,1.2,1,786,CAB
10,1.25,1,786,CAB
45,1.198,1,786,CAB
64,1.617,1,786,CAB
72,1.35,1,786,CAB
12,0.984,1,786,CAB
15,1.099,1,786,CAB
6,1.033,1,786,CAB
21,1.168,1,786,CAB
35,1.165,1,786,CAB
20,1.149,1,786,CAB
63,1.417,1,786,CAB
8,1.317,1,786,CAB
24,1.133,1,786,CAB
56,1.15,1,786,CAB
28,1.55,1,786,CAB
27,1.366,1,786,CAB
32,1.017,1,786,CAB
63,2.3,1,789,ACB
64,1.5495,1,789,ACB
45,1.1839,1,789,ACB
49,1.3498000000000001,1,789,ACB
9,1.1332,1,789,ACB
12,1.0329,1,789,ACB
30,1.3164,1,789,ACB
42,1.1328,1,789,ACB
72,1.9335,1,789,ACB
21,0.9157,1,789,ACB
32,1.5996,1,789,ACB
35,1.2161,1,789,ACB
56,1.3331,1,789,ACB
20,3.7491,1,789,ACB
18,1.5328,1,789,ACB
10,1.2166,1,789,ACB
54,1.6831,1,789,ACB
24,1.1168,1,789,ACB
36,1.1666,1,789,ACB
27,1.7327,1,789,ACB
15,1.2833,1,789,ACB
28,1.2832,1,789,ACB
8,1.2329,1,789,ACB
14,1.3828,1,789,ACB
48,1.7167,1,789,ACB
40,1.4826,1,789,ACB
6,1.3166,1,789,ACB
16,1.1831,1,789,ACB
30,1.4942,1,790,ABC
20,0.6817,1,790,ABC
10,1.8153,1,790,ABC
28,1.0447,1,790,ABC
21,0.6945,1,790,ABC
9,0.7518,1,790,ABC
48,1.3027,1,790,ABC
6,1.0922,1,790,ABC
72,1.2512,1,790,ABC
56,0.9251,1,790,ABC
54,0.8911,1,790,ABC
42,0.6923,1,790,ABC
35,0.8318,1,790,ABC
8,1.0906,1,790,ABC
15,0.8221,1,790,ABC
36,1.0917,1,790,ABC
49,0.8675,1,790,ABC
18,1.0143,1,790,ABC
64,1.2796,1,790,ABC
14,0.8356,1,790,ABC
27,0.9716,1,790,ABC
24,0.9809,1,790,ABC
32,0.747,1,790,ABC
16,1.1581,1,790,ABC
63,1.2802,1,790,ABC
45,0.8693,1,790,ABC
12,0.5971,1,790,ABC
40,0.8105,1,790,ABC
45,1.2664,1,792,CAB
32,1.3493,1,792,CAB
48,1.5324,1,792,CAB
10,1.286,1,792,CAB
12,1.0298,1,792,CAB
49,1.4689,1,792,CAB
15,1.1657,1,792,CAB
28,1.5492,1,792,CAB
24,1.0794,1,792,CAB
56,1.4196,1,792,CAB
30,1.3322,1,792,CAB
54,1.3534,1,792,CAB
21,0.9658,1,792,CAB
72,1.6798,1,792,CAB
64,1.4672,1,792,CAB
18,1.5837,1,792,CAB
27,1.3163,1,792,CAB
6,1.0995,1,792,CAB
9,1.2957,1,792,CAB
20,1.2324,1,792,CAB
