typedNumber,typingRT,answerCorr,typingLoopPract.thisRepN,typingLoopPract.thisTrialN,typingLoopPract.thisN,typingLoopPract.thisIndex,typingLoopPract.ran,productNo,participant,session,group,date,expName,psychopyVersion,OS,frameRate,typingRTrial.thisRepN,typingRTrial.thisTrialN,typingRTrial.thisN,typingRTrial.thisIndex,typingRTrial.ran,typedAnswer,multiplyRT,multiplyCorr,multiLoopPrac.thisRepN,multiLoopPrac.thisTrialN,multiLoopPrac.thisN,multiLoopPrac.thisIndex,multiLoopPrac.ran,problem,OperandType,productType,Answer,multiRTrial.thisRepN,multiRTrial.thisTrialN,multiRTrial.thisN,multiRTrial.thisIndex,multiRTrial.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fileee,TaskA.thisRepN,TaskA.thisTrialN,TaskA.thisN,TaskA.thisIndex,TaskA.ran,TaskOrderCond.thisRepN,TaskOrderCond.thisTrialN,TaskOrderCond.thisN,TaskOrderCond.thisIndex,TaskOrderCond.ran,nRepsTask1,nRepsTask2,nRepsTask3,correct,respMousePrac.x,respMousePrac.y,respMousePrac.leftButton,respMousePrac.midButton,respMousePrac.rightButton,vptLoopPrac.thisRepN,vptLoopPrac.thisTrialN,vptLoopPrac.thisN,vptLoopPrac.thisIndex,vptLoopPrac.ran,tiles,rows,cols,vptCorrect,respMouse.x,respMouse.y,respMouse.leftButton,respMouse.midButton,respMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,noOfBlocks,blockDuration,conditionLoop.thisRepN,conditionLoop.thisTrialN,conditionLoop.thisN,conditionLoop.thisIndex,conditionLoop.ran,sheet,readyMsg,TaskC.thisRepN,TaskC.thisTrialN,TaskC.thisN,TaskC.thisIndex,TaskC.ran,typedAudioPrac,audioPracRT,audioPrCorr,audioLoopPrac.thisRepN,audioLoopPrac.thisTrialN,audioLoopPrac.thisN,audioLoopPrac.thisIndex,audioLoopPrac.ran,audiospan,digits_audio,soundsJS,EgnerDSresponse,EgnerDSrt,EgnerDSscore,audioRTrial.thisRepN,audioRTrial.thisTrialN,audioRTrial.thisN,audioRTrial.thisIndex,audioRTrial.ran,digitSpan,audioCondLoop.thisRepN,audioCondLoop.thisTrialN,audioCondLoop.thisN,audioCondLoop.thisIndex,audioCondLoop.ran,Condition
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,54,2.023,1,,,,,,6 x 9 =,smallFirst,largeProd,54,0,10,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,10,1.881,1,,,,,,5 x 2 =,largeFirst,smallProd,10,0,11,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,6,1.581,1,,,,,,3 x 2 =,largeFirst,smallProd,6,0,12,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,20,1.587,1,,,,,,4 x 5 =,smallFirst,smallProd,20,0,13,13,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,48,2.187,1,,,,,,6 x 8 =,smallFirst,largeProd,48,0,14,14,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,24,1.648,1,,,,,,6 x 4 =,largeFirst,smallProd,24,0,15,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,72,2.158,1,,,,,,8 x 9 =,smallFirst,largeProd,72,0,16,16,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,42,1.987,1,,,,,,7 x 6 =,largeFirst,largeProd,42,0,17,17,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,49,1.881,1,,,,,,7 x 7 =,tie,largeProd,49,0,18,18,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,56,2.097,1,,,,,,7 x 8 =,smallFirst,largeProd,56,0,19,19,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,45,1.491,1,,,,,,9 x 5 =,largeFirst,largeProd,45,0,20,20,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,12,1.419,1,,,,,,4 x 3 =,largeFirst,smallProd,12,0,21,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,4.96,0,,,,,,3 x 3 =,tie,smallProd,9,0,22,22,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,18,2.159,1,,,,,,6 x 3 =,largeFirst,smallProd,18,0,23,23,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,12,1.805,1,,,,,,2 x 6 =,smallFirst,smallProd,12,0,24,24,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,16,1.971,1,,,,,,8 x 2 =,largeFirst,smallProd,16,0,25,25,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,14,1.488,1,,,,,,7 x 2 =,largeFirst,smallProd,14,0,26,26,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,18,1.772,1,,,,,,2 x 9 =,smallFirst,smallProd,18,0,27,27,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,63,2.716,1,,,,,,9 x 7 =,largeFirst,largeProd,63,0,28,28,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,8,1.539,1,,,,,,2 x 4 =,smallFirst,smallProd,8,0,29,29,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,multiplOne.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,6,2.336,1,,,,,,2 x 3 =,smallFirst,smallProd,6,0,0,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,24,1.573,1,,,,,,4 x 6 =,smallFirst,smallProd,24,0,1,1,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,16,1.666,1,,,,,,4 x 4 =,tie,smallProd,16,0,2,2,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,36,2.197,1,,,,,,9 x 4 =,largeFirst,largeProd,36,0,3,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,21,1.351,1,,,,,,7 x 3 =,largeFirst,smallProd,21,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,15,1.659,1,,,,,,5 x 3 =,largeFirst,smallProd,15,0,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,35,1.469,1,,,,,,5 x 7 =,smallFirst,largeProd,35,0,6,6,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,12,1.238,1,,,,,,3 x 4 =,smallFirst,smallProd,12,0,7,7,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,16,1.911,1,,,,,,2 x 8 =,smallFirst,smallProd,16,0,8,8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,27,1.778,1,,,,,,3 x 9 =,smallFirst,largeProd,27,0,9,9,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,14,1.421,1,,,,,,2 x 7 =,smallFirst,smallProd,14,0,10,10,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,12,1.29,1,,,,,,6 x 2 =,largeFirst,smallProd,12,0,11,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,63,2.067,1,,,,,,7 x 9 =,smallFirst,largeProd,63,0,12,12,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,10,1.382,1,,,,,,2 x 5 =,smallFirst,smallProd,10,0,13,13,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,28,1.831,1,,,,,,7 x 4 =,largeFirst,largeProd,28,0,14,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,56,1.677,1,,,,,,8 x 7 =,largeFirst,largeProd,56,0,15,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,24,1.699,1,,,,,,8 x 3 =,largeFirst,smallProd,24,0,16,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,32,1.425,1,,,,,,4 x 8 =,smallFirst,largeProd,32,0,17,17,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,72,1.73,1,,,,,,9 x 8 =,largeFirst,largeProd,72,0,18,18,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,8,1.747,1,,,,,,4 x 2 =,largeFirst,smallProd,8,0,19,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,18,1.845,1,,,,,,9 x 2 =,largeFirst,smallProd,18,0,20,20,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,20,1.677,1,,,,,,5 x 4 =,largeFirst,smallProd,20,0,21,21,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,40,1.605,1,,,,,,8 x 5 =,largeFirst,largeProd,40,0,22,22,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,45,1.63,1,,,,,,5 x 9 =,smallFirst,largeProd,45,0,23,23,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,42,1.633,1,,,,,,6 x 7 =,smallFirst,largeProd,42,0,24,24,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,54,1.756,1,,,,,,9 x 6 =,largeFirst,largeProd,54,0,25,25,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,64,1.627,1,,,,,,8 x 8 =,tie,largeProd,64,0,26,26,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,18,1.713,1,,,,,,3 x 6 =,smallFirst,smallProd,18,0,27,27,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,48,2.267,1,,,,,,8 x 6 =,largeFirst,largeProd,48,0,28,28,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,30,1.69,1,,,,,,5 x 6 =,smallFirst,largeProd,30,0,29,29,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,multiplTwo.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0.033564815,-0.350694444,1,0,0,0,0,0,2,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0.042824074,-0.342592593,1,0,0,0,1,1,0,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-0.005787037,-0.349537037,1,0,0,0,2,2,1,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,TRUE,0.072916667,-0.349537037,1,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,TRUE,0.003472222,-0.355324074,1,0,0,0,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,TRUE,-0.083333333,-0.357638889,1,0,0,0,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,blockTwo.xlsx,Ready for the next set? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,-0.001157407,-0.340277778,1,0,0,0,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,0.100694444,-0.326388889,1,0,0,0,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,0.016203704,-0.336805556,1,0,0,0,2,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,blockThree.xlsx,Ready for the next set? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,-0.053240741,-0.344907407,1,0,0,0,0,0,0,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,0.002314815,-0.342592593,1,0,0,0,1,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987,1,ACB,2021-03-26_11h12.59.421,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,TRUE,-0.020833333,-0.340277778,1,0,0,0,2,2,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
