typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group,mean_blocks,max_digitspan,digitspan_type,median_RT,num_correct_trials,interference_score
72,1.5169,1,9 x 8 =,largeFirst,largeProd,690,CAB,9.666666666666666,9,WAIS,1.1990500000000002,28,19
35,1.2154,1,5 x 7 =,smallFirst,largeProd,690,CAB,9.666666666666666,9,WAIS,1.1990500000000002,28,7
30,1.7192,1,5 x 6 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,6
24,2.1031,1,4 x 6 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,12
21,1.8193,1,7 x 3 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
16,1.6858,1,2 x 8 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
32,1.6359,1,4 x 8 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,25
45,1.4521,1,5 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,6
72,2.103,1,9 x 8 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,19
15,1.452,1,5 x 3 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,2
48,2.1197,1,8 x 6 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,11
12,1.2685,1,6 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,3
18,1.754,1,3 x 6 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,8
6,1.4856,1,2 x 3 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,0
18,1.8695,1,9 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
36,3.3051,1,9 x 4 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
56,5.3249,1,8 x 7 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
27,3.2548,1,3 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
40,2.32,1,8 x 5 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
10,3.6721,1,2 x 5 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,0
63,2.537,1,7 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,17
24,2.9043,1,8 x 3 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
12,1.335,1,3 x 4 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,10
35,2.3199,1,5 x 7 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
16,3.8058,1,4 x 4 =,tie,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,5
14,1.9193,1,2 x 7 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,4
8,1.7193,1,4 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,1
64,2.1198,1,8 x 8 =,tie,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,19
36,3.8557,0,7 x 4 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,17
42,2.2034,1,6 x 7 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,22
20,2.0533,1,5 x 4 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,8
54,4.2564,1,9 x 6 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
20,1.8193,1,4 x 5 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,8
36,2.17,1,4 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
54,1.669,1,6 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
12,1.4855,1,2 x 6 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,3
15,1.8208,1,3 x 5 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,2
45,2.0863,1,9 x 5 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,6
28,2.2868,1,4 x 7 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,17
56,2.9211,1,7 x 8 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
16,1.6858,1,8 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
48,2.3868,1,6 x 8 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,11
49,1.7871,1,7 x 7 =,tie,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
21,1.352,1,3 x 7 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
72,2.6536,1,8 x 9 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,19
18,2.9211,1,6 x 3 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,8
24,1.9362,1,3 x 8 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,13
6,1.9363,1,3 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,0
42,3.4384,1,7 x 6 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,22
18,1.8026,1,2 x 9 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
10,1.6858,1,5 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,0
63,2.5707,1,9 x 7 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,17
9,1.2857,1,3 x 3 =,tie,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,0
35,5.6418,1,7 x 5 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,7
24,1.8028,1,6 x 4 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,12
32,1.9543,1,8 x 4 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,25
8,1.5189,1,2 x 4 =,smallFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,1
40,1.8528,1,5 x 8 =,smallFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
14,1.8027,1,7 x 2 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,4
27,4.8243,1,9 x 3 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,9
12,1.6523,1,4 x 3 =,largeFirst,smallProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,10
30,2.1531,1,6 x 5 =,largeFirst,largeProd,692,BCA,9.333333333333334,7,WAIS,1.4186,27,6
8,1.7831,1,2 x 4 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,1
45,1.5829,1,9 x 5 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,6
28,1.7822,1,4 x 7 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,17
18,2.699,1,6 x 3 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,8
36,2.3996,1,4 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
6,1.3996,1,3 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,0
54,1.7658,1,6 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
14,1.716,1,7 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,4
16,1.5488,1,8 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
56,3.1853,1,7 x 8 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
48,2.4322,1,6 x 8 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,11
10,1.5992,1,5 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,0
42,3.0567,1,7 x 6 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,22
9,1.3494,1,3 x 3 =,tie,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,0
32,2.1326,1,8 x 4 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,25
21,3.0492,1,3 x 7 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
20,1.7327,1,4 x 5 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,8
12,1.2164,1,4 x 3 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,10
40,2.6317,1,5 x 8 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
24,2.1995,1,3 x 8 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
35,1.8152,1,7 x 5 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
30,3.1326,1,6 x 5 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,6
18,1.4322,1,2 x 9 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
24,2.0328,1,6 x 4 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,12
72,2.4151,1,8 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,19
27,2.7993,1,9 x 3 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
15,1.6161,1,3 x 5 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,2
12,1.2658,1,2 x 6 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,3
63,2.8996,1,9 x 7 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,17
49,2.7003,1,7 x 7 =,tie,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
30,3.051,1,5 x 6 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,6
8,1.5138,1,4 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,1
56,1.8661,1,8 x 7 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
16,1.7665,1,2 x 8 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
18,1.8487,1,3 x 6 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,8
14,1.1325,1,2 x 7 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,4
27,2.3157,1,3 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
54,1.8326,1,9 x 6 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
36,2.0834,1,9 x 4 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
10,1.4665,1,2 x 5 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,0
12,1.0327,1,3 x 4 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,10
20,1.5321,1,5 x 4 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,8
21,1.3327,1,7 x 3 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
63,3.1658,1,7 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,17
72,2.4827,1,9 x 8 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,19
48,2.2639,1,8 x 6 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,11
12,0.9363,1,6 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,3
2,2.0159,0,8 x 3 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,13
35,2.8825,1,5 x 7 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
24,1.5325,1,4 x 6 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,12
40,1.9986,1,8 x 5 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,9
32,1.4158,1,4 x 8 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,25
6,1.4162,1,2 x 3 =,smallFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,0
16,1.7997,1,4 x 4 =,tie,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,5
42,3.7459,1,6 x 7 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,22
18,2.0164,1,9 x 2 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,7
15,1.5329,1,5 x 3 =,largeFirst,smallProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,2
28,2.9492,1,7 x 4 =,largeFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,17
64,2.016,1,8 x 8 =,tie,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,19
45,2.9163,1,5 x 9 =,smallFirst,largeProd,694,ACB,8.333333333333334,6,WAIS,1.41555,28,6
45,1.8346,1,9 x 5 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,6
28,5.0776,1,4 x 7 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,17
15,2.0552,1,3 x 5 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,2
72,2.7332,1,8 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,19
36,2.113,1,4 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
24,2.0763,1,6 x 4 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,12
49,2.1078,1,7 x 7 =,tie,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
42,3.2773,1,7 x 6 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,22
18,2.3656,0,9 x 3 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
40,1.7504,1,5 x 8 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
18,1.601,1,2 x 9 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
6,1.4813,1,3 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,0
14,1.5002,1,7 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,4
32,23.4013,1,8 x 4 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,25
8,1.5879,1,2 x 4 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,1
35,1.507,1,7 x 5 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
16,1.6208,1,8 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
54,1.9345,1,6 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
12,1.1209,1,4 x 3 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,10
63,3.8126,1,9 x 7 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,17
18,1.8463,1,6 x 3 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,8
24,2.1767,1,3 x 8 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
56,2.2424,1,7 x 8 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
20,2.8757,1,4 x 5 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,8
10,1.3762,1,5 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,0
48,1.9332,1,6 x 8 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,11
30,2.1764,1,6 x 5 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,6
9,1.2389,1,3 x 3 =,tie,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,0
12,1.5291,1,2 x 6 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,3
21,1.2591,1,3 x 7 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
24,3.9019,1,4 x 6 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,12
14,1.2482,1,2 x 7 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,4
35,1.775,1,5 x 7 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
32,2.6914,1,4 x 8 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,25
16,1.9537,1,2 x 8 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
72,2.277,1,9 x 8 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,19
48,1.9226,1,8 x 6 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,11
8,2.0538,1,4 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,1
20,1.4345,1,5 x 4 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,8
21,1.239,1,7 x 3 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
18,1.9681,1,3 x 6 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,8
6,1.2916,1,2 x 3 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,0
40,1.6149,1,8 x 5 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
12,1.1557,1,3 x 4 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,10
63,3.0569,1,7 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,17
42,2.4128,1,6 x 7 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,22
36,4.0237,1,9 x 4 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
24,3.1345,1,8 x 3 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
18,2.0326,1,9 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,7
12,1.2515,1,6 x 2 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,3
15,1.2348,1,5 x 3 =,largeFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,2
45,2.0771,1,5 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,6
28,4.7419,1,7 x 4 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,17
64,3.3562,1,8 x 8 =,tie,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,19
27,4.4398,1,3 x 9 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
30,3.4434,1,5 x 6 =,smallFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,6
16,1.3792,1,4 x 4 =,tie,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,5
54,2.9602,1,9 x 6 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,13
10,1.3978,1,2 x 5 =,smallFirst,smallProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,0
56,3.5464,1,8 x 7 =,largeFirst,largeProd,695,ACB,9.333333333333334,6,WAIS,1.2813,28,9
36,2.7821,1,4 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
10,1.6653,1,5 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,0
35,2.2822,1,7 x 5 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
12,1.0828,1,2 x 6 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,3
27,1.7654,1,9 x 3 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
16,1.383,1,8 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
21,1.1827,1,3 x 7 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
56,3.318,1,7 x 8 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
72,2.5817,1,8 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,19
15,1.3962,1,3 x 5 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,2
12,1.5081,1,4 x 3 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,10
40,1.5757,1,5 x 8 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
6,1.4444,1,3 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,0
45,1.8289,1,9 x 5 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,6
63,2.6694,1,9 x 7 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,17
20,1.2334,1,4 x 5 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,8
24,1.5498,1,3 x 8 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
30,1.6668,1,6 x 5 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,6
8,1.7505,1,2 x 4 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,1
14,1.6661,1,7 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,4
42,2.0325,1,7 x 6 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,22
32,5.6972,1,8 x 4 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,25
48,2.9652,1,6 x 8 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,11
18,2.4497,1,6 x 3 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,8
54,3.0662,1,6 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
28,2.133,1,4 x 7 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,17
9,1.1829,1,3 x 3 =,tie,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,0
18,1.8156,1,2 x 9 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
49,1.8167,1,7 x 7 =,tie,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
24,1.6666,1,6 x 4 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,12
56,2.0319,1,8 x 7 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
24,1.3327,1,8 x 3 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
15,1.5521,1,5 x 3 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,2
6,2.0819,1,2 x 3 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,0
30,2.7151,1,5 x 6 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,6
36,3.9149,1,9 x 4 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
16,1.4824,1,4 x 4 =,tie,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,5
10,1.3323,1,2 x 5 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,0
24,1.5989,1,4 x 6 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,12
18,1.3659,1,3 x 6 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,8
48,2.1189,1,8 x 6 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,11
40,1.632,1,8 x 5 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
72,2.6153,1,9 x 8 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,19
20,1.8657,1,5 x 4 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,8
21,1.732,1,7 x 3 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
54,2.5015,1,9 x 6 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,13
28,1.9793,1,7 x 4 =,largeFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,17
12,1.333,1,6 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,3
64,2.5154,1,8 x 8 =,tie,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,19
45,1.7659,1,5 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,6
18,1.4495,1,9 x 2 =,largeFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
27,2.6153,1,3 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,9
35,1.9162,1,5 x 7 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
32,3.6145,1,4 x 8 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,25
12,1.8492,1,3 x 4 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,10
63,2.5617,1,7 x 9 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,17
16,1.8522,1,2 x 8 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,7
42,2.0324,1,6 x 7 =,smallFirst,largeProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,22
14,2.2323,1,2 x 7 =,smallFirst,smallProd,696,CAB,12.333333333333334,7,WAIS,1.25785,27,4
