typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group,mean_blocks,max_digitspan,digitspan_type,median_RT,num_correct_trials,interference_score
10,1.5163,1,5 x 2 =,largeFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,0
40,2.3661,1,5 x 8 =,smallFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,9
45,2.8166,1,9 x 5 =,largeFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,6
24,1.8002,1,3 x 8 =,smallFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,13
72,3.1,1,8 x 9 =,smallFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,19
15,2.1667,1,3 x 5 =,smallFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,2
49,1.9999,1,7 x 7 =,tie,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,7
6,1.917,1,3 x 2 =,largeFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,0
20,2.5006,1,4 x 5 =,smallFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,8
12,1.5998000000000001,1,4 x 3 =,largeFirst,smallProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,10
63,2.582,1,9 x 7 =,largeFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,17
36,2.5502,1,4 x 9 =,smallFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,9
27,2.3823,1,9 x 3 =,largeFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,9
35,2.2155,1,7 x 5 =,largeFirst,largeProd,856,ABC,7.333333333333333,8,WAIS,1.50835,28,7
20,2.2643,1,4 x 5 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,8
54,3.666,1,6 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
9,2.1958,1,3 x 3 =,tie,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,0
24,3.8465,1,6 x 4 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,12
40,2.8307,1,5 x 8 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
8,2.7974,1,2 x 4 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,1
32,2.1668,1,8 x 4 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,25
6,1.9292,1,3 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,0
18,3.2829,1,6 x 3 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,8
18,2.0978,1,2 x 9 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
16,2.2664,1,8 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
24,4.7625,1,3 x 8 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
14,1.9981,1,7 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,4
15,1.4487,1,3 x 5 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,2
12,1.149,1,2 x 6 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,3
42,5.1143,1,7 x 6 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,22
21,3.5637,1,3 x 7 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
30,1.9815,1,6 x 5 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,6
72,4.3461,1,8 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,19
63,2.9498,1,9 x 7 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,17
10,1.4842,1,5 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,0
12,2.9308,1,4 x 3 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,10
49,3.0303,1,7 x 7 =,tie,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
27,3.9321,1,9 x 3 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
35,1.8814,1,7 x 5 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
28,9.5752,1,4 x 7 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,17
48,11.7569,1,6 x 8 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,11
36,6.4279,1,4 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
45,1.9317,1,9 x 5 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,6
54,10.5245,0,7 x 8 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
28,7.1438,1,7 x 4 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,17
18,5.429,1,3 x 6 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,8
21,3.1472,1,7 x 3 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
24,7.4438,1,4 x 6 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,12
72,3.5153,1,9 x 8 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,19
64,2.2165,1,8 x 8 =,tie,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,19
24,17.4665,1,8 x 3 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
16,2.8305,1,4 x 4 =,tie,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,5
12,1.2986,1,6 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,3
12,1.6654,1,3 x 4 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,10
54,4.7461,1,9 x 6 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,13
56,2.931,1,8 x 7 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
36,3.4635,1,9 x 4 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
48,18.6179,1,8 x 6 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,11
20,1.8341,1,5 x 4 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,8
45,2.7975,1,5 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,6
63,3.6136,1,7 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,17
18,2.0479,1,9 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
27,4.2464,1,3 x 9 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
10,1.634,1,2 x 5 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,0
15,1.6151,1,5 x 3 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,2
32,10.8743,1,4 x 8 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,25
30,3.7967,1,5 x 6 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,6
35,2.25,1,5 x 7 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
42,7.4767,1,6 x 7 =,smallFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,22
16,1.9649,1,2 x 8 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,7
8,1.9648,1,4 x 2 =,largeFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,1
40,2.1812,1,8 x 5 =,largeFirst,largeProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,9
14,1.6511,1,2 x 7 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,4
6,1.8648,1,2 x 3 =,smallFirst,smallProd,857,CBA,6.333333333333333,6,WAIS,1.4309,28,0
72,4.2751,1,8 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,19
20,3.7748,1,4 x 5 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,8
21,8.3626,1,3 x 7 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
40,2.4466,1,5 x 8 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
36,8.8765,1,4 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
45,2.155,1,9 x 5 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,6
35,2.9543,1,7 x 5 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
14,1.6329,1,7 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,4
18,1.3834,1,2 x 9 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
49,5.2553,1,7 x 7 =,tie,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
12,3.691,1,4 x 3 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,10
10,1.3694,1,5 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,0
8,1.3346,1,2 x 4 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,1
48,2.5022,1,6 x 8 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,11
12,1.5359,1,2 x 6 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,3
6,1.9945,1,3 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,0
27,2.8362,1,9 x 3 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
28,4.3166,1,4 x 7 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,17
24,5.1022,1,6 x 4 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,12
16,1.6333,1,8 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
42,7.7159,1,7 x 6 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,22
18,2.0649,1,6 x 3 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,8
30,2.1268,1,6 x 5 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,6
54,5.0188,1,6 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
56,7.3062,1,7 x 8 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
9,1.5223,1,3 x 3 =,tie,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,0
15,1.4802,1,3 x 5 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,2
63,8.612,1,9 x 7 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,17
24,1.9599,1,3 x 8 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
32,2.1613,1,8 x 4 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,25
14,1.6822,1,2 x 7 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,4
63,5.5681,1,7 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,17
32,2.363,1,4 x 8 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,25
64,4.4417,1,8 x 8 =,tie,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,19
10,1.07,1,2 x 5 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,0
24,1.731,1,4 x 6 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,12
28,2.0156,1,7 x 4 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,17
12,1.2932,1,6 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,3
72,4.6917,1,9 x 8 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,19
54,7.904,1,9 x 6 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
42,4.0385,1,6 x 7 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,22
36,5.5049,1,9 x 4 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
6,2.1613,1,2 x 3 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,0
24,2.1476,1,8 x 3 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
20,1.5084,1,5 x 4 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,8
35,4.5811,1,5 x 7 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
16,1.4804,1,2 x 8 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
8,2.1478,1,4 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,1
48,2.7877,1,8 x 6 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,11
16,3.1138,1,4 x 4 =,tie,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,5
27,1.7098,1,3 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
18,2.2776,1,3 x 6 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,8
30,2.5371,1,5 x 6 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,6
45,2.0716,1,5 x 9 =,smallFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,6
18,1.6959,1,9 x 2 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,7
12,1.1954,1,3 x 4 =,smallFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,10
56,6.0545,1,8 x 7 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
40,4.1639,1,8 x 5 =,largeFirst,largeProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,9
31,2.412,0,7 x 3 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,13
15,3.6423,1,5 x 3 =,largeFirst,smallProd,859,BAC,11.333333333333334,9,WAIS,1.324,27,2
40,1.7835,1,8 x 5 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
24,1.4492,1,8 x 3 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
18,1.2826,1,9 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
64,1.5668,1,8 x 8 =,tie,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,19
6,1.9001,1,2 x 3 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,0
35,2.8352,1,5 x 7 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
36,1.7483,1,9 x 4 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
12,1.0997,1,6 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,3
24,1.5167,1,4 x 6 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,12
54,3.0148,1,9 x 6 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
15,1.5507,1,5 x 3 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,2
12,1.2166,1,3 x 4 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,10
10,1.2002,1,2 x 5 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,0
30,1.9381,1,5 x 6 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,6
42,6.7671,1,6 x 7 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,22
72,2.05,1,9 x 8 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,19
28,1.9834,1,7 x 4 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,17
40,1.8165,0,8 x 6 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,11
27,1.666,1,3 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
8,1.5332,1,4 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,1
20,1.3012,1,5 x 4 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,8
16,1.3002,1,4 x 4 =,tie,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,5
18,1.6,1,3 x 6 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,8
45,1.5664,1,5 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,6
16,1.867,1,2 x 8 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
21,1.2326,1,7 x 3 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
56,1.9672,1,8 x 7 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
63,2.1162,1,7 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,17
14,1.5666,1,2 x 7 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,4
32,1.549,1,4 x 8 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,25
24,1.9336,1,6 x 4 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,12
30,1.234,1,6 x 5 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,6
10,1.201,1,5 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,0
72,2.9699,1,8 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,19
24,1.35,1,3 x 8 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
36,1.6,1,4 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
12,1.0673,1,4 x 3 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,10
18,1.4166,1,2 x 9 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
6,1.4502,1,3 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,0
12,1.1666,1,2 x 6 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,3
15,1.2503,1,3 x 5 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,2
28,1.9004,1,4 x 7 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,17
48,2.4161,1,6 x 8 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,11
40,1.6503,1,5 x 8 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
63,3.4674,1,9 x 7 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,17
32,1.3165,1,8 x 4 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,25
42,2.57,1,7 x 6 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,22
49,1.7341,1,7 x 7 =,tie,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
54,2.0527,1,6 x 9 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
8,1.4308,1,2 x 4 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,1
27,1.7341,1,9 x 3 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
9,1.2828,1,3 x 3 =,tie,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,0
14,1.533,1,7 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,4
16,1.381,1,8 x 2 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
56,1.8179,1,7 x 8 =,smallFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,9
20,1.2669,1,4 x 5 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,8
18,1.701,1,6 x 3 =,largeFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,8
35,1.829,1,7 x 5 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,7
45,1.5973,1,9 x 5 =,largeFirst,largeProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,6
31,1.5834,0,3 x 7 =,smallFirst,smallProd,860,BCA,11.666666666666666,6,WAIS,1.14985,28,13
45,2.1651,1,5 x 9 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,6
6,1.8655,1,2 x 3 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,0
42,2.4984,1,6 x 7 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,22
15,1.8488,1,5 x 3 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,2
32,4.8604,1,4 x 8 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,25
30,2.0155,1,5 x 6 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,6
18,2.1987,1,3 x 6 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,8
64,2.3652,1,8 x 8 =,tie,largeProd,863,CBA,10,8,WAIS,1.2408,28,19
8,1.499,1,4 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,1
12,1.8156,0,8 x 3 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,13
28,2.5028,1,7 x 4 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,17
24,1.9987,1,4 x 6 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,12
16,2.4985,1,4 x 4 =,tie,smallProd,863,CBA,10,8,WAIS,1.2408,28,5
48,2.0485,1,8 x 6 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,11
63,7.6829,1,7 x 9 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,17
12,1.832,1,6 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,3
18,3.398,1,9 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,7
20,2.0988,1,5 x 4 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,8
72,6.9097,1,9 x 8 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,19
35,2.4819,1,5 x 7 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,7
27,2.0156,1,3 x 9 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
10,1.5494,1,2 x 5 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,0
21,1.5659,1,7 x 3 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,13
56,4.8472,1,8 x 7 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
54,2.1487,1,9 x 6 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,13
40,1.6459,1,8 x 5 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
16,1.7655,1,2 x 8 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,7
14,1.4827,1,2 x 7 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,4
36,3.115,1,9 x 4 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
12,1.7322,1,3 x 4 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,10
8,1.9988,1,2 x 4 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,1
9,1.4655,1,3 x 3 =,tie,smallProd,863,CBA,10,8,WAIS,1.2408,28,0
6,1.4859,1,3 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,0
16,4.2141,1,8 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,7
72,3.681,1,8 x 9 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,19
48,2.8148,1,6 x 8 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,11
14,1.4164,1,7 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,4
32,2.3152,1,8 x 4 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,25
20,1.6992,1,4 x 5 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,8
24,2.047,0,4 x 7 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,17
10,1.5656,1,5 x 2 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,0
12,1.2993,1,2 x 6 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,3
40,1.6822,1,5 x 8 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
30,5.7801,1,6 x 5 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,6
12,9.2614,0,2 x 9 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,7
36,30.1002,1,4 x 9 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
42,17.5904,1,7 x 6 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,22
27,1.9322,1,9 x 3 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
12,1.3327,1,4 x 3 =,largeFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,10
49,2.1821,1,7 x 7 =,tie,largeProd,863,CBA,10,8,WAIS,1.2408,28,7
56,2.7819,1,7 x 8 =,smallFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,9
35,2.2489,1,7 x 5 =,largeFirst,largeProd,863,CBA,10,8,WAIS,1.2408,28,7
24,1.7154,1,3 x 8 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,13
21,1.7159,1,3 x 7 =,smallFirst,smallProd,863,CBA,10,8,WAIS,1.2408,28,13
