participant,multiplyCorr,multiplyRT,problem,productType,median_RT,perc_accuracy,verbal_span_mean,mean_blocks,medium_mult_RT,perc_accuracy_mult,fluency_group,interference_score
651,1,1.7494,9 x 8 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,19
651,1,3.1829,5 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,6
651,1,1.2492,4 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,1
651,1,1.683,8 x 6 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,11
651,1,1.1654,2 x 5 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,0
651,1,1.1999,9 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,1.2493,5 x 4 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,8
651,1,1.6667,8 x 5 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.4826,2 x 8 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,1.7831,8 x 7 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.4497,4 x 8 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,25
651,1,1.8825,7 x 4 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,17
651,1,1.016,7 x 3 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,13
651,1,1.433,2 x 7 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,4
651,1,1.5493,3 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.5829,5 x 3 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,2
651,1,1.6332,5 x 7 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,2.4491,8 x 3 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,13
651,1,1.9492,7 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,17
651,1,1.8325,9 x 4 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.9164,6 x 8 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,11
651,0,1.9993,7 x 6 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,22
651,1,1.4672,6 x 4 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,12
651,1,1.0164,5 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,0
651,1,2.5829,7 x 8 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.4832,4 x 3 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,10
651,1,1.6663,3 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,0
651,1,1.6658,8 x 4 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,25
651,1,1.6162,6 x 5 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,6
651,1,1.1326,3 x 7 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,13
651,1,1.5998000000000001,9 x 3 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.7829,9 x 7 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,17
651,1,2.1491,4 x 5 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,8
651,1,1.2832,2 x 4 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,1
651,1,1.7326,7 x 5 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,2.5825,7 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,4
651,1,1.6164,3 x 8 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,13
651,1,1.5497,6 x 3 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,8
