participant,median_RT,mean_RT,num_correct_trials,perc_accuracy,verbal_span_wais,verbal_span_egner,verbal_span_mean,mean_blocks,max_vpt_span,n,mean_mult_RT,medium_mult_RT,perc_accuracy_mult
829,1.3175,1.3715,27,96.42857142857144,8,7,7.5,11.333333333333334,9,52,2.542173076923077,1.859,86.66666666666667
830,1.1835,1.2126142857142856,28,100,9,7,8,9.333333333333334,9,55,2.2386236363636365,1.4641,91.66666666666666
831,1.2287,1.353632142857143,28,100,9,9,9,10.666666666666666,9,59,1.7163016949152543,1.4985,98.33333333333331
832,1.12475,1.170525,28,100,9,9,9,9.666666666666666,9,58,2.220631034482759,1.60835,96.66666666666669
833,1.41455,1.4356607142857143,28,100,6,8,7,7.666666666666667,8,54,2.3076462962962965,2.0394,90
839,1.1591,1.1935107142857142,27,96.42857142857144,7,7,7,8.333333333333334,8,60,1.9634333333333336,1.50915,100
840,1.6729,1.7883071428571429,27,96.42857142857144,6,7,6.5,10.333333333333334,9,45,3.110028888888889,2.7633,75
841,1.27995,1.3087321428571428,28,100,6,6,6,11.666666666666666,9,58,2.5383172413793105,1.8932,96.66666666666669
843,1.87455,1.8784642857142857,28,100,7,9,8,10,9,60,3.117541666666667,2.44085,100
844,1.2914,1.4058964285714286,28,100,7,8,7.5,11.333333333333334,9,59,1.7043440677966102,1.5175,98.33333333333331
846,1.41685,1.4604535714285714,28,100,7,5,6,10.666666666666666,9,50,4.284764,4.04265,83.33333333333334
848,1.2066,1.2184607142857142,28,100,7,8,7.5,9.333333333333334,9,53,1.8111943396226415,1.5812,88.33333333333333
849,1.4410500000000002,1.466532142857143,28,100,6,8,7,10.333333333333334,9,52,4.099840384615384,2.95075,86.66666666666667
850,1.30885,1.504432142857143,26,92.85714285714286,9,9,9,9.333333333333334,9,58,1.9195275862068968,1.59125,96.66666666666669
852,1.18375,1.2085428571428571,28,100,5,7,6,9.666666666666666,9,43,3.810890697674419,3.1688,71.66666666666667
854,1.17455,1.2194035714285714,28,100,7,7,7,12.333333333333334,9,60,1.6164833333333333,1.4422,100
855,1.29455,1.3128678571428571,28,100,7,7,7,8,8,45,3.720864444444445,3.3307,75
856,1.50835,1.5794785714285715,28,100,8,9,8.5,7.333333333333333,7,57,2.6337,2.2155,95
857,1.4309,1.4976785714285714,28,100,6,6,6,6.333333333333333,6,55,3.17492,2.7975,91.66666666666666
859,1.324,1.3491035714285715,27,96.42857142857144,9,9,9,11.333333333333334,9,59,3.3047593220338984,2.363,98.33333333333331
860,1.14985,1.2631035714285714,28,100,6,7,6.5,11.666666666666666,9,58,1.7843,1.58205,96.66666666666669
863,1.2408,1.2966678571428571,28,100,8,8,8,10,9,55,2.448610909090909,1.9988,91.66666666666666
865,1.68435,1.787807142857143,28,100,6,6,6,10.333333333333334,9,41,3.5949634146341465,3.2663,68.33333333333333
866,1.3912,1.5410107142857143,28,100,9,8,8.5,8.333333333333334,8,57,2.5503315789473686,1.9672,95
867,1.1876,1.209007142857143,28,100,7,7,7,10.666666666666666,9,60,2.1777166666666665,1.68035,100
868,1.19095,1.2076357142857144,27,96.42857142857144,6,7,6.5,10.333333333333334,9,60,1.8929516666666664,1.45435,100
869,1.2858,1.3914464285714283,28,100,7,8,7.5,9.333333333333334,9,57,2.892098245614035,2.3501,95
871,1.50995,1.5782142857142858,28,100,6,5,5.5,8.333333333333334,8,42,3.2171880952380953,2.7108999999999996,70
872,1.42605,1.4709178571428572,28,100,8,8,8,8.333333333333334,8,59,1.9752186440677968,1.7166,98.33333333333331
875,1.2993,1.351775,28,100,9,9,9,11.333333333333334,9,55,2.663196363636364,2.0327,91.66666666666666
876,1.1657,1.2300464285714283,28,100,7,7,7,7,7,55,2.4037509090909093,1.699,91.66666666666666
877,1.46965,1.4759571428571427,28,100,7,6,6.5,8.333333333333334,8,50,3.430288,3.1395999999999997,83.33333333333334
880,1.3085,1.4026785714285714,27,96.42857142857144,8,6,7,6.666666666666667,7,59,1.6265254237288136,1.44,98.33333333333331
881,1.6229,1.6490285714285715,28,100,6,6,6,7.666666666666667,8,46,3.3772739130434783,2.322,76.66666666666667
882,1.2626499999999998,1.298871428571429,27,96.42857142857144,9,9,9,11.666666666666666,9,57,2.1509859649122807,1.8669,95
885,1.2637,1.3117178571428572,28,100,7,9,8,9.666666666666666,9,53,2.3989150943396225,1.6015,88.33333333333333
887,1.1987,1.2562392857142857,28,100,6,8,7,8.333333333333334,8,56,4.474675,4.3165,93.33333333333331
888,1.46555,1.6521571428571429,28,100,6,7,6.5,9.666666666666666,9,58,2.032284482758621,1.833,96.66666666666669
889,1.2170999999999998,1.2543035714285715,28,100,9,8,8.5,7.666666666666667,8,60,1.7602883333333332,1.54225,100
892,1.922,1.973442857142857,28,100,8,9,8.5,9.333333333333334,9,59,1.710177966101695,1.6306,98.33333333333331
895,1.37535,1.4163178571428572,28,100,6,7,6.5,10.666666666666666,9,56,3.275385714285714,2.15145,93.33333333333331
896,1.6469,1.6635964285714286,28,100,7,7,7,9.333333333333334,9,60,1.9715633333333331,1.909,100
897,1.49785,1.4959285714285715,28,100,9,8,8.5,10.333333333333334,9,59,1.6278322033898305,1.5315,98.33333333333331
901,1.2356375,1.32151125,28,100,6,7,6.5,10.333333333333334,9,58,2.6341879310344827,2.2430225000000004,96.66666666666669
902,0.9912,1.0792642857142858,28,100,6,5,5.5,10,9,54,3.064296296296296,2.39915,90
908,1.672725,1.93922875,16,57.14285714285714,7,8,7.5,8.666666666666666,9,58,1.888096293103448,1.781525,96.66666666666669
914,1.1185525,1.1238557142857144,28,100,8,7,7.5,11.666666666666666,9,54,2.6206346296296297,2.070255,90
916,1.575285,1.6845708928571428,28,100,6,5,5.5,9,9,46,4.277425869565217,3.548255,76.66666666666667
917,1.61717,1.6288075862068965,28,100,7,6,6.5,7.666666666666667,8,60,2.36680275,2.1409125,100
918,1.2499025,1.4082151785714283,28,100,9,9,9,9.666666666666666,9,48,3.9761896875,3.3330975,80
919,1.358735,1.3332646428571429,28,100,5,7,6,11.333333333333334,9,51,2.8680795098039216,2.032745,85
920,1.4404525,1.49853875,28,100,6,5,5.5,6.333333333333333,6,60,2.4487165,2.0546075000000004,100
922,1.2982725,1.4011394642857142,28,100,9,9,9,9.333333333333334,9,57,1.6143601754385966,1.49756,95
925,1.490185,1.5445523214285717,28,100,7,6,6.5,7.333333333333333,7,54,2.526767037037037,2.114885,90
927,1.4912425,1.6205051785714286,27,96.42857142857144,9,7,8,11.333333333333334,9,55,2.9955107272727273,2.416245,91.66666666666666
928,1.1738075,1.18554,28,100,6,6,6,11.333333333333334,9,60,1.5446094166666666,1.441075,100
929,1.1521625,1.2112998214285715,27,96.42857142857144,8,7,7.5,8.666666666666666,9,56,2.0404438392857145,1.704875,93.33333333333331
930,1.44935,1.5658964285714283,28,100,9,9,9,8.666666666666666,9,59,3.019040677966102,2.3814,98.33333333333331
931,1.3639,1.3852035714285715,28,100,6,8,7,10.333333333333334,9,60,2.867095,2.5208000000000004,100
932,1.38322,1.4086335714285714,28,100,6,8,7,9.333333333333334,9,59,2.096981186440678,1.86641,98.33333333333331
936,1.2572175,1.3041103571428572,28,100,6,7,6.5,8.333333333333334,8,53,1.8081427358490567,1.64927,88.33333333333333
938,1.52628,1.6081446428571429,28,100,8,8,8,9.666666666666666,9,60,2.17316025,1.9087875,100
940,1.5415975,1.6481257142857142,28,100,5,5,5,7.333333333333333,7,56,3.314904375,2.8830225,93.33333333333331
941,1.25692,1.3924703571428572,27,96.42857142857144,6,7,6.5,9.333333333333334,9,59,1.842853813559322,1.631415,98.33333333333331
942,0.94111,0.9819651785714286,28,100,8,8,8,11.666666666666666,9,58,1.3685438793103448,1.2911725,96.66666666666669
943,1.2912575,1.3646275,27,96.42857142857144,7,6,6.5,10.333333333333334,9,59,1.6101033898305084,1.50084,98.33333333333331
945,1.23256,1.2484725,28,100,7,8,7.5,8.666666666666666,9,53,2.4982988679245284,1.867645,88.33333333333333
947,2.13115,2.2447607142857144,6,21.428571428571427,9,9,9,9.333333333333334,9,54,3.813005555555556,3.24695,90
948,1.5416725,1.5676848214285717,27,96.42857142857144,8,8,8,9.333333333333334,9,55,2.706789636363637,2.133725,91.66666666666666
949,1.1584700000000001,1.204807142857143,28,100,9,9,9,12,9,54,2.585058425925926,1.89705,90
950,1.236395,1.2879994642857142,28,100,8,8,8,11.666666666666666,9,58,2.2505185344827585,1.7470125,96.66666666666669
951,1.4482,1.5268117857142858,28,100,6,8,7,6.666666666666667,7,50,2.8651305,2.404795,83.33333333333334
952,1.25683,1.337405357142857,28,100,9,8,8.5,10.333333333333334,9,59,1.8855581355932205,1.61493,98.33333333333331
953,1.3411875,1.3395228571428572,28,100,7,7,7,10,9,57,1.5953670175438597,1.483165,95
954,1.39095,1.3761142857142856,28,100,9,8,8.5,9,9,52,2.9463865384615384,2.04065,86.66666666666667
956,1.360325,1.3918714285714286,28,100,6,7,6.5,9.333333333333334,9,53,2.327824716981132,2.086425,88.33333333333333
957,1.349835,1.3501646428571428,28,100,9,8,8.5,11.333333333333334,9,60,1.8300499166666664,1.6164825,100
959,1.3162175,1.334027678571429,28,100,7,6,6.5,11.666666666666666,9,58,2.5241480172413793,1.9994525,96.66666666666669
960,1.4748074999999998,1.4701028571428572,28,100,9,9,9,10.333333333333334,9,59,2.25062,1.949985,98.33333333333331
961,1.1584825,1.17787125,28,100,8,8,8,10.333333333333334,9,59,1.427475,1.3173,98.33333333333331
963,1.5488625,1.63649125,28,100,6,7,6.5,9.333333333333334,9,59,2.5590040677966104,2.20185,98.33333333333331
964,1.16865,1.245682142857143,27,96.42857142857144,6,7,6.5,9.333333333333334,9,60,1.65299,1.41635,100
965,1.3736925000000002,1.407839642857143,28,100,6,8,7,10,9,58,1.7370525,1.6903775,96.66666666666669
968,1.3097474999999998,1.4104675,28,100,8,9,8.5,10.333333333333334,9,59,2.50227406779661,2.087445,98.33333333333331
969,1.46515,1.504189107142857,28,100,7,7,7,11.666666666666666,9,55,2.2832487272727273,2.08648,91.66666666666666
974,1.49763,1.4875656,25,89.28571428571429,9,9,9,8.666666666666666,9,59,1.7702266949152543,1.697575,98.33333333333331
976,1.315965,1.3762088,25,89.28571428571429,6,6,6,11.333333333333334,9,59,1.9660416949152544,1.83295,98.33333333333331
977,1.30813,1.3736401785714285,27,96.42857142857144,6,6,6,9.666666666666666,9,57,2.506511403508772,2.04989,95
980,1.066565,1.0846366,25,89.28571428571429,7,6,6.5,8.333333333333334,8,57,1.282462543859649,1.21673,95
982,1.18387,1.2799784,25,89.28571428571429,9,9,9,7.666666666666667,8,58,1.6207976724137931,1.558445,96.66666666666669
983,1.46423,1.518900178571429,28,100,6,8,7,9.333333333333334,9,53,3.150265849056604,2.524655,88.33333333333333
984,1.16431,1.23833,25,89.28571428571429,9,9,9,10.666666666666666,9,59,1.6191011016949153,1.44735,98.33333333333331
986,1.140425,1.1338705357142858,28,100,9,9,9,10.333333333333334,9,56,2.6273702678571427,2.3000075,93.33333333333331
988,1.63257,1.7394598,25,89.28571428571429,7,7,7,9.333333333333334,9,50,3.0429514,2.5574399999999997,83.33333333333334
989,1.250415,1.2516636,23,82.14285714285714,6,6,6,9.333333333333334,9,53,1.897386603773585,1.44966,88.33333333333333
990,1.44875,1.4927082,25,89.28571428571429,5,7,6,9.666666666666666,9,52,2.2072260576923077,1.9485325,86.66666666666667
991,1.464825,1.6027354,25,89.28571428571429,9,9,9,9.333333333333334,9,52,2.08648625,1.715985,86.66666666666667
992,1.265955,1.2620646,23,82.14285714285714,9,9,9,11.666666666666666,9,60,1.9082716666666664,1.6326275,100
9935,1.599185,1.7471508,25,89.28571428571429,9,6,7.5,8,8,48,2.556527291666667,2.42447,80
994,1.2507,1.3123242,25,89.28571428571429,7,7,7,9.333333333333334,9,57,2.3126949122807017,1.905375,95
995,1.816775,1.8097116,25,89.28571428571429,8,6,7,9.333333333333334,9,56,2.687900267857143,2.0414675,93.33333333333331
996,1.207685,1.293673392857143,28,100,7,7,7,9.666666666666666,9,59,1.3812588983050846,1.233545,98.33333333333331
997,1.013705,1.0912266,25,89.28571428571429,9,9,9,11.666666666666666,9,56,1.3083374107142858,1.2151375,93.33333333333331
998,1.21638,1.238753,25,89.28571428571429,8,7,7.5,9.333333333333334,9,51,2.402322156862745,1.91682,85
999,1.5285675,1.5359889285714283,28,100,6,6,6,7,7,56,4.125355535714286,4.0805875,93.33333333333331
